ST_NAME,AC_NAME,AC_NO,CANDIDATE,PARTY,VOTES
Bihar,BARURAJ,96,Rajesh Kumar,IND,704
Bihar,BARURAJ,96,Madhav Bhakta,SUCI,633
Bihar,BARURAJ,96,Md. Anzar,RUC,512
Bihar,PAROO,97,Shankar Prasad,RJD,95272
Bihar,PAROO,97,Madan Chaudhary,RSHTLKM,66445
Bihar,PAROO,97,Ashok Kumar Singh,IND,40661
Bihar,PAROO,97,Ranjana Kumari,JNSRJP,6825
Bihar,PAROO,97,Vijay Kumar,BSP,4509
Bihar,PAROO,97,Manish Kumar Singh,IND,2856
Bihar,PAROO,97,Nota,NOTA,2701
Bihar,PAROO,97,Vijay Thakur,IND,2692
Bihar,PAROO,97,Niraj Kumar,IND,2301
Bihar,PAROO,97,Ashutosh Kumar,IND,2248
Bihar,PAROO,97,Nanhak Sah,SUCI,1653
Bihar,SAHEBGANJ,98,Raju Kumar Singh,BJP,106322
Bihar,SAHEBGANJ,98,Prithwinath Ray,RJD,92800
Bihar,SAHEBGANJ,98,Nota,NOTA,4736
Bihar,SAHEBGANJ,98,Thakur Hari Kishore Singh,JNSRJP,4197
Bihar,SAHEBGANJ,98,Vikky Kumar,IND,4187
Bihar,SAHEBGANJ,98,Binda Mahato,BSP,2541
Bihar,SAHEBGANJ,98,Shambhu Sah,IND,1158
Bihar,SAHEBGANJ,98,Rajan Kumar,IND,976
Bihar,SAHEBGANJ,98,Mukesh Kumar Singh,IND,849
Bihar,SAHEBGANJ,98,Ranjeet Kumar,IND,451
Bihar,SAHEBGANJ,98,Sukhari Das,SUCI,420
Bihar,SAHEBGANJ,98,Yogendra Kumar Yadav,IND,373
Bihar,SAHEBGANJ,98,Motiur Rahman,IND,357
Bihar,SAHEBGANJ,98,Jai Prakash Kumar,IND,183
Bihar,BAIKUNTHPUR,99,Mithilesh Tiwari,BJP,104133
Bihar,BAIKUNTHPUR,99,Prem Shankar Prasad,RJD,87180
Bihar,BAIKUNTHPUR,99,Ajay Prasad,JNSRJP,7335
Bihar,BAIKUNTHPUR,99,Pradeep Kumar,BSP,4142
Bihar,BAIKUNTHPUR,99,Ram Narayan Singh,RSTJLKPS,3497
Bihar,BAIKUNTHPUR,99,Raj Kishor Singh,IND,2408
Bihar,BAIKUNTHPUR,99,Nota,NOTA,2018
Bihar,BAIKUNTHPUR,99,Mohan Mahato,RJBP,1574
Bihar,BARAULI,100,Manjeet Kumar Singh,JD(U),88657
Bihar,BARAULI,100,Dilip Kumar Singh,RJD,76283
Bihar,BARAULI,100,Reyazul Haque Urf Raju,BSP,13397
Bihar,BARAULI,100,Sonu Kumar,IND,4804
Bihar,BARAULI,100,Nota,NOTA,4006
Bihar,BARAULI,100,Faiz Ahmad,JNSRJP,2911
Bihar,BARAULI,100,Sita Devi,IND,2204
Bihar,BARAULI,100,Manju Kumari,IND,691
Bihar,BARAULI,100,Krishna Shah,IND,650
Bihar,BARAULI,100,Rudal Mahato,RJBP,574
Bihar,GOPALGANJ,101,Subhash Singh,BJP,96892
Bihar,GOPALGANJ,101,Om Prakash Garg,INC,67920
Bihar,GOPALGANJ,101,Anash Salam,AIMIM,14225
Bihar,GOPALGANJ,101,Indira Yadav,BSP,8079
Bihar,GOPALGANJ,101,Anup Kumar Shrivastava,IND,5116
Bihar,GOPALGANJ,101,Nota,NOTA,2237
Bihar,GOPALGANJ,101,Sahana Khatoon,SAP,1806
Bihar,GOPALGANJ,101,Brij Kishor Gupta,AAAP,1573
Bihar,GOPALGANJ,101,Md. Hayatullah,BHAIP,1024
Bihar,KUCHAIKOTE,102,Amrendra Kumar Pandey,JD(U),101425
Bihar,KUCHAIKOTE,102,Harinarayan Singh,INC,76934
Bihar,KUCHAIKOTE,102,Vijay Kumar Choubey,JNSRJP,6077
Bihar,KUCHAIKOTE,102,Nota,NOTA,5783
Bihar,KUCHAIKOTE,102,Baliram Singh,BSP,5542
Bihar,KUCHAIKOTE,102,Vishwakarma Sharma,JRJP,2646
Bihar,KUCHAIKOTE,102,Braj Bihari Bhatt,JNSKJNDL,2025
Bihar,KUCHAIKOTE,102,Pankaj Pandey,IND,1588
Bihar,BHOREY (SC),103,Sunil Kumar,JD(U),101469
Bihar,BHOREY (SC),103,Dhananjay,CPI(ML)(L),85306
Bihar,BHOREY (SC),103,Priti Kinar,JNSRJP,8602
Bihar,BHOREY (SC),103,Nota,NOTA,7517
Bihar,BHOREY (SC),103,Surendra Kumar Ram,BSP,6132
Bihar,BHOREY (SC),103,Dharmendra Kumar Ram,AAAP,4095
Bihar,HATHUA,104,Ramsewak Singh,JD(U),92121
Bihar,HATHUA,104,Rajesh Kumar Singh,RJD,79773
Bihar,HATHUA,104,Sanjay Kumar Suman,JNSRJP,5089
Bihar,HATHUA,104,Shabanm Khatun,BSP,3789
Bihar,HATHUA,104,Nauraj Sah,IND,3640
Bihar,HATHUA,104,Indrajit Jyotishkar,AAAP,3117
Bihar,HATHUA,104,Nota,NOTA,3094
Bihar,HATHUA,104,Surendra Gupta,IND,2454
Bihar,HATHUA,104,Laxman Bhar,SBSP,1176
Bihar,HATHUA,104,Surendra Ram,BRRTD,1044
Bihar,HATHUA,104,Kalindra Kumar,RSHTSBJNSP,761
Bihar,SIWAN,105,Mangal Pandey,BJP,92379
Bihar,SIWAN,105,Awadh Bihari Choudhary,RJD,83009
Bihar,SIWAN,105,Mohammad Kaifi Samshir,AIMIM,3493
Bihar,SIWAN,105,Nota,NOTA,2704
Bihar,SIWAN,105,Intekhab Ahmad,JNSRJP,2543
Bihar,SIWAN,105,Sunita Devi,BSP,2183
Bihar,SIWAN,105,Sushil Kumar,IND,1998
Bihar,SIWAN,105,Saroj Kumari,IND,636
Bihar,SIWAN,105,Satyendra Kumar Kushwaha,IND,445
Bihar,SIWAN,105,Md Arif,IND,298
Bihar,SIWAN,105,Kumar Gauraw Bunty,RSTJLKPS,240
Bihar,SIWAN,105,Vimal Prasad,IND,227
Bihar,SIWAN,105,Rakesh Sharma,JRJP,222
Bihar,SIWAN,105,Dewa Kant Mishra Alias Munna Bhaiya,IND,205
Bihar,ZIRADEI,106,Bhism Pratap Singh,JD(U),66227
Bihar,ZIRADEI,106,Amarjeet Kushwaha,CPI(ML)(L),63601
Bihar,ZIRADEI,106,Munna Pandey,JNSRJP,10125
Bihar,ZIRADEI,106,Pramod Kumar Mall,BSP,5102
Bihar,ZIRADEI,106,Nota,NOTA,4707
Bihar,ZIRADEI,106,Jaglal Rajbhar,SBSP,2390
Bihar,ZIRADEI,106,Raghwendra Kumar Kharwar,IND,2263
Bihar,ZIRADEI,106,Prabhunath Thakur,IND,1039
Bihar,ZIRADEI,106,Vivek Shukla,IND,882
Bihar,ZIRADEI,106,Parmanand Prasad,SWSP,807
Bihar,ZIRADEI,106,Ajay Kumar Prajapati,IND,783
Bihar,DARAULI (SC),107,Vishnu Deo Paswan,LJPRV,83014
Bihar,DARAULI (SC),107,Satyadeo Ram,CPI(ML)(L),73442
Bihar,DARAULI (SC),107,Ganesh Ram,JNSRJP,4630
Bihar,DARAULI (SC),107,Nota,NOTA,4546
Bihar,DARAULI (SC),107,Manoj Ram,SBSP,3908
Bihar,DARAULI (SC),107,Harilal Ram,BSP,3208
Bihar,DARAULI (SC),107,Pradeep Manjhi,IND,2465
Bihar,RAGHUNATHPUR,108,Osama Shahab,RJD,88278
Bihar,RAGHUNATHPUR,108,Vikash Kumar Singh,JD(U),79030
Bihar,RAGHUNATHPUR,108,Nota,NOTA,3478
Bihar,RAGHUNATHPUR,108,Rahul Kirti,JNSRJP,3071
Bihar,RAGHUNATHPUR,108,Upendra Singh,IND,2909
Bihar,RAGHUNATHPUR,108,Kumar Santosh,SBSP,2195
Bihar,RAGHUNATHPUR,108,Pashupati Nath Chaturvedi,JNSKJNDL,996
Bihar,RAGHUNATHPUR,108,Anita Kumari,IND,917
Bihar,DARAUNDA,109,Karnjeet Singh Alias Vyas Singh,BJP,87047
Bihar,DARAUNDA,109,Amarnath Yadav,CPI(ML)(L),68680
Bihar,DARAUNDA,109,Gudiya Devi,IND,11133
Bihar,DARAUNDA,109,Satyandra Yadav,JNSRJP,6731
Bihar,DARAUNDA,109,Nota,NOTA,5151
Bihar,DARAUNDA,109,Balendra Kumar Ray,IND,2976
Bihar,DARAUNDA,109,Madhusudan Singh,BSP,2250
Bihar,DARAUNDA,109,Brijabihari Ray,SBSP,1168
Bihar,BARHARIA,110,Indradev Singh,JD(U),93600
Bihar,BARHARIA,110,Arun Kumar Gupta,RJD,81464
Bihar,BARHARIA,110,Shyam Bahadur Singh,IND,4692
Bihar,BARHARIA,110,Nota,NOTA,3932
Bihar,BARHARIA,110,Shekh Shahnawaz Alam,JNSRJP,3750
Bihar,BARHARIA,110,Hareram Singh,IND,3229
Bihar,BARHARIA,110,Jitendra Yadav,AAAP,2175
Bihar,BARHARIA,110,Vijay Kumar Yadaw,BSP,1291
Bihar,BARHARIA,110,Rahul Kumar,IND,1148
Bihar,BARHARIA,110,Ramdas Tiwari,IND,918
Bihar,BARHARIA,110,Radheshyam Sharma,JRJP,412
Bihar,BARHARIA,110,Deepak Kumar,IND,384
Bihar,GORIAKOTHI,111,Devesh Kant Singh,BJP,105909
Bihar,GORIAKOTHI,111,Anwarul Haque,RJD,93524
Bihar,GORIAKOTHI,111,Nota,NOTA,3655
Bihar,GORIAKOTHI,111,Ejaz Ahmad Siddique,JNSRJP,3281
Bihar,GORIAKOTHI,111,Ashok Kumar Varma,IND,2797
Bihar,GORIAKOTHI,111,Ravi Bhushan Gupta,AAAP,1379
Bihar,GORIAKOTHI,111,Ramayan Singh,AIFB,845
Bihar,GORIAKOTHI,111,Dhruvnath Singh,RJBP,648
Bihar,GORIAKOTHI,111,Dilip Manjhi,JNSHKVPD,534
Bihar,GORIAKOTHI,111,Tribhuwan Ram,PPID,460
Bihar,GORIAKOTHI,111,Umashankar Tiwari,BHRTLKCHTP,313
Bihar,MAHARAJGANJ,112,Hem Narayan Sah,JD(U),86813
Bihar,MAHARAJGANJ,112,Vishal Kumar Jaiswal,RJD,65714
Bihar,MAHARAJGANJ,112,Sunil Ray,JNSRJP,8165
Bihar,MAHARAJGANJ,112,Nitish Kumar Diwedi,IND,6254
Bihar,MAHARAJGANJ,112,Ravindra Kumar,IND,4358
Bihar,MAHARAJGANJ,112,Nota,NOTA,3675
Bihar,MAHARAJGANJ,112,Raj Kishor Gupta,IND,2902
Bihar,MAHARAJGANJ,112,Madan Yadav,ASPKR,2373
Bihar,MAHARAJGANJ,112,Ravi Ranjan Tisu,BSP,2176
Bihar,MAHARAJGANJ,112,Dr. Vikas Kumar Singh,PTI,2129
Bihar,MAHARAJGANJ,112,Nayan Prasad,BKKMP,1659
Bihar,MAHARAJGANJ,112,Ashish Ranjan Singh,IND,886
Bihar,MAHARAJGANJ,112,Angad Kumar,IND,706
Bihar,EKMA,113,Manoranjan Singh,JD(U),84077
Bihar,EKMA,113,Srikant Yadav,RJD,61369
Bihar,EKMA,113,Deo Kumar Singh,JNSRJP,7642
Bihar,EKMA,113,Nota,NOTA,6217
Bihar,EKMA,113,Lakshman Manjhi,BSP,2992
Bihar,EKMA,113,Rakesh Kumar Singh,IND,2460
Bihar,EKMA,113,Shankar Sharma,IND,1600
Bihar,EKMA,113,Umesh Kumar Rajbhar,SBSP,1378
Bihar,EKMA,113,Jitendra Kumar Kannauj,IND,1257
Bihar,EKMA,113,Abhijeet Abhigyan,IND,1056
Bihar,EKMA,113,Jawahir Prasad,APKSP,995
Bihar,MANJHI,114,Randhir Kumar Singh,JD(U),68455
Bihar,MANJHI,114,Dr. Satyendra Yadav,CPI(M),58668
Bihar,MANJHI,114,Rana Pratap Singh,IND,19139
Bihar,MANJHI,114,Y.v.giri,JNSRJP,9306
Bihar,MANJHI,114,Nota,NOTA,6113
Bihar,MANJHI,114,Nasim Ahamad,ASPKR,3400
Bihar,MANJHI,114,Sanju Yadav,IND,3107
Bihar,MANJHI,114,Om Prakash Prasad,IND,3087
Bihar,MANJHI,114,Sanotsh Prasad,BSP,2012
Bihar,MANJHI,114,Suresh Kumar Ram,IND,1405
Bihar,MANJHI,114,Pratibha Devi,SBSP,1362
Bihar,MANJHI,114,Dharmendra Kumar Sharma,JRJP,925
Bihar,MANJHI,114,Ashok Sharma,IND,697
Bihar,BANIAPUR,115,Kedar Nath Singh,BJP,95606
Bihar,BANIAPUR,115,Chandni Devi,RJD,80170
Bihar,BANIAPUR,115,Shravan Kumar,JNSRJP,8638
Bihar,BANIAPUR,115,Nota,NOTA,4876
Bihar,BANIAPUR,115,Shyam Singh,IND,3831
Bihar,BANIAPUR,115,Ravi Prakash,IND,2850
Bihar,BANIAPUR,115,Byas Manjhi,BSP,1806
Bihar,BANIAPUR,115,Rajesh Kumar Singh,IND,1506
Bihar,BANIAPUR,115,Pushpa Kumari,JNSKJNDL,1135
Bihar,TARAIYA,116,Janak Singh,BJP,85564
Bihar,TARAIYA,116,Shailendra Pratap,RJD,84235
Bihar,TARAIYA,116,Satyendra Ku Sahni,JNSRJP,5086
Bihar,TARAIYA,116,Mumtaj Ansari,IND,2748
Bihar,TARAIYA,116,Mithilesh Kumar,IND,2663
Bihar,TARAIYA,116,Vijesh Ray,IND,2621
Bihar,TARAIYA,116,Braj Bihari Singh,BSP,1875
Bihar,TARAIYA,116,Amit Kumar Singh,AAAP,1851
Bihar,TARAIYA,116,Nota,NOTA,1724
Bihar,TARAIYA,116,Lalu Prasad Yadav,IND,1316
Bihar,TARAIYA,116,Ahmad Hussain Ansari,PECP,1018
Bihar,TARAIYA,116,Bhagwan Prasad Gupta,VAP,978
Bihar,TARAIYA,116,Sanjay Kumar,PPID,879
Bihar,TARAIYA,116,Vivek Kumar,JNSKJNDL,681
Bihar,TARAIYA,116,Ram Viswas Rai,BHRTSP,299
Bihar,MARHAURA,117,Jitendra Kumar Rai,RJD,86118
Bihar,MARHAURA,117,Naveen Kumar Singh Uraf Abhay Singh,JNSRJP,58190
Bihar,MARHAURA,117,Ankit Kumar,IND,17310
Bihar,MARHAURA,117,Nota,NOTA,4809
Bihar,MARHAURA,117,Sandev Kumar Ray,IND,3483
Bihar,MARHAURA,117,Lalu Prasad Yadav,RJBP,2820
Bihar,MARHAURA,117,Purushottam Kumar,RSHTSBJNSP,2338
Bihar,MARHAURA,117,Madhubala Giri,TPLRSP,1577
Bihar,MARHAURA,117,Abhishek Ranjan,IND,1506
Bihar,MARHAURA,117,Manegar Ray,IND,1357
Bihar,CHAPRA,118,Chhoti Kumari,BJP,86845
Bihar,CHAPRA,118,Shatrughan Yadav,RJD,79245
Bihar,CHAPRA,118,Rakhi Gupta,IND,11488
Bihar,CHAPRA,118,Jai Prakash Singh,JNSRJP,3433
Bihar,CHAPRA,118,Nota,NOTA,2706
Bihar,CHAPRA,118,Shak Naushad,ASPKR,2093
Bihar,CHAPRA,118,Rana Yashwant Pratap Singh,IND,2026
Bihar,CHAPRA,118,Padma Mishra,IND,542
Bihar,CHAPRA,118,Md Sultan Hussen Idrishi,IND,395
Bihar,CHAPRA,118,Rajesh Kushwaha,BHRTLKCHTP,337
Bihar,CHAPRA,118,Gyani Kumar Sharma,BED,279
Bihar,GARKHA (SC),119,Surendra Ram,RJD,91134
Bihar,GARKHA (SC),119,Simant Mrinal,LJPRV,78330
Bihar,GARKHA (SC),119,Muneshwar Chaudhary,IND,9453
Bihar,GARKHA (SC),119,Manohar Kumar Ram,JNSRJP,5314
Bihar,GARKHA (SC),119,Avinash Kumar,BSP,3278
Bihar,GARKHA (SC),119,Raghunandan Manjhi,IND,2774
Bihar,GARKHA (SC),119,Rajkumar,IND,2678
Bihar,GARKHA (SC),119,Nota,NOTA,2617
Bihar,GARKHA (SC),119,Sabita Devi,IND,1728
Bihar,GARKHA (SC),119,Vigan Manjhi,RASLJP,1660
Bihar,GARKHA (SC),119,Nagendra Ram,RPI(A),1428
Bihar,GARKHA (SC),119,Neeraj Ram,IND,1287
Bihar,GARKHA (SC),119,Sadan Kumar,AAAP,1010
Bihar,GARKHA (SC),119,Nand Kishor Manjhi,IND,806
Bihar,AMNOUR,120,Krishan Kumar Mantoo,BJP,75525
Bihar,AMNOUR,120,Sunil Kumar,RJD,71717
Bihar,AMNOUR,120,Rahul Kumar Singh,JNSRJP,6031
Bihar,AMNOUR,120,Puja Kumari,BSP,5695
Bihar,AMNOUR,120,Nota,NOTA,3749
Bihar,AMNOUR,120,Lakshman Yadav,IND,2262
Bihar,AMNOUR,120,Sujeet Priydarshi,IND,1074
Bihar,AMNOUR,120,Ali Abbas,BMF,1062
Bihar,AMNOUR,120,Ramlal Manjhi,IND,660
Bihar,AMNOUR,120,Rakesh Kumar,BED,649
Bihar,AMNOUR,120,Arjun Kumar Nirala,IND,531
Bihar,AMNOUR,120,Jay Prakash Kumar Singh,SP(I),405
Bihar,AMNOUR,120,Krishna Mishra,TPLRSP,301
Bihar,PARSA,121,Karishma,RJD,89093
Bihar,PARSA,121,Chhote Lal Rai,JD(U),63321
Bihar,PARSA,121,Mosaheb Mahto,JNSRJP,10126
Bihar,PARSA,121,Nota,NOTA,4677
Bihar,PARSA,121,Shriniwas Sah,IND,3211
Bihar,PARSA,121,Md Samim Ansari,BSP,2540
Bihar,PARSA,121,Pawan Tiwari,AAAP,1977
Bihar,PARSA,121,Javahir Singh,ISP,1569
Bihar,PARSA,121,Ramaishwar Prasad Ray,IND,1431
Bihar,PARSA,121,Madan Mohan Srivastava,PBI,924
Bihar,PARSA,121,Muneshwar Prasad Gupta,IND,921
Bihar,PARSA,121,Bipin Kr Singh,NCP,851
Bihar,PARSA,121,Shyam Babu Ray,BHRTLKCHTP,594
Bihar,SONEPUR,122,Vinay Kumar Singh,BJP,90842
Bihar,SONEPUR,122,Dr. Ramanuj Prasad,RJD,86075
Bihar,SONEPUR,122,Chandan Lal Mehta,JNSRJP,11977
Bihar,SONEPUR,122,Ramesh Kumar,IND,3156
Bihar,SONEPUR,122,Nota,NOTA,2606
Bihar,SONEPUR,122,Rohit Roy,IND,1720
Bihar,SONEPUR,122,Surendra Prasad Yadav,JNSKJNDL,1235
Bihar,SONEPUR,122,Ajay Kumar,SAP,1158
Bihar,SONEPUR,122,Dharamveer Kumar,NCP,471
Bihar,HAJIPUR,123,Awadhesh Singh,BJP,113221
Bihar,HAJIPUR,123,Deo Kumar Chaurasia,RJD,94712
Bihar,HAJIPUR,123,Pratibha Sinha,JNSRJP,4701
Bihar,HAJIPUR,123,Nota,NOTA,2381
Bihar,HAJIPUR,123,Sunil Roy,IND,2226
Bihar,HAJIPUR,123,Nishant Gandhi,IND,1851
Bihar,HAJIPUR,123,Ghanshyam Kumar Daha,RASLJP,1604
Bihar,HAJIPUR,123,Abhishek Kumar,BSP,1545
Bihar,HAJIPUR,123,Ramesh Kumar Singh,IND,848
Bihar,HAJIPUR,123,Raj Kumar Singh,BHRTLKCHTP,831
Bihar,HAJIPUR,123,Raj Kumar Paswan,AAAP,644
Bihar,HAJIPUR,123,Dheeraj Kumar Roy,YDP,424
Bihar,HAJIPUR,123,Indradeo Roy,SUCI,254
Bihar,LALGANJ,124,Sanjay Kumar Singh,BJP,127650
Bihar,LALGANJ,124,Shivani Shukla,RJD,95483
Bihar,LALGANJ,124,Dhirendra Kumar Mahto,IND,4441
Bihar,LALGANJ,124,Amar Kumar Singh,JNSRJP,4215
Bihar,LALGANJ,124,Nota,NOTA,2174
Bihar,LALGANJ,124,Vidya Prakash,IND,2148
Bihar,LALGANJ,124,Rajendra Prasad Singh,AAAP,1679
Bihar,LALGANJ,124,Abhishek Kumar Singh,IND,970
Bihar,LALGANJ,124,Md. Niyaj Alam,LKSHPLK,611
Bihar,LALGANJ,124,Akhilesh Kumar,IND,461
Bihar,LALGANJ,124,Rajendra Sharma,SUCI,373
Bihar,VAISHALI,125,Siddharth Patel,JD(U),108377
Bihar,VAISHALI,125,Ajay Kumar Kushwaha,RJD,75787
Bihar,VAISHALI,125,Sanjeev Singh,INC,20395
Bihar,VAISHALI,125,Sunil Kumar,JNSRJP,9108
Bihar,VAISHALI,125,Nota,NOTA,4562
Bihar,VAISHALI,125,Brishin Patel,IND,4116
Bihar,VAISHALI,125,Rubi Kumari,IND,3174
Bihar,VAISHALI,125,Ram Nath Ray,SUCI,2823
Bihar,VAISHALI,125,Nisha Raj,BSP,2321
Bihar,VAISHALI,125,Dr. Bipin Chandra,SAP,2084
Bihar,VAISHALI,125,Anand Kumar,IND,1528
Bihar,VAISHALI,125,Ramekbal Singh,RASLJP,1439
Bihar,VAISHALI,125,Raj Kumar,BJKVP,1123
Bihar,VAISHALI,125,Md. Murtaza Hossain Haque,ANC,847
Bihar,MAHUA,126,Sanjay Kumar Singh,LJPRV,87641
Bihar,MAHUA,126,Mukesh Kumar Raushan,RJD,42644
Bihar,MAHUA,126,Tej Pratap Yadav,JNSKJNDL,35703
Bihar,MAHUA,126,Amit Kumar,AIMIM,15783
Bihar,MAHUA,126,Ashma Parveen,IND,7427
Bihar,MAHUA,126,Rimjhim Devi,BSP,6739
Bihar,MAHUA,126,Ram Sagar Sahni,IND,3649
Bihar,MAHUA,126,Nota,NOTA,2717
Bihar,MAHUA,126,Indrajeet Pradhan,JNSRJP,2386
Bihar,MAHUA,126,Raju Mahto,BHRTSP,1372
Bihar,MAHUA,126,Naresh Ray,IND,1110
Bihar,MAHUA,126,Amresh Kumar,IND,1005
Bihar,MAHUA,126,Akhilesh Kumar Thakur,NCP,1000
Bihar,MAHUA,126,Sarita Sah,IND,940
Bihar,MAHUA,126,Jay Narayan Sah,BJKVP,652
Bihar,MAHUA,126,Lalit Kumar Ghosh,SUCI,560
Bihar,RAJA PAKAR (SC),127,Mahendra Ram,JD(U),96258
Bihar,RAJA PAKAR (SC),127,Pratima Kumari,INC,48069
Bihar,RAJA PAKAR (SC),127,Mohit Paswan,CPI,12990
Bihar,RAJA PAKAR (SC),127,Ajay Kumar Paswan,IND,5748
Bihar,RAJA PAKAR (SC),127,Mukesh Kumar,JNSRJP,4701
Bihar,RAJA PAKAR (SC),127,Kavita Kumari,IND,3477
Bihar,RAJA PAKAR (SC),127,Pankaj Kumar,ASPKR,2989
Bihar,RAJA PAKAR (SC),127,Nota,NOTA,2137
Bihar,RAJA PAKAR (SC),127,Shivnath Kumar Paswan,RASLJP,1983
Bihar,RAJA PAKAR (SC),127,Krishna Mohan Paswan,BSP,1404
Bihar,RAJA PAKAR (SC),127,Sanjeev Chowdhary,TPLRSP,1365
Bihar,RAJA PAKAR (SC),127,Umesh Ram,SUCI,1151
Bihar,RAJA PAKAR (SC),127,Ashok Paswan,SAAFP,890
Bihar,RAJA PAKAR (SC),127,Dharmendra Kumar,JNTRAAWJP,474
Bihar,RAJA PAKAR (SC),127,Chandan Kumar,AIFB,382
Bihar,RAGHOPUR,128,Tejashwi Prasad Yadav,RJD,118597
Bihar,RAGHOPUR,128,Satish Kumar,BJP,104065
Bihar,RAGHOPUR,128,Nota,NOTA,4033
Bihar,RAGHOPUR,128,Baliram Singh,IND,3086
Bihar,RAGHOPUR,128,Chanchal Kumar,JNSRJP,2399
Bihar,RAGHOPUR,128,Raju Kumar,AAAP,1322
Bihar,RAGHOPUR,128,Baidyanath Kumar Sah,IND,1039
Bihar,RAGHOPUR,128,Anil Singh,NCP,983
Bihar,RAGHOPUR,128,Shilam Jha,AHFBK,794
Bihar,RAGHOPUR,128,Prem Kumar,JNSKJNDL,709
Bihar,RAGHOPUR,128,Umesh Mahto,RJBP,454
Bihar,RAGHOPUR,128,Mohammad Rizwanul Azam,JDR,408
Bihar,RAGHOPUR,128,Ram Babu Roy,JNTRAAWJP,360
Bihar,RAGHOPUR,128,Kavita Kumari,BRJSTP,199
Bihar,MAHNAR,129,Umesh Singh Kushwaha,JD(U),98050
Bihar,MAHNAR,129,Ravindra Kumar Singh,RJD,59492
Bihar,MAHNAR,129,Sanjay Kumar Ray,IND,14153
Bihar,MAHNAR,129,Vipin Kumar,IND,7657
Bihar,MAHNAR,129,Dr. Rajesh Kumar,JNSRJP,4512
Bihar,MAHNAR,129,Achutanand,RASLJP,2554
Bihar,MAHNAR,129,Subodh Singh,IND,2029
Bihar,MAHNAR,129,Ramesh Sahni,IND,1974
Bihar,MAHNAR,129,Mithilesh Kumar Singh,IND,1826
Bihar,MAHNAR,129,Shiveshwar Kumar,IND,1729
Bihar,MAHNAR,129,Om Prabha Kumari,BSP,1693
Bihar,MAHNAR,129,Vipin Kumar,AAAP,1407
Bihar,MAHNAR,129,Nota,NOTA,1321
Bihar,MAHNAR,129,Jai Singh,JNSKJNDL,849
Bihar,MAHNAR,129,Chandan Kumar,IND,743
Bihar,MAHNAR,129,Mithilesh Kumar Singh Sathi,SAAFP,611
Bihar,MAHNAR,129,Raviranjan Kumar Singh,VIPty,433
Bihar,MAHNAR,129,Kiran Yadav,IND,406
Bihar,MAHNAR,129,Yoganand Kumar Singh Kusvaha,ANC,348
Bihar,PATEPUR (SC),130,Lakhendra Kumar Raushan,BJP,108356
Bihar,PATEPUR (SC),130,Prema Chaudhary,RJD,85976
Bihar,PATEPUR (SC),130,Dasai Chaudhary,JNSRJP,4181
Bihar,PATEPUR (SC),130,Sanjay Paswan,IND,3423
Bihar,PATEPUR (SC),130,Nota,NOTA,2598
Bihar,PATEPUR (SC),130,Mira Devi,BSP,1596
Bihar,PATEPUR (SC),130,Sunaina Devi,IND,1260
Bihar,PATEPUR (SC),130,Faguni Manjhi,IND,846
Bihar,PATEPUR (SC),130,Rina Kumari,JNSKJNDL,559
Bihar,PATEPUR (SC),130,Anil Paswan,IND,380
Bihar,PATEPUR (SC),130,Awanish,IND,365
Bihar,KALYANPUR (SC),131,Maheshwar Hazari,JD(U),118162
Bihar,KALYANPUR (SC),131,Ranjeet Kumar Ram,CPI(ML)(L),79576
Bihar,KALYANPUR (SC),131,Ram Balak Paswan,JNSRJP,16574
Bihar,KALYANPUR (SC),131,Nota,NOTA,8634
Bihar,KALYANPUR (SC),131,Rajeev Kumar,IND,5631
Bihar,KALYANPUR (SC),131,Ratneshwar Ram,BSP,3805
Bihar,KALYANPUR (SC),131,Mantesh Kumar,IND,3193
Bihar,KALYANPUR (SC),131,Madhu Krishnaji Ram,SUCI,2497
Bihar,KALYANPUR (SC),131,Om Prakash,IND,1603
Bihar,WARISNAGAR,132,Manjarik Mrinal,JD(U),108968
Bihar,WARISNAGAR,132,Phoolbabu Singh,CPI(ML)(L),74532
Bihar,WARISNAGAR,132,Satya Narayan Sahani,JNSRJP,13081
Bihar,WARISNAGAR,132,Abhinav Raj,IND,7255
Bihar,WARISNAGAR,132,Nota,NOTA,5605
Bihar,WARISNAGAR,132,Zahid Iqbal,IND,5430
Bihar,WARISNAGAR,132,Govind Kumar,RASLJP,4178
Bihar,WARISNAGAR,132,Upendra Prasad Roy,AAAP,3591
Bihar,WARISNAGAR,132,Chandan Kumar,HNDUAWMMNC,3130
Bihar,WARISNAGAR,132,Dr. Mahesh Prasad,IND,2710
Bihar,WARISNAGAR,132,Dilip Roy,IND,2568
Bihar,WARISNAGAR,132,Kanchan Kumari Bharti,BSP,1547
Bihar,WARISNAGAR,132,Shakti Kumar Sahani,RTORP,1299
Bihar,WARISNAGAR,132,Ram Kumar,RJBP,889
Bihar,SAMASTIPUR,133,Ashwamedh Devi,JD(U),95728
Bihar,SAMASTIPUR,133,Akhtarul Islam Shahin,RJD,81853
Bihar,SAMASTIPUR,133,Chetna Jhamb,IND,6193
Bihar,SAMASTIPUR,133,Manoj Kumar Singh,JNSRJP,4938
Bihar,SAMASTIPUR,133,Nota,NOTA,4527
Bihar,SAMASTIPUR,133,Rajan Kumar,AAAP,1715
Bihar,SAMASTIPUR,133,Shivam Kumar Raj,TPLRSP,939
