ST_CODE,ST_NAME,PC_NO,PC_NAME,AC_NO,AC_NAME,CANDIDATE,PARTY,VOTES
S13,Maharashtra,4,Raver,11,Raver,DNYANESHWAR AMALE-PATIL,AIFB,197
S13,Maharashtra,4,Raver,11,Raver,DR. ULHAS VASUDEO PATIL,IND,7460
S13,Maharashtra,4,Raver,11,Raver,GAIKWAD BHAGWAN MADHAV,PRCP,258
S13,Maharashtra,4,Raver,11,Raver,GOVINDA NARAYAN GUNJAL,IND,604
S13,Maharashtra,4,Raver,11,Raver,J.G.SURWADE,IND,326
S13,Maharashtra,4,Raver,11,Raver,KADRI SANIYA SAIYED ALI,IND,751
S13,Maharashtra,4,Raver,11,Raver,KHADASE RAKSHA NIKHIL,BJP,101700
S13,Maharashtra,4,Raver,11,Raver,KHATIK MOHAMMAD HAROON,SP,835
S13,Maharashtra,4,Raver,11,Raver,MANISHDADA JAIN,NCP,54760
S13,Maharashtra,4,Raver,11,Raver,MANISHDADA SATISH JAIN,IND,2873
S13,Maharashtra,4,Raver,11,Raver,MANYAR SHE. SAJID SHE. KADAR,MNDP,413
S13,Maharashtra,4,Raver,11,Raver,MOHAN SHAMRAO CHAVHAN (MANOJSIR VARDIKAR),IND,1427
S13,Maharashtra,4,Raver,11,Raver,RAJEEV SATYENDRA SHARMA,AAAP,479
S13,Maharashtra,4,Raver,11,Raver,SHAIKH MO. ASGAR SAKHAWAT,RPI,154
S13,Maharashtra,4,Raver,11,Raver,SHAIKH SHAHERA BI. JAINODDIN SHAIKH,IND,259
S13,Maharashtra,4,Raver,11,Raver,SHAIKH SHAKIR,IND,851
S13,Maharashtra,4,Raver,11,Raver,SONAWANE VANDANA SHIVAJI,IND,170
S13,Maharashtra,4,Raver,11,Raver,SURESH HIRAMAN INGALE,IND,259
S13,Maharashtra,4,Raver,11,Raver,WAMANRAO MADHAV SASANE,BMUP,203
S13,Maharashtra,4,Raver,11,Raver,ZAGADYA PURMYA PAWARA,IND,640
S13,Maharashtra,4,Raver,12,Bhusawal,ASHOK TRYAMBAK INGALE,IND,131
S13,Maharashtra,4,Raver,12,Bhusawal,BHANDE DASHRATH MOTIRAM,BSP,5309
S13,Maharashtra,4,Raver,12,Bhusawal,D.D.WANI (PHOTOGRAPHER) (DNYANESHWAR DIVAKAR WANI),IND,320
S13,Maharashtra,4,Raver,12,Bhusawal,DNYANESHWAR AMALE-PATIL,AIFB,190
S13,Maharashtra,4,Raver,12,Bhusawal,DR. ULHAS VASUDEO PATIL,IND,3935
S13,Maharashtra,4,Raver,12,Bhusawal,GAIKWAD BHAGWAN MADHAV,PRCP,136
S13,Maharashtra,4,Raver,12,Bhusawal,GOVINDA NARAYAN GUNJAL,IND,212
S13,Maharashtra,4,Raver,12,Bhusawal,J.G.SURWADE,IND,183
S13,Maharashtra,4,Raver,12,Bhusawal,KADRI SANIYA SAIYED ALI,IND,354
S13,Maharashtra,4,Raver,12,Bhusawal,KHADASE RAKSHA NIKHIL,BJP,92716
S13,Maharashtra,4,Raver,12,Bhusawal,KHATIK MOHAMMAD HAROON,SP,480
S13,Maharashtra,4,Raver,12,Bhusawal,MANISHDADA JAIN,NCP,37008
S13,Maharashtra,4,Raver,12,Bhusawal,MANISHDADA SATISH JAIN,IND,1250
S13,Maharashtra,4,Raver,12,Bhusawal,MANYAR SHE. SAJID SHE. KADAR,MNDP,189
S13,Maharashtra,4,Raver,12,Bhusawal,MOHAN SHAMRAO CHAVHAN (MANOJSIR VARDIKAR),IND,761
S13,Maharashtra,4,Raver,12,Bhusawal,RAJEEV SATYENDRA SHARMA,AAAP,1333
S13,Maharashtra,4,Raver,12,Bhusawal,SHAIKH MO. ASGAR SAKHAWAT,RPI,135
S13,Maharashtra,4,Raver,12,Bhusawal,SHAIKH SHAHERA BI. JAINODDIN SHAIKH,IND,127
S13,Maharashtra,4,Raver,12,Bhusawal,SHAIKH SHAKIR,IND,321
S13,Maharashtra,4,Raver,12,Bhusawal,SONAWANE VANDANA SHIVAJI,IND,122
S13,Maharashtra,4,Raver,12,Bhusawal,SURESH HIRAMAN INGALE,IND,108
S13,Maharashtra,4,Raver,12,Bhusawal,WAMANRAO MADHAV SASANE,BMUP,462
S13,Maharashtra,4,Raver,12,Bhusawal,ZAGADYA PURMYA PAWARA,IND,415
S13,Maharashtra,4,Raver,19,Jamner,ASHOK TRYAMBAK INGALE,IND,181
S13,Maharashtra,4,Raver,19,Jamner,BHANDE DASHRATH MOTIRAM,BSP,2759
S13,Maharashtra,4,Raver,19,Jamner,D.D.WANI (PHOTOGRAPHER) (DNYANESHWAR DIVAKAR WANI),IND,637
S13,Maharashtra,4,Raver,19,Jamner,DNYANESHWAR AMALE-PATIL,AIFB,233
S13,Maharashtra,4,Raver,19,Jamner,DR. ULHAS VASUDEO PATIL,IND,2260
S13,Maharashtra,4,Raver,19,Jamner,GAIKWAD BHAGWAN MADHAV,PRCP,225
S13,Maharashtra,4,Raver,19,Jamner,GOVINDA NARAYAN GUNJAL,IND,564
S13,Maharashtra,4,Raver,19,Jamner,J.G.SURWADE,IND,335
S13,Maharashtra,4,Raver,19,Jamner,KADRI SANIYA SAIYED ALI,IND,425
S13,Maharashtra,4,Raver,19,Jamner,KHADASE RAKSHA NIKHIL,BJP,98785
S13,Maharashtra,4,Raver,19,Jamner,KHATIK MOHAMMAD HAROON,SP,1030
S13,Maharashtra,4,Raver,19,Jamner,MANISHDADA JAIN,NCP,59072
S13,Maharashtra,4,Raver,19,Jamner,MANISHDADA SATISH JAIN,IND,2987
S13,Maharashtra,4,Raver,19,Jamner,MANYAR SHE. SAJID SHE. KADAR,MNDP,234
S13,Maharashtra,4,Raver,19,Jamner,MOHAN SHAMRAO CHAVHAN (MANOJSIR VARDIKAR),IND,1468
S13,Maharashtra,4,Raver,19,Jamner,RAJEEV SATYENDRA SHARMA,AAAP,485
S13,Maharashtra,4,Raver,19,Jamner,SHAIKH MO. ASGAR SAKHAWAT,RPI,138
S13,Maharashtra,4,Raver,19,Jamner,SHAIKH SHAHERA BI. JAINODDIN SHAIKH,IND,308
S13,Maharashtra,4,Raver,19,Jamner,SHAIKH SHAKIR,IND,813
S13,Maharashtra,4,Raver,19,Jamner,SONAWANE VANDANA SHIVAJI,IND,191
S13,Maharashtra,4,Raver,19,Jamner,SURESH HIRAMAN INGALE,IND,227
S13,Maharashtra,4,Raver,19,Jamner,WAMANRAO MADHAV SASANE,BMUP,433
S13,Maharashtra,4,Raver,19,Jamner,ZAGADYA PURMYA PAWARA,IND,680
S13,Maharashtra,4,Raver,20,Muktainagar,ASHOK TRYAMBAK INGALE,IND,220
S13,Maharashtra,4,Raver,20,Muktainagar,BHANDE DASHRATH MOTIRAM,BSP,4786
S13,Maharashtra,4,Raver,20,Muktainagar,D.D.WANI (PHOTOGRAPHER) (DNYANESHWAR DIVAKAR WANI),IND,590
S13,Maharashtra,4,Raver,20,Muktainagar,DNYANESHWAR AMALE-PATIL,AIFB,197
S13,Maharashtra,4,Raver,20,Muktainagar,DR. ULHAS VASUDEO PATIL,IND,3356
S13,Maharashtra,4,Raver,20,Muktainagar,GAIKWAD BHAGWAN MADHAV,PRCP,171
S13,Maharashtra,4,Raver,20,Muktainagar,GOVINDA NARAYAN GUNJAL,IND,509
S13,Maharashtra,4,Raver,20,Muktainagar,J.G.SURWADE,IND,240
S13,Maharashtra,4,Raver,20,Muktainagar,KADRI SANIYA SAIYED ALI,IND,425
S13,Maharashtra,4,Raver,20,Muktainagar,KHADASE RAKSHA NIKHIL,BJP,99737
S13,Maharashtra,4,Raver,20,Muktainagar,KHATIK MOHAMMAD HAROON,SP,599
S13,Maharashtra,4,Raver,20,Muktainagar,MANISHDADA JAIN,NCP,56074
S13,Maharashtra,4,Raver,20,Muktainagar,MANISHDADA SATISH JAIN,IND,2463
S13,Maharashtra,4,Raver,20,Muktainagar,MANYAR SHE. SAJID SHE. KADAR,MNDP,223
S13,Maharashtra,4,Raver,20,Muktainagar,MOHAN SHAMRAO CHAVHAN (MANOJSIR VARDIKAR),IND,1662
S13,Maharashtra,4,Raver,20,Muktainagar,RAJEEV SATYENDRA SHARMA,AAAP,327
S13,Maharashtra,4,Raver,20,Muktainagar,SHAIKH MO. ASGAR SAKHAWAT,RPI,154
S13,Maharashtra,4,Raver,20,Muktainagar,SHAIKH SHAHERA BI. JAINODDIN SHAIKH,IND,241
S13,Maharashtra,4,Raver,20,Muktainagar,SHAIKH SHAKIR,IND,815
S13,Maharashtra,4,Raver,20,Muktainagar,SONAWANE VANDANA SHIVAJI,IND,162
S13,Maharashtra,4,Raver,20,Muktainagar,SURESH HIRAMAN INGALE,IND,232
S13,Maharashtra,4,Raver,20,Muktainagar,WAMANRAO MADHAV SASANE,BMUP,216
S13,Maharashtra,4,Raver,20,Muktainagar,ZAGADYA PURMYA PAWARA,IND,537
S13,Maharashtra,4,Raver,21,Malkapur,ASHOK TRYAMBAK INGALE,IND,167
S13,Maharashtra,4,Raver,21,Malkapur,BHANDE DASHRATH MOTIRAM,BSP,9048
S13,Maharashtra,4,Raver,21,Malkapur,D.D.WANI (PHOTOGRAPHER) (DNYANESHWAR DIVAKAR WANI),IND,432
S13,Maharashtra,4,Raver,21,Malkapur,DNYANESHWAR AMALE-PATIL,AIFB,218
S13,Maharashtra,4,Raver,21,Malkapur,DR. ULHAS VASUDEO PATIL,IND,2413
S13,Maharashtra,4,Raver,21,Malkapur,GAIKWAD BHAGWAN MADHAV,PRCP,223
S13,Maharashtra,4,Raver,21,Malkapur,GOVINDA NARAYAN GUNJAL,IND,463
S13,Maharashtra,4,Raver,21,Malkapur,J.G.SURWADE,IND,201
S13,Maharashtra,4,Raver,21,Malkapur,KADRI SANIYA SAIYED ALI,IND,336
S13,Maharashtra,4,Raver,21,Malkapur,KHADASE RAKSHA NIKHIL,BJP,94189
S13,Maharashtra,4,Raver,21,Malkapur,KHATIK MOHAMMAD HAROON,SP,636
S13,Maharashtra,4,Raver,21,Malkapur,MANISHDADA JAIN,NCP,40043
S13,Maharashtra,4,Raver,21,Malkapur,MANISHDADA SATISH JAIN,IND,2034
S13,Maharashtra,4,Raver,21,Malkapur,MANYAR SHE. SAJID SHE. KADAR,MNDP,270
S13,Maharashtra,4,Raver,21,Malkapur,MOHAN SHAMRAO CHAVHAN (MANOJSIR VARDIKAR),IND,1316
S13,Maharashtra,4,Raver,21,Malkapur,RAJEEV SATYENDRA SHARMA,AAAP,371
S13,Maharashtra,4,Raver,21,Malkapur,SHAIKH MO. ASGAR SAKHAWAT,RPI,95
S13,Maharashtra,4,Raver,21,Malkapur,SHAIKH SHAHERA BI. JAINODDIN SHAIKH,IND,148
S13,Maharashtra,4,Raver,21,Malkapur,SHAIKH SHAKIR,IND,519
S13,Maharashtra,4,Raver,21,Malkapur,SONAWANE VANDANA SHIVAJI,IND,116
S13,Maharashtra,4,Raver,21,Malkapur,SURESH HIRAMAN INGALE,IND,172
S13,Maharashtra,4,Raver,21,Malkapur,WAMANRAO MADHAV SASANE,BMUP,172
S13,Maharashtra,4,Raver,21,Malkapur,ZAGADYA PURMYA PAWARA,IND,456
S13,Maharashtra,5,Buldhana,22,Buldhana,ABDUL  HAFEEZ ABDUL AZIZ,BSP,4247
S13,Maharashtra,5,Buldhana,22,Buldhana,ADV. RAVINDRA DNYANDEO BHOJANE,APoI,264
S13,Maharashtra,5,Buldhana,22,Buldhana,BALASAHEB SHANKAR DARADE,IND,2997
S13,Maharashtra,5,Buldhana,22,Buldhana,CHINCHOLE GANGARAM KALUJI,IND,296
S13,Maharashtra,5,Buldhana,22,Buldhana,COMMANDER (RTD) ASHOK  RAUT,IND,406
S13,Maharashtra,5,Buldhana,22,Buldhana,INGLE KRUSHANARAO GANPATRAO,NCP,52552
S13,Maharashtra,5,Buldhana,22,Buldhana,JADHAV PRATAPRAO GANPATRAO,SHS,74205
S13,Maharashtra,5,Buldhana,22,Buldhana,KRUSHNARAO INGLE,IND,410
S13,Maharashtra,5,Buldhana,22,Buldhana,NAMDEO PUNDLIK DONGARDIVE,IND,785
S13,Maharashtra,5,Buldhana,22,Buldhana,PARMESHWAR HIRAMAN GAWAI,ARP,1218
S13,Maharashtra,5,Buldhana,22,Buldhana,RAVINDRASING RAMSING PAWAR,LB,379
S13,Maharashtra,5,Buldhana,22,Buldhana,SAMBARE DINKAR TUKARAM,IND,285
S13,Maharashtra,5,Buldhana,22,Buldhana,SANDESH ASHOK AMBEDKAR,BMUP,1178
S13,Maharashtra,5,Buldhana,22,Buldhana,SANJAY MAHADEV WANKHADE,IND,631
S13,Maharashtra,5,Buldhana,22,Buldhana,SMT. PRABHATAI MADHUKAR PARLEWAR,NRSN,264
S13,Maharashtra,5,Buldhana,22,Buldhana,SUDHIR BABAN SURVE,AAAP,521
S13,Maharashtra,5,Buldhana,22,Buldhana,VASANTRAO SUKHDEV DANDAGE,SP,430
S13,Maharashtra,5,Buldhana,23,Chikhli,ABDUL  HAFEEZ ABDUL AZIZ,BSP,5704
S13,Maharashtra,5,Buldhana,23,Chikhli,ADV. RAVINDRA DNYANDEO BHOJANE,APoI,335
S13,Maharashtra,5,Buldhana,23,Chikhli,BALASAHEB SHANKAR DARADE,IND,2848
S13,Maharashtra,5,Buldhana,23,Chikhli,CHINCHOLE GANGARAM KALUJI,IND,345
S13,Maharashtra,5,Buldhana,23,Chikhli,COMMANDER (RTD) ASHOK  RAUT,IND,423
S13,Maharashtra,5,Buldhana,23,Chikhli,INGLE KRUSHANARAO GANPATRAO,NCP,54664
S13,Maharashtra,5,Buldhana,23,Chikhli,JADHAV PRATAPRAO GANPATRAO,SHS,85045
S13,Maharashtra,5,Buldhana,23,Chikhli,KRUSHNARAO INGLE,IND,303
S13,Maharashtra,5,Buldhana,23,Chikhli,NAMDEO PUNDLIK DONGARDIVE,IND,1033
S13,Maharashtra,5,Buldhana,23,Chikhli,PARMESHWAR HIRAMAN GAWAI,ARP,1168
S13,Maharashtra,5,Buldhana,23,Chikhli,RAVINDRASING RAMSING PAWAR,LB,191
S13,Maharashtra,5,Buldhana,23,Chikhli,SAMBARE DINKAR TUKARAM,IND,338
S13,Maharashtra,5,Buldhana,23,Chikhli,SANDESH ASHOK AMBEDKAR,BMUP,843
S13,Maharashtra,5,Buldhana,23,Chikhli,SANJAY MAHADEV WANKHADE,IND,742
S13,Maharashtra,5,Buldhana,23,Chikhli,SMT. PRABHATAI MADHUKAR PARLEWAR,NRSN,325
S13,Maharashtra,5,Buldhana,23,Chikhli,SUDHIR BABAN SURVE,AAAP,466
S13,Maharashtra,5,Buldhana,23,Chikhli,VASANTRAO SUKHDEV DANDAGE,SP,410
S13,Maharashtra,5,Buldhana,24,Sindkhed Raja,ABDUL  HAFEEZ ABDUL AZIZ,BSP,10681
S13,Maharashtra,5,Buldhana,24,Sindkhed Raja,ADV. RAVINDRA DNYANDEO BHOJANE,APoI,350
S13,Maharashtra,5,Buldhana,24,Sindkhed Raja,BALASAHEB SHANKAR DARADE,IND,7217
S13,Maharashtra,5,Buldhana,24,Sindkhed Raja,CHINCHOLE GANGARAM KALUJI,IND,311
S13,Maharashtra,5,Buldhana,24,Sindkhed Raja,COMMANDER (RTD) ASHOK  RAUT,IND,413
S13,Maharashtra,5,Buldhana,24,Sindkhed Raja,INGLE KRUSHANARAO GANPATRAO,NCP,56511
S13,Maharashtra,5,Buldhana,24,Sindkhed Raja,JADHAV PRATAPRAO GANPATRAO,SHS,86435
S13,Maharashtra,5,Buldhana,24,Sindkhed Raja,KRUSHNARAO INGLE,IND,250
S13,Maharashtra,5,Buldhana,24,Sindkhed Raja,NAMDEO PUNDLIK DONGARDIVE,IND,1146
S13,Maharashtra,5,Buldhana,24,Sindkhed Raja,PARMESHWAR HIRAMAN GAWAI,ARP,1242
S13,Maharashtra,5,Buldhana,24,Sindkhed Raja,RAVINDRASING RAMSING PAWAR,LB,172
S13,Maharashtra,5,Buldhana,24,Sindkhed Raja,SAMBARE DINKAR TUKARAM,IND,433
S13,Maharashtra,5,Buldhana,24,Sindkhed Raja,SANDESH ASHOK AMBEDKAR,BMUP,824
S13,Maharashtra,5,Buldhana,24,Sindkhed Raja,SANJAY MAHADEV WANKHADE,IND,806
S13,Maharashtra,5,Buldhana,24,Sindkhed Raja,SMT. PRABHATAI MADHUKAR PARLEWAR,NRSN,343
S13,Maharashtra,5,Buldhana,24,Sindkhed Raja,SUDHIR BABAN SURVE,AAAP,413
S13,Maharashtra,5,Buldhana,24,Sindkhed Raja,VASANTRAO SUKHDEV DANDAGE,SP,408
S13,Maharashtra,5,Buldhana,25,Mehkar,ABDUL  HAFEEZ ABDUL AZIZ,BSP,1976
S13,Maharashtra,5,Buldhana,25,Mehkar,ADV. RAVINDRA DNYANDEO BHOJANE,APoI,243
S13,Maharashtra,5,Buldhana,25,Mehkar,BALASAHEB SHANKAR DARADE,IND,12279
S13,Maharashtra,5,Buldhana,25,Mehkar,CHINCHOLE GANGARAM KALUJI,IND,285
S13,Maharashtra,5,Buldhana,25,Mehkar,COMMANDER (RTD) ASHOK  RAUT,IND,273
S13,Maharashtra,5,Buldhana,25,Mehkar,INGLE KRUSHANARAO GANPATRAO,NCP,62999
S13,Maharashtra,5,Buldhana,25,Mehkar,JADHAV PRATAPRAO GANPATRAO,SHS,87697
S13,Maharashtra,5,Buldhana,25,Mehkar,KRUSHNARAO INGLE,IND,227
S13,Maharashtra,5,Buldhana,25,Mehkar,NAMDEO PUNDLIK DONGARDIVE,IND,1293
S13,Maharashtra,5,Buldhana,25,Mehkar,PARMESHWAR HIRAMAN GAWAI,ARP,1223
S13,Maharashtra,5,Buldhana,25,Mehkar,RAVINDRASING RAMSING PAWAR,LB,170
S13,Maharashtra,5,Buldhana,25,Mehkar,SAMBARE DINKAR TUKARAM,IND,285
S13,Maharashtra,5,Buldhana,25,Mehkar,SANDESH ASHOK AMBEDKAR,BMUP,1100
S13,Maharashtra,5,Buldhana,25,Mehkar,SANJAY MAHADEV WANKHADE,IND,653
S13,Maharashtra,5,Buldhana,25,Mehkar,SMT. PRABHATAI MADHUKAR PARLEWAR,NRSN,212
S13,Maharashtra,5,Buldhana,25,Mehkar,SUDHIR BABAN SURVE,AAAP,457
S13,Maharashtra,5,Buldhana,25,Mehkar,VASANTRAO SUKHDEV DANDAGE,SP,297
S13,Maharashtra,5,Buldhana,26,Khamgaon,ABDUL  HAFEEZ ABDUL AZIZ,BSP,7145
S13,Maharashtra,5,Buldhana,26,Khamgaon,ADV. RAVINDRA DNYANDEO BHOJANE,APoI,914
S13,Maharashtra,5,Buldhana,26,Khamgaon,BALASAHEB SHANKAR DARADE,IND,1690
S13,Maharashtra,5,Buldhana,26,Khamgaon,CHINCHOLE GANGARAM KALUJI,IND,321
S13,Maharashtra,5,Buldhana,26,Khamgaon,COMMANDER (RTD) ASHOK  RAUT,IND,244
S13,Maharashtra,5,Buldhana,26,Khamgaon,INGLE KRUSHANARAO GANPATRAO,NCP,61133
S13,Maharashtra,5,Buldhana,26,Khamgaon,JADHAV PRATAPRAO GANPATRAO,SHS,88036
S13,Maharashtra,5,Buldhana,26,Khamgaon,KRUSHNARAO INGLE,IND,271
S13,Maharashtra,5,Buldhana,26,Khamgaon,NAMDEO PUNDLIK DONGARDIVE,IND,1275
S13,Maharashtra,5,Buldhana,26,Khamgaon,PARMESHWAR HIRAMAN GAWAI,ARP,1016
S13,Maharashtra,5,Buldhana,26,Khamgaon,RAVINDRASING RAMSING PAWAR,LB,192
S13,Maharashtra,5,Buldhana,26,Khamgaon,SAMBARE DINKAR TUKARAM,IND,374
S13,Maharashtra,5,Buldhana,26,Khamgaon,SANDESH ASHOK AMBEDKAR,BMUP,2020
S13,Maharashtra,5,Buldhana,26,Khamgaon,SANJAY MAHADEV WANKHADE,IND,768
S13,Maharashtra,5,Buldhana,26,Khamgaon,SMT. PRABHATAI MADHUKAR PARLEWAR,NRSN,294
S13,Maharashtra,5,Buldhana,26,Khamgaon,SUDHIR BABAN SURVE,AAAP,802
S13,Maharashtra,5,Buldhana,26,Khamgaon,VASANTRAO SUKHDEV DANDAGE,SP,518
S13,Maharashtra,5,Buldhana,27,Jalgaon (Jamod),ABDUL  HAFEEZ ABDUL AZIZ,BSP,4024
S13,Maharashtra,5,Buldhana,27,Jalgaon (Jamod),ADV. RAVINDRA DNYANDEO BHOJANE,APoI,342
S13,Maharashtra,5,Buldhana,27,Jalgaon (Jamod),BALASAHEB SHANKAR DARADE,IND,2752
S13,Maharashtra,5,Buldhana,27,Jalgaon (Jamod),CHINCHOLE GANGARAM KALUJI,IND,359
S13,Maharashtra,5,Buldhana,27,Jalgaon (Jamod),COMMANDER (RTD) ASHOK  RAUT,IND,318
S13,Maharashtra,5,Buldhana,27,Jalgaon (Jamod),INGLE KRUSHANARAO GANPATRAO,NCP,61675
S13,Maharashtra,5,Buldhana,27,Jalgaon (Jamod),JADHAV PRATAPRAO GANPATRAO,SHS,87554
S13,Maharashtra,5,Buldhana,27,Jalgaon (Jamod),KRUSHNARAO INGLE,IND,324
S13,Maharashtra,5,Buldhana,27,Jalgaon (Jamod),NAMDEO PUNDLIK DONGARDIVE,IND,1427
S13,Maharashtra,5,Buldhana,27,Jalgaon (Jamod),PARMESHWAR HIRAMAN GAWAI,ARP,1116
S13,Maharashtra,5,Buldhana,27,Jalgaon (Jamod),RAVINDRASING RAMSING PAWAR,LB,161
S13,Maharashtra,5,Buldhana,27,Jalgaon (Jamod),SAMBARE DINKAR TUKARAM,IND,291
S13,Maharashtra,5,Buldhana,27,Jalgaon (Jamod),SANDESH ASHOK AMBEDKAR,BMUP,1958
S13,Maharashtra,5,Buldhana,27,Jalgaon (Jamod),SANJAY MAHADEV WANKHADE,IND,919
S13,Maharashtra,5,Buldhana,27,Jalgaon (Jamod),SMT. PRABHATAI MADHUKAR PARLEWAR,NRSN,287
S13,Maharashtra,5,Buldhana,27,Jalgaon (Jamod),SUDHIR BABAN SURVE,AAAP,764
S13,Maharashtra,5,Buldhana,27,Jalgaon (Jamod),VASANTRAO SUKHDEV DANDAGE,SP,687
S13,Maharashtra,6,Akola,28,Akot,AJAY PANJABRAO HINGANKAR,AAAP,1258
S13,Maharashtra,6,Akola,28,Akot,AMBEDKAR PRAKASH YASHWANT,BBM,36159
S13,Maharashtra,6,Akola,28,Akot,BHAI B.C. KAMBLE,BSP,1131
S13,Maharashtra,6,Akola,28,Akot,DHOTRE SANJAY SHAMRAO,BJP,77984
S13,Maharashtra,6,Akola,28,Akot,PATEL HIDAYAT ULLA BARKAT ULLA,INC,45560
S13,Maharashtra,6,Akola,28,Akot,SANDIP KISANRAO WANKHEDE,IND,701
S13,Maharashtra,6,Akola,28,Akot,SHAIKH HAMEED IMAM,BMUP,693
S13,Maharashtra,6,Akola,29,Balapur,AJAY PANJABRAO HINGANKAR,AAAP,1203
S13,Maharashtra,6,Akola,29,Balapur,AMBEDKAR PRAKASH YASHWANT,BBM,54497
S13,Maharashtra,6,Akola,29,Balapur,BHAI B.C. KAMBLE,BSP,1106
S13,Maharashtra,6,Akola,29,Balapur,DHOTRE SANJAY SHAMRAO,BJP,63587
S13,Maharashtra,6,Akola,29,Balapur,PATEL HIDAYAT ULLA BARKAT ULLA,INC,43214
S13,Maharashtra,6,Akola,29,Balapur,SANDIP KISANRAO WANKHEDE,IND,664
S13,Maharashtra,6,Akola,29,Balapur,SHAIKH HAMEED IMAM,BMUP,973
S13,Maharashtra,6,Akola,30,Akola West,AJAY PANJABRAO HINGANKAR,AAAP,1581
S13,Maharashtra,6,Akola,30,Akola West,AMBEDKAR PRAKASH YASHWANT,BBM,16869
S13,Maharashtra,6,Akola,30,Akola West,BHAI B.C. KAMBLE,BSP,873
S13,Maharashtra,6,Akola,30,Akola West,DHOTRE SANJAY SHAMRAO,BJP,72083
S13,Maharashtra,6,Akola,30,Akola West,PATEL HIDAYAT ULLA BARKAT ULLA,INC,57380
S13,Maharashtra,6,Akola,30,Akola West,SANDIP KISANRAO WANKHEDE,IND,316
S13,Maharashtra,6,Akola,30,Akola West,SHAIKH HAMEED IMAM,BMUP,325
S13,Maharashtra,6,Akola,31,Akola East,AJAY PANJABRAO HINGANKAR,AAAP,1625
S13,Maharashtra,6,Akola,31,Akola East,AMBEDKAR PRAKASH YASHWANT,BBM,52630
S13,Maharashtra,6,Akola,31,Akola East,BHAI B.C. KAMBLE,BSP,1038
S13,Maharashtra,6,Akola,31,Akola East,DHOTRE SANJAY SHAMRAO,BJP,89991
S13,Maharashtra,6,Akola,31,Akola East,PATEL HIDAYAT ULLA BARKAT ULLA,INC,20752
S13,Maharashtra,6,Akola,31,Akola East,SANDIP KISANRAO WANKHEDE,IND,675
S13,Maharashtra,6,Akola,31,Akola East,SHAIKH HAMEED IMAM,BMUP,636
S13,Maharashtra,6,Akola,32,Murtizapur,AJAY PANJABRAO HINGANKAR,AAAP,1164
S13,Maharashtra,6,Akola,32,Murtizapur,AMBEDKAR PRAKASH YASHWANT,BBM,48038
S13,Maharashtra,6,Akola,32,Murtizapur,BHAI B.C. KAMBLE,BSP,1423
S13,Maharashtra,6,Akola,32,Murtizapur,DHOTRE SANJAY SHAMRAO,BJP,73127
S13,Maharashtra,6,Akola,32,Murtizapur,PATEL HIDAYAT ULLA BARKAT ULLA,INC,35244
S13,Maharashtra,6,Akola,32,Murtizapur,SANDIP KISANRAO WANKHEDE,IND,711
S13,Maharashtra,6,Akola,32,Murtizapur,SHAIKH HAMEED IMAM,BMUP,725
S13,Maharashtra,6,Akola,33,Risod,AJAY PANJABRAO HINGANKAR,AAAP,1238
S13,Maharashtra,6,Akola,33,Risod,AMBEDKAR PRAKASH YASHWANT,BBM,30476
S13,Maharashtra,6,Akola,33,Risod,BHAI B.C. KAMBLE,BSP,2284
S13,Maharashtra,6,Akola,33,Risod,DHOTRE SANJAY SHAMRAO,BJP,79224
S13,Maharashtra,6,Akola,33,Risod,PATEL HIDAYAT ULLA BARKAT ULLA,INC,50905
S13,Maharashtra,6,Akola,33,Risod,SANDIP KISANRAO WANKHEDE,IND,689
S13,Maharashtra,6,Akola,33,Risod,SHAIKH HAMEED IMAM,BMUP,637
S13,Maharashtra,7,Amravati,37,Badnera,ADSUL ANANDRAO VITHOBA,SHS,92368
S13,Maharashtra,7,Amravati,37,Badnera,ADV. BANDYA SANE ALIAS BANDU SAMPATRAO SANE,IND,213
S13,Maharashtra,7,Amravati,37,Badnera,ASHATAI ABHYANKAR AMRAVATI,IND,79
S13,Maharashtra,7,Amravati,37,Badnera,ATHAWALEY SANJAY HIRAMANJI,IND,93
S13,Maharashtra,7,Amravati,37,Badnera,BHAVNA BHAVESH WASNIK,AAAP,1492
S13,Maharashtra,7,Amravati,37,Badnera,DONGRE PRIYA ANIL,IND,129
S13,Maharashtra,7,Amravati,37,Badnera,DR.RAJENDRA RAMKRISHNA GAWAI,RPI,4005
S13,Maharashtra,7,Amravati,37,Badnera,GUNWANT SUDAMRAO DEVPARE,BSP,28327
S13,Maharashtra,7,Amravati,37,Badnera,JYOTI GAJANAN MAKODE,APoI,363
S13,Maharashtra,7,Amravati,37,Badnera,JYOTI SANJAY DEWKAR,IND,107
S13,Maharashtra,7,Amravati,37,Badnera,KIRANTAI DADARAO ALIAS KOKUBHAU KOKATE,IND,91
S13,Maharashtra,7,Amravati,37,Badnera,MANOHAR BALIRAM SONONE,IND,270
S13,Maharashtra,7,Amravati,37,Badnera,NAVNEET RAVI RANA,NCP,34447
S13,Maharashtra,7,Amravati,37,Badnera,RAJU MAHADEORAO SONONE,IND,831
S13,Maharashtra,7,Amravati,37,Badnera,RAJU S. MANKAR,IND,966
S13,Maharashtra,7,Amravati,37,Badnera,RAMTEKE RAMESH DEVIDASRAO,RPI(KH),89
