ST_NAME,AC_NAME,AC_NO,CANDIDATE,PARTY,VOTES
Jammu & Kashmir,SRIGUFWARA - BIJBEHARA,45,BASHIR AHMAD SHAH VEERI,JKN,33299
Jammu & Kashmir,SRIGUFWARA - BIJBEHARA,45,SOFI YOUSIF,BJP,3716
Jammu & Kashmir,SRIGUFWARA - BIJBEHARA,45,NOTA,NOTA,1552
Jammu & Kashmir,SUCHETGARH(SC),73,BISHAN DASS,BSP,1094
Jammu & Kashmir,SUCHETGARH(SC),73,BHUSAN LAL,INC,28161
Jammu & Kashmir,SUCHETGARH(SC),73,KARAN SINGH,JKPDP,495
Jammu & Kashmir,SUCHETGARH(SC),73,GHARU RAM,BJP,39302
Jammu & Kashmir,SUCHETGARH(SC),73,AJAIB SINGH,OTH,8265
Jammu & Kashmir,SUCHETGARH(SC),73,USHA DEVI,IND,4210
Jammu & Kashmir,SUCHETGARH(SC),73,DR PREETI KUMARI,IND,644
Jammu & Kashmir,SUCHETGARH(SC),73,SWARN LAL,IND,411
Jammu & Kashmir,SUCHETGARH(SC),73,SHAM LAL,IND,1277
Jammu & Kashmir,SUCHETGARH(SC),73,KULBIR KUMAR,IND,104
Jammu & Kashmir,SUCHETGARH(SC),73,DR HANS RAJ BHARADWAJ,IND,475
Jammu & Kashmir,SUCHETGARH(SC),73,NOTA,NOTA,409
Jammu & Kashmir,SURANKOTE(ST),88,JAVAID IQBAL,JKPDP,1325
Jammu & Kashmir,SURANKOTE(ST),88,MOHD SHAHNAWAZ,INC,25350
Jammu & Kashmir,SURANKOTE(ST),88,MUSHTAQ AHMED SHAH BUKHARI,BJP,23773
Jammu & Kashmir,SURANKOTE(ST),88,JAVAID AHMED,AIFB,376
Jammu & Kashmir,SURANKOTE(ST),88,CHOUDHARY MOHAMMED AKRAM,IND,34201
Jammu & Kashmir,SURANKOTE(ST),88,FAIZ HUSSAIN,IND,299
Jammu & Kashmir,SURANKOTE(ST),88,QAZI MOHD IRSHAD,IND,689
Jammu & Kashmir,SURANKOTE(ST),88,MOHD AKRAM,IND,480
Jammu & Kashmir,SURANKOTE(ST),88,NOTA,NOTA,378
Jammu & Kashmir,THANNAMANDI(ST),87,QAMAR HUSSAIN,JKPDP,21986
Jammu & Kashmir,THANNAMANDI(ST),87,MOHD IQBAL MALIK,BJP,26466
Jammu & Kashmir,THANNAMANDI(ST),87,MOHD SHABIR KHAN,INC,7508
Jammu & Kashmir,THANNAMANDI(ST),87,IRFAN ANJUM,OTH,666
Jammu & Kashmir,THANNAMANDI(ST),87,ASTKHAR ALI AHMED,IND,1015
Jammu & Kashmir,THANNAMANDI(ST),87,MUZAFFAR IQBAL KHAN,IND,32645
Jammu & Kashmir,THANNAMANDI(ST),87,NOTA,NOTA,1094
Jammu & Kashmir,TRAL,33,RAFIQ AHMAD NAIK,JKPDP,10710
Jammu & Kashmir,TRAL,33,SURINDER SINGH,INC,10250
Jammu & Kashmir,TRAL,33,ABDUL RASHID GOJAR,OTH,709
Jammu & Kashmir,TRAL,33,PUSHVINDER SINGH,IND,766
Jammu & Kashmir,TRAL,33,ZAHID IQBAL,IND,444
Jammu & Kashmir,TRAL,33,TAHIR MANSOOR ZARGAR,IND,258
Jammu & Kashmir,TRAL,33,ABDUL RASHID GOJJER,IND,461
Jammu & Kashmir,TRAL,33,GHULAM NABI BHAT,IND,9778
Jammu & Kashmir,TRAL,33,HARBAKSH SINGH SASSAN,IND,8557
Jammu & Kashmir,TRAL,33,NOTA,NOTA,1445
Jammu & Kashmir,TREHGAM,2,SAIFULLAH MIR,JKN,18002
Jammu & Kashmir,TREHGAM,2,MOHAMMAD AFZAL WANI,JKPDP,3495
Jammu & Kashmir,TREHGAM,2,BASHIR AHMAD DAR,JPC,14376
Jammu & Kashmir,TREHGAM,2,SAJAD KHAN,SP,462
Jammu & Kashmir,TREHGAM,2,DR NOOR UD DIN AHMAD SHAH,OTH,3828
Jammu & Kashmir,TREHGAM,2,JAVID AHMAD MIR,IND,2386
Jammu & Kashmir,TREHGAM,2,SHAFEEQA BEGUM,IND,329
Jammu & Kashmir,TREHGAM,2,SHAIR ZAMAN DEEDAD,IND,205
Jammu & Kashmir,TREHGAM,2,KAYSAR AHMAD MIR,IND,1129
Jammu & Kashmir,TREHGAM,2,NAZIR AHMAD MIR,IND,8216
Jammu & Kashmir,TREHGAM,2,NOTA,NOTA,920
Jammu & Kashmir,UDHAMPUR EAST,60,ACHHAV SINGH,BSP,591
Jammu & Kashmir,UDHAMPUR EAST,60,BAQEEL SINGH,JKPDP,186
Jammu & Kashmir,UDHAMPUR EAST,60,BALWAN SINGH,JNPP,8427
Jammu & Kashmir,UDHAMPUR EAST,60,RANBIR SINGH PATHANIA,BJP,32996
Jammu & Kashmir,UDHAMPUR EAST,60,SUNIL VERMA,JKN,4495
Jammu & Kashmir,UDHAMPUR EAST,60,SAHIL GANDOTRA,OTH,397
Jammu & Kashmir,UDHAMPUR EAST,60,PAWAN KHAJURIA,IND,30647
Jammu & Kashmir,UDHAMPUR EAST,60,SOMA,IND,740
Jammu & Kashmir,UDHAMPUR EAST,60,MOHINDER SINGH,IND,176
Jammu & Kashmir,UDHAMPUR EAST,60,NOTA,NOTA,591
Jammu & Kashmir,UDHAMPUR WEST,59,PAWAN KUMAR GUPTA,BJP,47164
Jammu & Kashmir,UDHAMPUR WEST,59,TRANTER SINGH,OTH,637
Jammu & Kashmir,UDHAMPUR WEST,59,SUMEET MAGOTRA,INC,26412
Jammu & Kashmir,UDHAMPUR WEST,59,KEWAL KUMAR,JKPDP,341
Jammu & Kashmir,UDHAMPUR WEST,59,SAHIL MANHAS,SP,288
Jammu & Kashmir,UDHAMPUR WEST,59,SANJEEV KUMAR,OTH,170
Jammu & Kashmir,UDHAMPUR WEST,59,AJAY KUMAR,IND,192
Jammu & Kashmir,UDHAMPUR WEST,59,ANIL KHAJURIA,IND,495
Jammu & Kashmir,UDHAMPUR WEST,59,JASVIR SINGH,IND,12556
Jammu & Kashmir,UDHAMPUR WEST,59,SULAKSHNA KHAJURIA,IND,267
Jammu & Kashmir,UDHAMPUR WEST,59,SOMA,IND,477
Jammu & Kashmir,UDHAMPUR WEST,59,GANPATI SHARMA,IND,314
Jammu & Kashmir,UDHAMPUR WEST,59,NOTA,NOTA,1290
Jammu & Kashmir,URI,9,SAJJAD SHAFI,JKN,39713
Jammu & Kashmir,URI,9,SHEIKH MUNEEB,JKPDP,1382
Jammu & Kashmir,URI,9,DR. BASHIR AHMAD CHALKOO,JPC,1792
Jammu & Kashmir,URI,9,TAJ MOHI UD DIN,IND,25244
Jammu & Kashmir,URI,9,SAJAD SUBHAN RATHER,IND,941
Jammu & Kashmir,URI,9,MUNIR AHMAD,IND,3316
Jammu & Kashmir,URI,9,NOTA,NOTA,1520
Jammu & Kashmir,VIJAYPUR,71,UTTAM CHAND,OTH,162
Jammu & Kashmir,VIJAYPUR,71,BACHAN LAL,JKPDP,672
Jammu & Kashmir,VIJAYPUR,71,CHANDER PARKASH,BJP,32859
Jammu & Kashmir,VIJAYPUR,71,RAJ KUMAR CHALOTRA,BSP,544
Jammu & Kashmir,VIJAYPUR,71,RAJESH KUMAR PARGOTRA,JKN,13819
Jammu & Kashmir,VIJAYPUR,71,INDERJEET,SP,200
Jammu & Kashmir,VIJAYPUR,71,MANJIT SINGH,OTH,13161
Jammu & Kashmir,VIJAYPUR,71,BALWAN SINGH,IND,152
Jammu & Kashmir,VIJAYPUR,71,PARAMVEER SINGH,IND,165
Jammu & Kashmir,VIJAYPUR,71,RAJ SINGH,IND,242
Jammu & Kashmir,VIJAYPUR,71,KRISHAN DUTT,IND,169
Jammu & Kashmir,VIJAYPUR,71,NOTA,NOTA,320
Jammu & Kashmir,WAGOORA - KREERI,12,SYED BASHARAT AHMED BUKHARI,JKPDP,9251
Jammu & Kashmir,WAGOORA - KREERI,12,IRFAN HAFIZ LONE,INC,17002
Jammu & Kashmir,WAGOORA - KREERI,12,IMTIYAZ AHMAD PARRA,JPC,969
Jammu & Kashmir,WAGOORA - KREERI,12,INAM UL RASHID,NCP,232
Jammu & Kashmir,WAGOORA - KREERI,12,OWAIS ABASS,OTH,503
Jammu & Kashmir,WAGOORA - KREERI,12,REHANA BEGUM,JD(U),2587
Jammu & Kashmir,WAGOORA - KREERI,12,SYED ABAS HUSSAIN,OTH,1602
Jammu & Kashmir,WAGOORA - KREERI,12,SHABIR AHMAD SHAH,OTH,2219
Jammu & Kashmir,WAGOORA - KREERI,12,ABDUL GANI DAR,SP,366
Jammu & Kashmir,WAGOORA - KREERI,12,TAJAMUL HAMID,IND,447
Jammu & Kashmir,WAGOORA - KREERI,12,SAFINA BAIG,IND,1699
Jammu & Kashmir,WAGOORA - KREERI,12,NASEER AHMAD RATHER,IND,6355
Jammu & Kashmir,WAGOORA - KREERI,12,NOTA,NOTA,1313
Jammu & Kashmir,ZADIBAL,24,TANVIR SADIQ,JKN,22189
Jammu & Kashmir,ZADIBAL,24,SHEIKH GOWHER ALI,JKPDP,956
Jammu & Kashmir,ZADIBAL,24,TANVEER HUSSAIN PATHAN,OTH,604
Jammu & Kashmir,ZADIBAL,24,ABID HUSSAIN ANSARI,JPC,6016
Jammu & Kashmir,ZADIBAL,24,AASIFUL HASSAN,IND,153
Jammu & Kashmir,ZADIBAL,24,BURHAN BASHEER BAZAZ,IND,391
Jammu & Kashmir,ZADIBAL,24,JUNAID AZIM MATTU,IND,2700
Jammu & Kashmir,ZADIBAL,24,SHEIKH MASOODI JOHN,IND,162
Jammu & Kashmir,ZADIBAL,24,MOHAMMAD OMAR HAFIZ,IND,902
Jammu & Kashmir,ZADIBAL,24,MIRZA SAJAD HUSSAIN BEIGH,IND,125
Jammu & Kashmir,ZADIBAL,24,NOTA,NOTA,695
Jammu & Kashmir,ZAINAPORA,36,SHOWKAT HUSSAIN GANIE,JKN,28251
Jammu & Kashmir,ZAINAPORA,36,GH MOHI UD DIN WANI,JKPDP,6209
Jammu & Kashmir,ZAINAPORA,36,ABDUL REHMAN BHAT,OTH,578
Jammu & Kashmir,ZAINAPORA,36,GOWHAR HUSSAIN WANI,OTH,5163
Jammu & Kashmir,ZAINAPORA,36,MASHOOQ AHMAD DAR,OTH,629
Jammu & Kashmir,ZAINAPORA,36,NAZIR AHMED NAJAR,OTH,513
Jammu & Kashmir,ZAINAPORA,36,AIJAZ AHMAD MIR,IND,15018
Jammu & Kashmir,ZAINAPORA,36,UMAR HAMID MALLA,IND,731
Jammu & Kashmir,ZAINAPORA,36,MOHD SUHAIB BHAT,IND,1152
Jammu & Kashmir,ZAINAPORA,36,MOHAMMAD YOUSUF MIR,IND,538
Jammu & Kashmir,ZAINAPORA,36,NOTA,NOTA,2082
Jharkhand,BAGHMARA,43,JALESHWAR MAHATO,INC,68847
Jharkhand,BAGHMARA,43,SHATRUGHAN MAHTO,BJP,87529
Jharkhand,BAGHMARA,43,DEEPAK KUMAR RAWANI,JLKM,15696
Jharkhand,BAGHMARA,43,RAJESH KUMAR,OTH,310
Jharkhand,BAGHMARA,43,RAJESH KUMAR SWARNKAR,AIFB,277
Jharkhand,BAGHMARA,43,SHARAN SINGH,OTH,172
Jharkhand,BAGHMARA,43,SURAJ MAHATO,SP,2572
Jharkhand,BAGHMARA,43,AINUL ANSARI,IND,202
Jharkhand,BAGHMARA,43,TULSI MAHTO,IND,202
Jharkhand,BAGHMARA,43,NIJAM ANSARI,IND,308
Jharkhand,BAGHMARA,43,PINTU KUMAR GUPTA,IND,669
Jharkhand,BAGHMARA,43,ROHIT YADAV,IND,18314
Jharkhand,BAGHMARA,43,VISHAL BALMIKI,IND,1572
Jharkhand,BAGHMARA,43,NOTA,NOTA,2953
Jharkhand,BAGODAR,29,NAGENDRA MAHTO,BJP,127501
Jharkhand,BAGODAR,29,SANTOSH KUMAR,BSP,1302
Jharkhand,BAGODAR,29,AJAY KUMAR RANJAN,OTH,547
Jharkhand,BAGODAR,29,ASHISH KUMAR,OTH,454
Jharkhand,BAGODAR,29,CHANDRASHEKHAR MANDAL,OTH,664
Jharkhand,BAGODAR,29,JAGESHWAR PARSAD VERMA,OTH,886
Jharkhand,BAGODAR,29,VINOD KUMAR SINGH,CPI(ML)(L),94884
Jharkhand,BAGODAR,29,MD SALIM,JLKM,17736
Jharkhand,BAGODAR,29,JITAN SAW,IND,776
Jharkhand,BAGODAR,29,DINESH KUMAR YADAV,IND,1278
Jharkhand,BAGODAR,29,BASU MAHTO,IND,617
Jharkhand,BAGODAR,29,VISHWANATH KUMAR,IND,605
Jharkhand,BAGODAR,29,SHRIKANT PRASAD,IND,1208
Jharkhand,BAGODAR,29,NOTA,NOTA,5440
Jharkhand,BAHARAGORA,44,DINESHANANDA GOSWAMI,BJP,78745
Jharkhand,BAHARAGORA,44,SANAT KUMAR MAHATO,BSP,897
Jharkhand,BAHARAGORA,44,SAMIR KUMAR MOHANTY,JMM,96870
Jharkhand,BAHARAGORA,44,SWAPAN KUMAR MAHATO,CPM,4518
Jharkhand,BAHARAGORA,44,ARJUN KUMAR TUDU,OTH,434
Jharkhand,BAHARAGORA,44,AMAR KUMAR BHAKAT,OTH,181
Jharkhand,BAHARAGORA,44,ASHOK MAHATO,NCP,209
Jharkhand,BAHARAGORA,44,HAR PRASAD SINGH SOLANKI,OTH,204
Jharkhand,BAHARAGORA,44,KABITA SHAW,IND,447
Jharkhand,BAHARAGORA,44,DURGA PADA GHOSH,IND,270
Jharkhand,BAHARAGORA,44,PHANI BHUSHAN MAHATO,IND,1625
Jharkhand,BAHARAGORA,44,RANJIT CHATIAL,IND,902
Jharkhand,BAHARAGORA,44,RAM MURMU,IND,2644
Jharkhand,BAHARAGORA,44,SURAJ GOPE,IND,823
Jharkhand,BAHARAGORA,44,NOTA,NOTA,2495
Jharkhand,BARHAIT,3,GAMLIYEL HEMBROM,BJP,55821
Jharkhand,BARHAIT,3,HEMANT SOREN,JMM,95612
Jharkhand,BARHAIT,3,THOMAS SOREN,JLKM,2181
Jharkhand,BARHAIT,3,DINESH SOREN,NCP,486
Jharkhand,BARHAIT,3,JOSEPH SOREN,IND,487
Jharkhand,BARHAIT,3,NATHANIEL MALTO,IND,654
Jharkhand,BARHAIT,3,RANI HANSDA,IND,751
Jharkhand,BARHAIT,3,ROSHANI MURMU,IND,955
Jharkhand,BARHAIT,3,SEBASTION HEMBROM,IND,1781
Jharkhand,BARHAIT,3,NOTA,NOTA,3469
Jharkhand,BARHI,21,ARUN SAHU,INC,63983
Jharkhand,BARHI,21,MANOJ KUMAR YADAV,BJP,113274
Jharkhand,BARHI,21,SANTOSH RAVIDAS,BSP,1868
Jharkhand,BARHI,21,UMASHANKAR AKELA,SP,23629
Jharkhand,BARHI,21,KRISHN KUMAR YADAV,JLKM,4897
Jharkhand,BARHI,21,MAHESH THAKUR,NCP,304
Jharkhand,BARHI,21,SHIV KUMAR RAM,OTH,398
Jharkhand,BARHI,21,ARJUN PRASAD KESHRI,IND,298
Jharkhand,BARHI,21,AVINASH KUMAR,IND,2352
Jharkhand,BARHI,21,KEDAR PRASAD YADAV,IND,250
Jharkhand,BARHI,21,DILIP KUMAR CHANDRAVANSHI,IND,272
Jharkhand,BARHI,21,PURUSHOTTAM KUMAR PANDEY,IND,424
Jharkhand,BARHI,21,BADRI YADAV,IND,913
Jharkhand,BARHI,21,DR. BALESHWAR RAM,IND,782
Jharkhand,BARHI,21,RAMASHISH SINGH,IND,3056
Jharkhand,BARHI,21,VIRJU PASWAN,IND,2273
Jharkhand,BARHI,21,MO. SERAJ,IND,1212
Jharkhand,BARHI,21,NOTA,NOTA,1508
Jharkhand,BARKAGAON,22,AMBA PRASAD,INC,93075
Jharkhand,BARKAGAON,22,KAMESHWAR KUMAR DAS,BSP,1330
Jharkhand,BARKAGAON,22,ROSHAN LAL CHOUDHARY,BJP,124468
Jharkhand,BARKAGAON,22,ANIRUDDH KUMAR,CPI,2385
Jharkhand,BARKAGAON,22,GOVIND BEDIA,SP,876
Jharkhand,BARKAGAON,22,PRAKASH SONI,OTH,286
Jharkhand,BARKAGAON,22,FULESHWAR MAHTO,OTH,402
Jharkhand,BARKAGAON,22,BALESHWAR KUMAR,JLKM,26867
Jharkhand,BARKAGAON,22,BITTU KUMAR SINGH,RLD,567
Jharkhand,BARKAGAON,22,MUKHTAR ANSARI,OTH,461
Jharkhand,BARKAGAON,22,RANJAN SONI,OTH,301
Jharkhand,BARKAGAON,22,VIKASH KUMAR,OTH,423
Jharkhand,BARKAGAON,22,MD SHAMIM MIYAN,AIMIM,1643
Jharkhand,BARKAGAON,22,SOHAR MAHTO,OTH,1638
Jharkhand,BARKAGAON,22,MD. HASAN,OTH,601
Jharkhand,BARKAGAON,22,AMAN KUMAR,IND,2668
Jharkhand,BARKAGAON,22,MD. GAYASUDDIN ANSARI,IND,1591
Jharkhand,BARKAGAON,22,JAGTAR SINGH,IND,375
Jharkhand,BARKAGAON,22,JHAMAN PRASAD,IND,1188
Jharkhand,BARKAGAON,22,JHARI MUNDA,IND,650
Jharkhand,BARKAGAON,22,DURGA CHARAN PRASAD,IND,587
Jharkhand,BARKAGAON,22,PRABHU ORAON,IND,684
Jharkhand,BARKAGAON,22,BHOLA NATH PRASAD,IND,222
Jharkhand,BARKAGAON,22,RAJ KISHOR CHOUDHARY,IND,508
Jharkhand,BARKAGAON,22,LALDEW MUNDA,IND,461
Jharkhand,BARKAGAON,22,SUNIL KUMAR BEDIA SUNDARNATH BEDIA,IND,244
Jharkhand,BARKAGAON,22,NOTA,NOTA,1179
Jharkhand,BARKATHA,20,AMIT KUMAR YADAV,BJP,82221
Jharkhand,BARKATHA,20,JANKI PRASAD YADAV,JMM,78561
Jharkhand,BARKATHA,20,SARYU PRASAD VERMA,BSP,2179
Jharkhand,BARKATHA,20,UMESH KUMAR YADAV,OTH,1822
Jharkhand,BARKATHA,20,KUMKUM DEVI,OTH,12516
Jharkhand,BARKATHA,20,MAHADEO RAM,CPI,2126
Jharkhand,BARKATHA,20,MAHENDRA PRASAD,JLKM,7878
Jharkhand,BARKATHA,20,RAJ KUMAR YADAV,SP,2364
Jharkhand,BARKATHA,20,SUKHDEV YADAV,NCP,330
Jharkhand,BARKATHA,20,ANIL RAY,IND,427
Jharkhand,BARKATHA,20,ANUP KUMAR,IND,686
Jharkhand,BARKATHA,20,CHANDRAKANT PANDEY,IND,1436
Jharkhand,BARKATHA,20,NITIKA KUMARI,IND,807
Jharkhand,BARKATHA,20,BATESHWER PD. MEHTA,IND,39524
Jharkhand,BARKATHA,20,RAJKUMAR PASWAN,IND,4093
Jharkhand,BARKATHA,20,RAMCHANDRA PRASAD,IND,4387
Jharkhand,BARKATHA,20,SAMSHAD ALAM,IND,2342
Jharkhand,BARKATHA,20,SUJEET KUMAR,IND,1504
Jharkhand,BARKATHA,20,SUNIL KUMAR,IND,696
Jharkhand,BARKATHA,20,SURENDRA PRASAD MODI,IND,3975
Jharkhand,BARKATHA,20,NOTA,NOTA,1031
Jharkhand,BERMO,35,KUMAR JAIMANGAL (ANUP SINGH),INC,90246
Jharkhand,BERMO,35,JAGDISH KEWAT,BSP,670
Jharkhand,BERMO,35,RAVINDRA KUMAR PANDEY,BJP,58352
Jharkhand,BERMO,35,JAIRAM KUMAR MAHATO,JLKM,60871
Jharkhand,BERMO,35,MANZOOR ALAM,OTH,1522
Jharkhand,BERMO,35,MOHAN LAL SAW,OTH,159
Jharkhand,BERMO,35,UMA SHANKAR SHASTRI (RANJEET),IND,218
Jharkhand,BERMO,35,GHANSHYAM MISHRA,IND,181
Jharkhand,BERMO,35,TIRTH NATH AKASH,IND,366
Jharkhand,BERMO,35,MANTOSH SOREN,IND,217
Jharkhand,BERMO,35,MOHAMMAD BELAL HASMI,IND,621
Jharkhand,BERMO,35,RUPLAL THAKUR,IND,1863
Jharkhand,BERMO,35,LALIT NARAYAN,IND,5320
Jharkhand,BERMO,35,SANTOSH KUMAR MAHTO,IND,669
Jharkhand,BERMO,35,NOTA,NOTA,2443
Jharkhand,BHAWANATHPUR,81,ANANT PRATAP DEO,JMM,146265
Jharkhand,BHAWANATHPUR,81,PANKAJ KUMAR,BSP,3744
Jharkhand,BHAWANATHPUR,81,BHANU PRATAP SHAHI,BJP,124803
Jharkhand,BHAWANATHPUR,81,AJAY KUMAR SINGH,OTH,1991
Jharkhand,BHAWANATHPUR,81,ADITYA KUMAR GUPTA,AIFB,570
Jharkhand,BHAWANATHPUR,81,UMENDRA KUMAR YADAV,SP,508
Jharkhand,BHAWANATHPUR,81,GHAN SHYAM PATHAK,CPI,1812
Jharkhand,BHAWANATHPUR,81,JAYRAM PASWAN,OTH,753
Jharkhand,BHAWANATHPUR,81,NANDLAL RAM,OTH,806
Jharkhand,BHAWANATHPUR,81,RAUSHAN KUMAR,OTH,672
Jharkhand,BHAWANATHPUR,81,DEVENDRA KUMAR PRAJAPATI,IND,604
Jharkhand,BHAWANATHPUR,81,BARUN BIHARI,IND,698
Jharkhand,BHAWANATHPUR,81,YUSUF ANSARI,IND,1452
Jharkhand,BHAWANATHPUR,81,RAJESH BAITHA,IND,5087
Jharkhand,BHAWANATHPUR,81,RAM NARESH YADAV,IND,1827
Jharkhand,BHAWANATHPUR,81,RAHUL PRASAD GUPTA,IND,5946
Jharkhand,BHAWANATHPUR,81,BISHESWAR MEHTA,IND,2861
Jharkhand,BHAWANATHPUR,81,NOTA,NOTA,1244
Jharkhand,BISHRAMPUR,77,NARESH PRASAD SINGH,RJD,74338
Jharkhand,BISHRAMPUR,77,RAJESH MEHTA,BSP,24272
Jharkhand,BISHRAMPUR,77,RAMCHANDRA CHANDRAVANSHI,BJP,59751
Jharkhand,BISHRAMPUR,77,SUDHIR KUMAR,INC,2679
Jharkhand,BISHRAMPUR,77,ANJU SINGH,SP,21808
Jharkhand,BISHRAMPUR,77,MANOJ KUMAR RAVI,OTH,800
Jharkhand,BISHRAMPUR,77,VINEET KUMAR,OTH,759
Jharkhand,BISHRAMPUR,77,SIRAJUDDIN KHAN,OTH,5318
Jharkhand,BISHRAMPUR,77,SUDIPTA KUMAR SHARMA,OTH,1191
Jharkhand,BISHRAMPUR,77,ANIL MISTRI,IND,839
Jharkhand,BISHRAMPUR,77,JAGRITI,IND,18009
Jharkhand,BISHRAMPUR,77,PUSHP RANJAN,IND,3598
Jharkhand,BISHRAMPUR,77,BRAHMDEO PRASAD,IND,4946
Jharkhand,BISHRAMPUR,77,MASROOR AHMAD KHAN,IND,3190
Jharkhand,BISHRAMPUR,77,MAHABIR SINGH CHANDRAVANSHI,IND,1794
Jharkhand,BISHRAMPUR,77,RAJIV RANJAN PANDEY,IND,4179
Jharkhand,BISHRAMPUR,77,LAKSHMAN SINGH,IND,1496
Jharkhand,BISHRAMPUR,77,NOTA,NOTA,892
Jharkhand,BISHUNPUR,69,CHAMRA LINDA,JMM,100336
Jharkhand,BISHUNPUR,69,SAMIR ORAON,BJP,67580
Jharkhand,BISHUNPUR,69,GOVARDHAN BARAIK,OTH,1366
Jharkhand,BISHUNPUR,69,BHUSHAN CHIK BARAIK,OTH,757
Jharkhand,BISHUNPUR,69,MAHENDRA ORAON,CPI,1741
Jharkhand,BISHUNPUR,69,YASHODA DEVI,JLKM,2449
Jharkhand,BISHUNPUR,69,SANJAY KUMAR BHAGAT,OTH,644
Jharkhand,BISHUNPUR,69,JAGARNATH ORAON,IND,10899
Jharkhand,BISHUNPUR,69,NARAYAN ORAON,IND,673
Jharkhand,BISHUNPUR,69,BUDDHIMAN ORAON,IND,458
Jharkhand,BISHUNPUR,69,BHUPENDRA NATH RAM,IND,538
Jharkhand,BISHUNPUR,69,MAHATMA ORAON,IND,1619
Jharkhand,BISHUNPUR,69,ROJLIN TIRKEY,IND,1420
Jharkhand,BISHUNPUR,69,SHIV KUMAR BHAGAT,IND,5473
Jharkhand,BISHUNPUR,69,NOTA,NOTA,6187
Jharkhand,BOKARO,36,BIRANCHI NARAYAN,BJP,126231
Jharkhand,BOKARO,36,RAJESH KUMAR,BSP,2817
Jharkhand,BOKARO,36,SHWETTAA SINGH,INC,133438
Jharkhand,BOKARO,36,TAPAN KUMAR,OTH,1212
Jharkhand,BOKARO,36,NIWARAN DIGAR,AIFB,319
Jharkhand,BOKARO,36,MANOJ KUMAR MAHLI,OTH,779
Jharkhand,BOKARO,36,YASHBIR SINGH,NCP,1045
Jharkhand,BOKARO,36,RAMESH CHANDRA MAHATO,OTH,1572
Jharkhand,BOKARO,36,SAROJ KUMARI,JLKM,39621
Jharkhand,BOKARO,36,MD. SULTAN,OTH,457
Jharkhand,BOKARO,36,IMAM SAFI,IND,432
Jharkhand,BOKARO,36,MASHKOOR ALAM SIDDIQUI,IND,668
Jharkhand,BOKARO,36,SAMEER KUMAR DAS,IND,1805
Jharkhand,BOKARO,36,SUBHASH CHAKRABORTY,IND,1047
Jharkhand,BOKARO,36,NOTA,NOTA,3730
Jharkhand,BORIO,2,DHANANJAY SOREN,JMM,97317
Jharkhand,BORIO,2,LOBIN HEMBRAM,BJP,78044
Jharkhand,BORIO,2,AMIT KUMAR MALTO,OTH,1612
Jharkhand,BORIO,2,ARUN KUMAR BESRA,OTH,505
Jharkhand,BORIO,2,MAHESH KUMAR MALTO,SP,291
Jharkhand,BORIO,2,MUKESH SOREN,NCP,219
Jharkhand,BORIO,2,SURYANARAYAN HANSDA,JLKM,2937
Jharkhand,BORIO,2,INNOCENT SOREN,IND,440
Jharkhand,BORIO,2,CHANDAR MURMU,IND,382
Jharkhand,BORIO,2,PAULUS MURMU,IND,558
Jharkhand,BORIO,2,MANDAL HANSDA,IND,499
Jharkhand,BORIO,2,MANOJ SOREN,IND,850
Jharkhand,BORIO,2,MARANG MARANDI,IND,1033
Jharkhand,BORIO,2,RANJO KUMARI,IND,1086
Jharkhand,BORIO,2,RAMA PAHARIA,IND,2251
Jharkhand,BORIO,2,NOTA,NOTA,3566
Jharkhand,CHAIBASA,52,GEETA BALMUCHU,BJP,42532
Jharkhand,CHAIBASA,52,TURI SUNDI,BSP,947
Jharkhand,CHAIBASA,52,DEEPAK BIRUA,JMM,107367
Jharkhand,CHAIBASA,52,KOMAL NIMA SOREN,NCP,1633
Jharkhand,CHAIBASA,52,COLOMBUS HASDA,OTH,1448
Jharkhand,CHAIBASA,52,DHATU HEMBRAM,OTH,211
Jharkhand,CHAIBASA,52,BIR SINGH HEMBROM,OTH,296
Jharkhand,CHAIBASA,52,MANGAL SINGH SUNDI,OTH,396
Jharkhand,CHAIBASA,52,SUBHADRA SINKU,OTH,313
Jharkhand,CHAIBASA,52,SURESH CHANDRA SOY,OTH,562
Jharkhand,CHAIBASA,52,KRISHAN SOY,IND,1122
Jharkhand,CHAIBASA,52,MAHESH BIRUA,IND,850
Jharkhand,CHAIBASA,52,RAMESH BALMUCHU,IND,4144
Jharkhand,CHAIBASA,52,SANJAY DEOGAM,IND,1122
Jharkhand,CHAIBASA,52,NOTA,NOTA,2528
Jharkhand,CHAKRADHARPUR,56,SHASHIBHUSHAN SAMAD,BJP,49329
Jharkhand,CHAKRADHARPUR,56,SUKHRAM ORAON,JMM,58639
Jharkhand,CHAKRADHARPUR,56,BASANTI PURTY,JLKM,7933
Jharkhand,CHAKRADHARPUR,56,MANGAL SARDAR,OTH,479
Jharkhand,CHAKRADHARPUR,56,SUKHLAL SAMAD,OTH,448
Jharkhand,CHAKRADHARPUR,56,DAMAYANTI NAG,IND,1594
Jharkhand,CHAKRADHARPUR,56,DURGA CHARAN SUREN,IND,296
Jharkhand,CHAKRADHARPUR,56,MAYA TUDU,IND,226
Jharkhand,CHAKRADHARPUR,56,RANJEET BODRA,IND,351
Jharkhand,CHAKRADHARPUR,56,RAMAI BANRA,IND,433
Jharkhand,CHAKRADHARPUR,56,LAXMI  HASDA,IND,970
