ST_CODE,ST_NAME,MONTH,YEAR,DIST_NAME,AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,TVTSPOL_IC,POSITION,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,16,TRI NAGAR,GEN,MANISH KUKREJA,M,GEN,30,SASAPT,18,31,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,16,TRI NAGAR,GEN,BASHIRUDDIN,M,GEN,69,AIMF,7,32,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,17,WAZIRPUR,GEN,RAJESH GUPTA,M,GEN,36,AAAP,61208,1,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,17,WAZIRPUR,GEN,DR. MAHANDER NAGPAL,M,GEN,55,BJP,39164,2,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,17,WAZIRPUR,GEN,HARI SHANKER GUPTA,M,GEN,58,INC,8371,6,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,17,WAZIRPUR,GEN,RAM DHANI,M,GEN,41,BSP,1185,9,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,17,WAZIRPUR,GEN,RAJESH KUMAR,M,GEN,29,IND,547,12,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,17,WAZIRPUR,GEN,None of the Above,NULL,NULL,NULL,NOTA,468,13,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,17,WAZIRPUR,GEN,H.D. ANSARI,M,GEN,45,IND,231,16,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,17,WAZIRPUR,GEN,AJAY KUMAR SINGH,M,GEN,39,CPI(ML)(L),183,18,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,17,WAZIRPUR,GEN,SUNIL KUMAR,M,SC,44,ASSP,70,23,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,17,WAZIRPUR,GEN,MUNSHI LAL PARJAPATI,M,GEN,43,LPSP,62,24,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,17,WAZIRPUR,GEN,INDARJEET YADAV,M,GEN,65,SASAPT,53,25,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,17,WAZIRPUR,GEN,RAMESH CHANDRA,M,GEN,63,PSPARTY,43,26,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,18,MODEL TOWN,GEN,AKHILESH PATI TRIPATHI,M,GEN,30,AAAP,54628,1,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,18,MODEL TOWN,GEN,VIVEK  GARG,M,GEN,44,BJP,37922,3,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,18,MODEL TOWN,GEN,KANWAR KARAN SINGH,M,GEN,58,INC,8992,6,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,18,MODEL TOWN,GEN,GAUTAM,M,GEN,31,IND,1176,8,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,18,MODEL TOWN,GEN,None of the Above,NULL,NULL,NULL,NOTA,690,10,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,18,MODEL TOWN,GEN,JEETENDER,M,SC,40,BSP,601,11,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,18,MODEL TOWN,GEN,VINOD K. JAIN,M,GEN,61,IND,146,16,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH                         ,18,MODEL TOWN,GEN,SACHIN JHA,M,GEN,26,IND,129,17,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,19,SADAR BAZAR,GEN,SOM DUTT,M,GEN,39,AAAP,67507,1,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,19,SADAR BAZAR,GEN,PARVEEN KUMAR JAIN,M,GEN,58,BJP,33192,4,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,19,SADAR BAZAR,GEN,AJAY MAKAN,M,GEN,51,INC,16331,6,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,19,SADAR BAZAR,GEN,MIRZA ALI RAZA,M,GEN,35,BSP,748,10,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,19,SADAR BAZAR,GEN,None of the Above,NULL,NULL,NULL,NOTA,412,12,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,19,SADAR BAZAR,GEN,MAN MOHAN,M,GEN,53,SHS,257,14,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,19,SADAR BAZAR,GEN,GHANSHYAM DASS,M,SC,58,IND,189,16,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,19,SADAR BAZAR,GEN,PRASHANT YADAV,M,GEN,43,IND,172,17,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,19,SADAR BAZAR,GEN,RITU KAUSHIK,F,GEN,34,SUCI,130,21,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,19,SADAR BAZAR,GEN,AJAY,M,GEN,51,IND,119,22,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,19,SADAR BAZAR,GEN,MOHD FURQAN,M,GEN,54,HCP,81,24,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,19,SADAR BAZAR,GEN,DAL CHAND,M,SC,53,IND,56,26,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,19,SADAR BAZAR,GEN,VED PARKASH,M,SC,44,ASSP,44,28,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,19,SADAR BAZAR,GEN,MAHENDER PRATAP SINGH SIKARWAR,M,GEN,38,RPI(A),38,29,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,20,CHANDNI CHOWK,GEN,ALKA  LAMBA,F,GEN,39,AAAP,36756,1,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,20,CHANDNI CHOWK,GEN,SUMAN KUMAR GUPTA,M,GEN,58,BJP,18469,3,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,20,CHANDNI CHOWK,GEN,PARLAD SINGH SAWHNEY,M,GEN,64,INC,17930,5,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,20,CHANDNI CHOWK,GEN,None of the Above,NULL,NULL,NULL,NOTA,362,11,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,20,CHANDNI CHOWK,GEN,MOHD. REHAN,M,GEN,34,BSP,217,12,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,20,CHANDNI CHOWK,GEN,MOHD. NASEEM,M,GEN,52,NCP,212,13,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,20,CHANDNI CHOWK,GEN,ASHOK KUMAR,M,GEN,44,ABHM,117,14,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,20,CHANDNI CHOWK,GEN,TARUN,M,GEN,27,IND,111,15,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,20,CHANDNI CHOWK,GEN,LAKHAN SINGH,M,SC,45,IND,86,18,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,20,CHANDNI CHOWK,GEN,ADIL MIRZA,M,GEN,40,IUML,63,22,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,20,CHANDNI CHOWK,GEN,SANDEEP SHARMA,M,GEN,45,IND,57,25,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,20,CHANDNI CHOWK,GEN,BALRAM BARI,M,GEN,47,IND,48,26,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,20,CHANDNI CHOWK,GEN,PARMEET SINGH,M,GEN,35,IND,25,27,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,20,CHANDNI CHOWK,GEN,ANIL ANAND,M,GEN,69,IND,23,29,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,21,MATIA MAHAL,GEN,ASIM AHMED KHAN,M,GEN,38,AAAP,47584,1,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,21,MATIA MAHAL,GEN,SHOAIB IQBAL,M,GEN,56,INC,21488,3,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,21,MATIA MAHAL,GEN,SHAKEEL ANJUM DEHLVI,M,GEN,54,BJP,9105,6,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,21,MATIA MAHAL,GEN,MOHD SAMI,M,GEN,41,IND,430,10,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,21,MATIA MAHAL,GEN,RAVI ANAND,M,SC,39,BSP,396,11,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,21,MATIA MAHAL,GEN,UMAR FAROOQ,M,GEN,28,IND,215,15,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,21,MATIA MAHAL,GEN,None of the Above,NULL,NULL,NULL,NOTA,203,16,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,21,MATIA MAHAL,GEN,SHAFI DEHLVI,M,GEN,63,BMUP,164,17,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,21,MATIA MAHAL,GEN,SHOAIB AHMED,M,GEN,39,IND,161,18,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,21,MATIA MAHAL,GEN,IMRAN HUSAIN,M,GEN,40,IUML,131,20,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,21,MATIA MAHAL,GEN,SHAHZAMAN,M,GEN,28,IND,122,21,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,21,MATIA MAHAL,GEN,MOHAMMAD AHMED SAIFI,M,GEN,54,IND,91,25,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,21,MATIA MAHAL,GEN,MEHFUZ KHAN,M,GEN,30,JKNPP,90,26,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,21,MATIA MAHAL,GEN,C.P. SUNIL,M,SC,41,GaRPa,45,32,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,21,MATIA MAHAL,GEN,SHUEB AHMED KHAN,M,GEN,27,IND,43,33,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,21,MATIA MAHAL,GEN,PREM NATH,M,SC,52,IND,29,36,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,21,MATIA MAHAL,GEN,MOAZAM KHAN,M,GEN,32,HCP,19,37,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,21,MATIA MAHAL,GEN,TARIQ MIRZA,M,GEN,30,RPI(A),19,38,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,22,BALLIMARAN,GEN,IMRAN HUSSAIN,M,GEN,33,AAAP,57118,1,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,22,BALLIMARAN,GEN,SHAYAM LAL MORWAL,M,SC,59,BJP,23241,4,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,22,BALLIMARAN,GEN,HAROON YUSUF,M,GEN,56,INC,13205,6,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,22,BALLIMARAN,GEN,ABDUL JABBAR,M,GEN,58,CPI,644,9,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,22,BALLIMARAN,GEN,DILIP KUMAR,M,SC,48,BSP,438,11,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,22,BALLIMARAN,GEN,None of the Above,NULL,NULL,NULL,NOTA,304,13,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,22,BALLIMARAN,GEN,DAULAT RAM,M,GEN,69,IND,142,17,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,22,BALLIMARAN,GEN,MD.DANISH,M,GEN,32,RPI(A),130,19,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,22,BALLIMARAN,GEN,MANISH KUMAR,M,GEN,36,NACP,120,21,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,22,BALLIMARAN,GEN,KRISHAN KUMAR,M,GEN,44,IND,107,22,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,22,BALLIMARAN,GEN,AARIF NABI,M,GEN,31,IND,91,25,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,22,BALLIMARAN,GEN,RAJESH KUMAR,M,GEN,52,BMUP,61,28,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,22,BALLIMARAN,GEN,PREM,M,SC,44,bjdi,55,29,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,23,KAROL BAGH,SC,VISHESH RAVI,M,SC,31,AAAP,67429,1,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,23,KAROL BAGH,SC,YOGENDER CHANDOLIYA,M,SC,52,BJP,34549,3,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,23,KAROL BAGH,SC,MADAN KHORWAL,M,SC,59,INC,9144,6,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,23,KAROL BAGH,SC,YOGESH,M,SC,35,BSP,559,9,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,23,KAROL BAGH,SC,None of the Above,NULL,NULL,NULL,NOTA,411,11,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,23,KAROL BAGH,SC,AMIT,M,SC,35,ABHM,182,12,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,23,KAROL BAGH,SC,PARDEEP KUMAR JATAV,M,SC,40,IND,175,13,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,23,KAROL BAGH,SC,SANJAY KUMAR AKARNIA,M,SC,40,IND,99,17,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,23,KAROL BAGH,SC,RANJAN KHATUMARIA,M,SC,36,IND,77,18,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,23,KAROL BAGH,SC,DEEPAK KUMAR,M,SC,32,IND,54,20,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,23,KAROL BAGH,SC,KISHORE KUMAR,M,SC,54,SHS,48,21,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,23,KAROL BAGH,SC,DHAN RAJ CHAUHAN,M,SC,54,NADP,24,22,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,24,PATEL NAGAR,SC,HAZARI LAL CHAUHAN,M,SC,66,AAAP,68868,1,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,24,PATEL NAGAR,SC,KRISHNA TIRATH,F,SC,59,BJP,34230,3,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,24,PATEL NAGAR,SC,RAJESH LILOTHIA,M,SC,49,INC,10766,6,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,24,PATEL NAGAR,SC,VEENA ANAND,F,SC,48,IND,1051,8,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,24,PATEL NAGAR,SC,ALOK NANDAN,M,SC,28,BSP,772,10,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,24,PATEL NAGAR,SC,None of the Above,NULL,NULL,NULL,NOTA,469,11,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,24,PATEL NAGAR,SC,SURESH KUMAR,M,SC,37,IND,464,12,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,25,MOTI NAGAR,GEN,SHIV CHARAN GOEL,M,GEN,53,AAAP,60223,1,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,25,MOTI NAGAR,GEN,SUBHASH SACHDEVA,M,GEN,59,BJP,45002,2,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,25,MOTI NAGAR,GEN,RAJ KUMAR MAGGO,M,GEN,47,INC,6111,6,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,25,MOTI NAGAR,GEN,AVINASH GUPTA,M,GEN,40,BSP,666,9,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,25,MOTI NAGAR,GEN,SANJEEV DIWAN,M,GEN,43,IND,566,11,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,25,MOTI NAGAR,GEN,None of the Above,NULL,NULL,NULL,NOTA,471,12,,,,,,,,
U05,NCT OF Delhi,2,2015,CENTRAL                       ,25,MOTI NAGAR,GEN,SANJEEV GUPTA,M,GEN,44,IND,321,14,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,26,MADIPUR,SC,GIRISH SONI,M,SC,51,AAAP,66571,1,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,26,MADIPUR,SC,RAJ KUMAR,M,SC,46,BJP,37184,2,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,26,MADIPUR,SC,MALA RAM GANGWAL,M,SC,65,INC,10350,6,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,26,MADIPUR,SC,None of the Above,NULL,NULL,NULL,NOTA,601,9,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,26,MADIPUR,SC,LALA RAM,M,SC,40,BSP,600,10,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,26,MADIPUR,SC,JITENDER KUMAR,M,SC,34,PMPT,512,11,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,26,MADIPUR,SC,PURAN CHAND,M,SC,35,IND,477,12,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,27,RAJOURI GARDEN,GEN,JARNAIL SINGH,M,GEN,41,AAAP,54916,1,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,27,RAJOURI GARDEN,GEN,MANJINDER SINGH SIRSA,M,GEN,43,SAD,44880,2,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,27,RAJOURI GARDEN,GEN,A MEENAKSHI CHANDELA A,F,GEN,30,INC,14167,6,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,27,RAJOURI GARDEN,GEN,GURBAKSH SINGH,M,GEN,44,SHS,1706,9,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,27,RAJOURI GARDEN,GEN,None of the Above,NULL,NULL,NULL,NOTA,649,12,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,27,RAJOURI GARDEN,GEN,MOIN KHAN,M,GEN,39,BSP,384,14,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,27,RAJOURI GARDEN,GEN,JARNAIL SINGH S/O AJIT SINGH,M,GEN,57,IND,382,15,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,27,RAJOURI GARDEN,GEN,JARNAIL SINGH S/O SOHAN SINGH,M,GEN,60,IND,280,18,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,27,RAJOURI GARDEN,GEN,SUMIT,M,GEN,30,IND,240,19,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,27,RAJOURI GARDEN,GEN,SUMAN CHANDILA,F,GEN,39,IND,101,23,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,27,RAJOURI GARDEN,GEN,LOKESH,M,GEN,31,IND,88,24,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,27,RAJOURI GARDEN,GEN,LIVIS CHANDELA,M,GEN,30,IND,74,25,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,27,RAJOURI GARDEN,GEN,PRAVEEN KUMAR,M,GEN,44,IND,39,26,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,27,RAJOURI GARDEN,GEN,JASVINDRA SINGH,M,GEN,48,IND,36,27,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,27,RAJOURI GARDEN,GEN,BHAGAT SINGH,M,GEN,31,IND,29,28,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,28,HARI NAGAR,GEN,JAGDEEP SINGH,M,GEN,44,AAAP,65398,1,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,28,HARI NAGAR,GEN,AVTAR SINGH HIT,M,GEN,69,BJP,38954,2,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,28,HARI NAGAR,GEN,CHANDER PARKASH,M,GEN,53,INC,6152,6,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,28,HARI NAGAR,GEN,None of the Above,NULL,NULL,NULL,NOTA,572,10,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,28,HARI NAGAR,GEN,JAI PRAKASH MANAV,M,GEN,56,BSP,555,11,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,28,HARI NAGAR,GEN,BALJEET KAUR,F,GEN,41,SHS,150,14,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,29,TILAK NAGAR,GEN,JARNAIL SINGH,M,GEN,33,AAAP,57180,1,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,29,TILAK NAGAR,GEN,RAJIV BABBAR,M,GEN,45,BJP,37290,2,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,29,TILAK NAGAR,GEN,DULI CHAND LOHIA,M,GEN,54,INC,7303,6,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,29,TILAK NAGAR,GEN,JARNAIL SINGH,M,GEN,42,IND,570,8,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,29,TILAK NAGAR,GEN,None of the Above,NULL,NULL,NULL,NOTA,464,9,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,29,TILAK NAGAR,GEN,RAJIV BABBAR,M,GEN,26,RABP,253,12,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,29,TILAK NAGAR,GEN,VIJAY BAHADUR,M,GEN,61,BSP,250,13,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,29,TILAK NAGAR,GEN,PRADEEP KUMAR LOHIA,M,GEN,31,IND,238,14,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,29,TILAK NAGAR,GEN,VISHAL SHARMA,M,GEN,39,IND,80,18,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,29,TILAK NAGAR,GEN,CHATTAR SINGH,M,GEN,40,SHS,68,21,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,29,TILAK NAGAR,GEN,DULI CHAND,M,GEN,60,IND,48,22,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,29,TILAK NAGAR,GEN,BABU SINGH DUKHIYA,M,SC,58,HCP,37,23,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,30,JANAKPURI,GEN,RAJESH RISHI,M,GEN,50,AAAP,71802,1,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,30,JANAKPURI,GEN,PROF. JAGDISH MUKHI,M,GEN,72,BJP,46222,2,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,30,JANAKPURI,GEN,SURESH KUMAR,M,GEN,46,INC,4699,6,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,30,JANAKPURI,GEN,None of the Above,NULL,NULL,NULL,NOTA,483,10,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,30,JANAKPURI,GEN,HARI PRAKASH SINGH,M,GEN,45,BSP,471,11,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,30,JANAKPURI,GEN,RAVINDRA NATH TIWARI,M,GEN,34,IND,223,14,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,30,JANAKPURI,GEN,ANIL GUPTA,M,GEN,49,IND,214,15,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,30,JANAKPURI,GEN,RAJENDER SHARMA,M,GEN,58,HCP,162,16,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,30,JANAKPURI,GEN,CHARANJIT SINGH SODHI,M,GEN,41,IND,63,21,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,30,JANAKPURI,GEN,PARAMJIT SINGH SAINI,M,GEN,58,SHS,49,22,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,31,VIKASPURI,GEN,MAHINDER YADAV,M,GEN,51,AAAP,132437,1,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,31,VIKASPURI,GEN,SANJAY SINGH,M,GEN,40,BJP,54772,4,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,31,VIKASPURI,GEN,NAND KISHORE,M,GEN,44,INC,19540,6,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,31,VIKASPURI,GEN,RADHEY SHYAM,M,GEN,61,BSP,2139,8,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,31,VIKASPURI,GEN,BHARTI SETH,F,GEN,51,IND,1106,12,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,31,VIKASPURI,GEN,None of the Above,NULL,NULL,NULL,NOTA,790,13,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,31,VIKASPURI,GEN,MOHD. NAEEM,M,GEN,64,NCP,291,17,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,31,VIKASPURI,GEN,SUSHILA DAVI,F,GEN,38,IND,283,18,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,31,VIKASPURI,GEN,ANSHU KUMAR,M,GEN,29,GaAP,252,19,,,,,,,,
U05,NCT OF Delhi,2,2015,WEST                          ,31,VIKASPURI,GEN,MONCHI,F,SC,29,AMKP,192,21,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,32,UTTAM NAGAR,GEN,NARESH BALYAN,M,GEN,38,AAAP,85881,1,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,32,UTTAM NAGAR,GEN,PAWAN SHARMA,M,GEN,55,BJP,55462,2,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,32,UTTAM NAGAR,GEN,MUKESH SHARMA,M,GEN,50,INC,20703,6,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,32,UTTAM NAGAR,GEN,ABDUL HAMID BARSHID,M,GEN,60,BSP,884,10,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,32,UTTAM NAGAR,GEN,None of the Above,NULL,NULL,NULL,NOTA,672,11,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,32,UTTAM NAGAR,GEN,B. K. JHA,M,GEN,54,IND,332,12,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,32,UTTAM NAGAR,GEN,NARENDER KUMAR,M,GEN,56,IND,295,13,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,32,UTTAM NAGAR,GEN,JAGPAL SINGHAL,M,GEN,47,kajp,259,15,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,32,UTTAM NAGAR,GEN,NARESH KUMAR,M,GEN,39,IND,228,17,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,32,UTTAM NAGAR,GEN,SACHIN KAPOOR,M,GEN,38,IND,226,18,,,,,,,,
