ST_CODE,ST_NAME,MONTH,YEAR,DIST_NAME,AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,TVTSPOL_IC,POSITION,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,67,BABARPUR,GEN,PRADEEP JAIN,M,GEN,45,IND,89,21,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,67,BABARPUR,GEN,ARUN THAKUR,M,GEN,39,SPP,62,22,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,67,BABARPUR,GEN,NADEEM AHMAD,M,GEN,39,IND,52,23,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,67,BABARPUR,GEN,"MOHD, NAZIR",M,GEN,41,AaSaP,51,24,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,67,BABARPUR,GEN,MOHD ARIF,M,GEN,63,IND,44,25,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,67,BABARPUR,GEN,FAZUL RAHMAN,M,GEN,44,IND,43,26,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,68,GOKALPUR,SC,FATEH SINGH,M,SC,51,AAAP,71240,1,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,68,GOKALPUR,SC,RANJEET SINGH,M,SC,43,BJP,39272,2,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,68,GOKALPUR,SC,SURENDRA KUMAR,M,SC,47,BSP,30080,5,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,68,GOKALPUR,SC,KU. RINKU,F,SC,40,INC,3344,9,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,68,GOKALPUR,SC,MANGE RAM,M,SC,66,BaSaPa,1241,11,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,68,GOKALPUR,SC,None of the Above,NULL,NULL,NULL,NOTA,526,13,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,68,GOKALPUR,SC,MANOJ KUMAR,M,SC,28,GaRPa,384,14,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,68,GOKALPUR,SC,VEER PAL SINGH,M,SC,44,IND,153,19,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,69,MUSTAFABAD,GEN,JAGDISH PRADHAN,M,GEN,61,BJP,58388,1,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,69,MUSTAFABAD,GEN,HASAN AHMED,M,GEN,62,INC,52357,4,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,69,MUSTAFABAD,GEN,MOHD YUNUS,M,GEN,50,AAAP,49791,5,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,69,MUSTAFABAD,GEN,NEERU CHAUDHARY,F,GEN,38,BSP,2893,9,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,69,MUSTAFABAD,GEN,None of the Above,NULL,NULL,NULL,NOTA,587,13,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,69,MUSTAFABAD,GEN,ALI ABBAS,M,GEN,35,HCP,418,14,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,69,MUSTAFABAD,GEN,SHER KHA MALIK,M,GEN,48,IND,399,15,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,69,MUSTAFABAD,GEN,JAI SINGH CHAUDHARY,M,GEN,32,IND,169,18,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,69,MUSTAFABAD,GEN,SARFUDDIN,M,GEN,33,GaAP,138,22,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,69,MUSTAFABAD,GEN,KALI CHARAN,M,GEN,51,IND,129,23,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,70,KARAWAL NAGAR,GEN,KAPIL MISHRA,M,GEN,34,AAAP,101865,1,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,70,KARAWAL NAGAR,GEN,MOHAN SINGH BISHT,M,GEN,57,BJP,57434,2,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,70,KARAWAL NAGAR,GEN,SATAN PAL DAYMA,M,GEN,51,INC,5362,7,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,70,KARAWAL NAGAR,GEN,DHARMENDRA SINGH,M,GEN,45,BSP,2202,9,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,70,KARAWAL NAGAR,GEN,None of the Above,NULL,NULL,NULL,NOTA,888,12,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,70,KARAWAL NAGAR,GEN,RANJIT TIWARI,M,GEN,43,CPM,712,13,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,70,KARAWAL NAGAR,GEN,SUNDER SINGH DEDHA,M,GEN,48,IND,696,14,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,70,KARAWAL NAGAR,GEN,DHARM DASS,M,GEN,59,RBHP,279,18,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,70,KARAWAL NAGAR,GEN,JOGINDER SINGH,M,GEN,38,IND,211,20,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,70,KARAWAL NAGAR,GEN,SHYAM PAL SINGH,M,GEN,47,NAPt,151,22,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,70,KARAWAL NAGAR,GEN,SARYUG NARYAN,M,GEN,54,SASAPT,146,23,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,70,KARAWAL NAGAR,GEN,ANIL KUMAR,M,GEN,43,ASSP,144,24,,,,,,,,
U05,NCT OF Delhi,2,2015,NORTH EAST                    ,70,KARAWAL NAGAR,GEN,PRAHLAD KUMAR GUPTA,M,GEN,40,HND,115,26,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,VW_EveryCandInfoIC_Rank,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
