ST_CODE,ST_NAME,MONTH,YEAR,DIST_NAME,AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTY,VOTES,POSITION
S09,Jammu & Kashmir,12,2014,RAMBAN,56,Banihal,GEN,VIKAR RASOOL WANI,M,GEN,39,INC,17671,1
S09,Jammu & Kashmir,12,2014,RAMBAN,56,Banihal,GEN,BASHIR AHMED RUNYAL,M,GEN,60,JKPDP,13322,2
S09,Jammu & Kashmir,12,2014,RAMBAN,56,Banihal,GEN,SAJAD SHAHEEN,M,GEN,46,JKN,13002,3
S09,Jammu & Kashmir,12,2014,RAMBAN,56,Banihal,GEN,SHOWKET JAVEED DAING,M,GEN,34,BJP,9874,4
S09,Jammu & Kashmir,12,2014,RAMBAN,56,Banihal,GEN,None of the Above,NULL,NULL,NULL,NOTA,2405,5
S09,Jammu & Kashmir,12,2014,RAMBAN,56,Banihal,GEN,SEWA SINGH BALI,M,GEN,40,JKNPP,733,6
S09,Jammu & Kashmir,12,2014,RAMBAN,56,Banihal,GEN,MOHD ALI,M,GEN,51,BSP,656,7
S09,Jammu & Kashmir,12,2014,REASI,57,Gulab Garh,GEN,MUMTAZ AHMED,M,ST,39,INC,17964,1
S09,Jammu & Kashmir,12,2014,REASI,57,Gulab Garh,GEN,ABDUL GANI MALIK,M,GEN,55,JKN,16148,2
S09,Jammu & Kashmir,12,2014,REASI,57,Gulab Garh,GEN,SHAFIQ UR REHMAN,M,GEN,37,JKPDP,11202,3
S09,Jammu & Kashmir,12,2014,REASI,57,Gulab Garh,GEN,PARDEEP SINGH,M,GEN,48,BJP,8767,4
S09,Jammu & Kashmir,12,2014,REASI,57,Gulab Garh,GEN,SHABER AHMED,M,SC,29,HJP,741,5
S09,Jammu & Kashmir,12,2014,REASI,57,Gulab Garh,GEN,None of the Above,NULL,NULL,NULL,NOTA,539,6
S09,Jammu & Kashmir,12,2014,REASI,57,Gulab Garh,GEN,JAWAHAR SINGH,M,GEN,47,BSP,425,7
S09,Jammu & Kashmir,12,2014,REASI,57,Gulab Garh,GEN,BASHIR UD DIN,M,GEN,26,JKNPP,346,8
S09,Jammu & Kashmir,12,2014,REASI,58,Reasi,GEN,AJAY NANDA,M,GEN,47,BJP,22017,1
S09,Jammu & Kashmir,12,2014,REASI,58,Reasi,GEN,SARAF SINGH,M,GEN,40,IND,20130,2
S09,Jammu & Kashmir,12,2014,REASI,58,Reasi,GEN,JUGAL KISHORE,M,GEN,56,INC,18929,3
S09,Jammu & Kashmir,12,2014,REASI,58,Reasi,GEN,KARNAIL SINGH,M,GEN,46,IND,10256,4
S09,Jammu & Kashmir,12,2014,REASI,58,Reasi,GEN,JAGJIWAN LAL,M,SC,62,JKN,9457,5
S09,Jammu & Kashmir,12,2014,REASI,58,Reasi,GEN,BALDEV RAJ SHARMA,M,GEN,60,IND,2061,6
S09,Jammu & Kashmir,12,2014,REASI,58,Reasi,GEN,KARAN SINGH,M,GEN,53,BSP,1048,7
S09,Jammu & Kashmir,12,2014,REASI,58,Reasi,GEN,OM PARKASH,M,GEN,59,CPM,664,8
S09,Jammu & Kashmir,12,2014,REASI,58,Reasi,GEN,None of the Above,NULL,NULL,NULL,NOTA,597,9
S09,Jammu & Kashmir,12,2014,REASI,58,Reasi,GEN,RANO DEVI,F,SC,55,IND,379,10
S09,Jammu & Kashmir,12,2014,REASI,58,Reasi,GEN,BALWAN SINGH,M,GEN,47,JKNPP,372,11
S09,Jammu & Kashmir,12,2014,REASI,58,Reasi,GEN,MEENAKSHI SHARMA,F,GEN,49,IND,359,12
S09,Jammu & Kashmir,12,2014,REASI,58,Reasi,GEN,BANSI LAL,M,GEN,49,IND,340,13
S09,Jammu & Kashmir,12,2014,REASI,58,Reasi,GEN,KULDEEP SINGH,M,GEN,44,IND,296,14
S09,Jammu & Kashmir,12,2014,REASI,58,Reasi,GEN,ANIL KUMAR,M,GEN,35,IND,266,15
S09,Jammu & Kashmir,12,2014,REASI,59,Gool Arnas,GEN,AJAZ AHMED KHAN,M,ST,45,INC,22966,1
S09,Jammu & Kashmir,12,2014,REASI,59,Gool Arnas,GEN,KULDEEP RAJ DUBEY,M,GEN,57,BJP,16088,2
S09,Jammu & Kashmir,12,2014,REASI,59,Gool Arnas,GEN,IMTIYAZ AHMED SHAN,M,GEN,39,JKPDP,7132,3
S09,Jammu & Kashmir,12,2014,REASI,59,Gool Arnas,GEN,SHAMSHAD BANO,F,GEN,37,JKN,2203,4
S09,Jammu & Kashmir,12,2014,REASI,59,Gool Arnas,GEN,None of the Above,NULL,NULL,NULL,NOTA,627,5
S09,Jammu & Kashmir,12,2014,REASI,59,Gool Arnas,GEN,GULZAR AHMED WANI,M,GEN,45,IND,452,6
S09,Jammu & Kashmir,12,2014,REASI,59,Gool Arnas,GEN,ABDUL REHMAN,M,GEN,43,IND,412,7
S09,Jammu & Kashmir,12,2014,REASI,59,Gool Arnas,GEN,ARJUN SINGH,M,GEN,27,IND,393,8
S09,Jammu & Kashmir,12,2014,REASI,59,Gool Arnas,GEN,SHIBAN,M,GEN,63,BSP,210,9
S09,Jammu & Kashmir,12,2014,REASI,59,Gool Arnas,GEN,SHAKEEL AHMED,M,GEN,34,JKNPP,145,10
S09,Jammu & Kashmir,12,2014,REASI,59,Gool Arnas,GEN,ROMAIL SINGH,M,GEN,29,IND,138,11
S09,Jammu & Kashmir,12,2014,UDHAMPUR,60,Udhampur,GEN,PAWAN KUMAR GUPTA,M,GEN,56,IND,36226,1
S09,Jammu & Kashmir,12,2014,UDHAMPUR,60,Udhampur,GEN,BALWANT SINGH MANKOTIA,M,GEN,45,JKNPP,21576,2
S09,Jammu & Kashmir,12,2014,UDHAMPUR,60,Udhampur,GEN,PAWAN KHAJURIA,M,GEN,42,BJP,20174,3
S09,Jammu & Kashmir,12,2014,UDHAMPUR,60,Udhampur,GEN,SUNIL VERMA,M,GEN,53,JKN,1440,4
S09,Jammu & Kashmir,12,2014,UDHAMPUR,60,Udhampur,GEN,ASHOK KUMAR GUPTA,M,GEN,56,INC,1249,5
S09,Jammu & Kashmir,12,2014,UDHAMPUR,60,Udhampur,GEN,SUKHDEV SHARMA,M,GEN,42,JKPDP,1149,6
S09,Jammu & Kashmir,12,2014,UDHAMPUR,60,Udhampur,GEN,SOMA,M,GEN,42,IND,1088,7
S09,Jammu & Kashmir,12,2014,UDHAMPUR,60,Udhampur,GEN,RANJIT SINGH,M,GEN,35,BSP,882,8
S09,Jammu & Kashmir,12,2014,UDHAMPUR,60,Udhampur,GEN,None of the Above,NULL,NULL,NULL,NOTA,653,9
S09,Jammu & Kashmir,12,2014,UDHAMPUR,60,Udhampur,GEN,ANIL KHAJURIA,M,GEN,31,IND,407,10
S09,Jammu & Kashmir,12,2014,UDHAMPUR,60,Udhampur,GEN,DHARAM PAUL,M,GEN,57,HJP,247,11
S09,Jammu & Kashmir,12,2014,UDHAMPUR,61,Chenani,SC,DINA NATH,M,SC,68,BJP,33047,1
S09,Jammu & Kashmir,12,2014,UDHAMPUR,61,Chenani,SC,KRISHAN CHANDER,M,SC,59,INC,12715,2
S09,Jammu & Kashmir,12,2014,UDHAMPUR,61,Chenani,SC,DHANI RAM ATRI,M,SC,53,JKNPP,11992,3
S09,Jammu & Kashmir,12,2014,UDHAMPUR,61,Chenani,SC,HANS RAJ,M,SC,58,JKPDP,2929,4
S09,Jammu & Kashmir,12,2014,UDHAMPUR,61,Chenani,SC,PUSHPA DEVI,F,SC,35,SP,1830,5
S09,Jammu & Kashmir,12,2014,UDHAMPUR,61,Chenani,SC,SANSAR CHAND,M,SC,47,JKN,1198,6
S09,Jammu & Kashmir,12,2014,UDHAMPUR,61,Chenani,SC,None of the Above,NULL,NULL,NULL,NOTA,1185,7
S09,Jammu & Kashmir,12,2014,UDHAMPUR,61,Chenani,SC,MOHINDER KUMAR,M,SC,30,BSP,980,8
S09,Jammu & Kashmir,12,2014,UDHAMPUR,62,Ram Nagar,GEN,RANBIR SINGH PATHANIA,M,GEN,35,BJP,45891,1
S09,Jammu & Kashmir,12,2014,UDHAMPUR,62,Ram Nagar,GEN,HARSH DEV SINGH,M,GEN,54,JKNPP,28471,2
S09,Jammu & Kashmir,12,2014,UDHAMPUR,62,Ram Nagar,GEN,RAJ KAPOOR,M,GEN,43,JKN,3073,3
S09,Jammu & Kashmir,12,2014,UDHAMPUR,62,Ram Nagar,GEN,SUKHAM CHAND,M,SC,65,BSP,1424,4
S09,Jammu & Kashmir,12,2014,UDHAMPUR,62,Ram Nagar,GEN,VINOD KUMAR SHARMA,M,GEN,39,INC,1384,5
S09,Jammu & Kashmir,12,2014,UDHAMPUR,62,Ram Nagar,GEN,SANJU KUMAR,M,GEN,41,IND,1086,6
S09,Jammu & Kashmir,12,2014,UDHAMPUR,62,Ram Nagar,GEN,None of the Above,NULL,NULL,NULL,NOTA,1048,7
S09,Jammu & Kashmir,12,2014,KATHUA,63,Bani,GEN,JEWAN LAL,M,ST,44,BJP,12841,1
S09,Jammu & Kashmir,12,2014,KATHUA,63,Bani,GEN,GHULAM HYDER MALIK,M,GEN,62,JKN,8429,2
S09,Jammu & Kashmir,12,2014,KATHUA,63,Bani,GEN,LAL CHAND,M,GEN,64,IND,5012,3
S09,Jammu & Kashmir,12,2014,KATHUA,63,Bani,GEN,PAWAN DEV SINGH,M,GEN,35,JKNPP,2916,4
S09,Jammu & Kashmir,12,2014,KATHUA,63,Bani,GEN,RAJNISH SHARMA,M,GEN,49,INC,1379,5
S09,Jammu & Kashmir,12,2014,KATHUA,63,Bani,GEN,MOHD SALIM LONE,M,GEN,58,JKPDP,1087,6
S09,Jammu & Kashmir,12,2014,KATHUA,63,Bani,GEN,MADAN LAL,M,SC,30,IND,310,7
S09,Jammu & Kashmir,12,2014,KATHUA,63,Bani,GEN,None of the Above,NULL,NULL,NULL,NOTA,302,8
S09,Jammu & Kashmir,12,2014,KATHUA,63,Bani,GEN,MOHD RAFIQ,M,GEN,39,IND,258,9
S09,Jammu & Kashmir,12,2014,KATHUA,63,Bani,GEN,RAMZAN HUSSIAN,M,GEN,63,BSP,115,10
S09,Jammu & Kashmir,12,2014,KATHUA,63,Bani,GEN,DEEP KUMAR,M,GEN,41,IND,80,11
S09,Jammu & Kashmir,12,2014,KATHUA,63,Bani,GEN,PISHORI LAL,M,GEN,53,IND,79,12
S09,Jammu & Kashmir,12,2014,KATHUA,64,Basohli,GEN,LAL SINGH,M,GEN,55,BJP,29808,1
S09,Jammu & Kashmir,12,2014,KATHUA,64,Basohli,GEN,DAVINDER SINGH,M,GEN,46,JKN,12007,2
S09,Jammu & Kashmir,12,2014,KATHUA,64,Basohli,GEN,JAGDISH RAJ SPOLIA,M,GEN,68,INC,8809,3
S09,Jammu & Kashmir,12,2014,KATHUA,64,Basohli,GEN,RAJINDER SINGH,M,GEN,40,IND,2550,4
S09,Jammu & Kashmir,12,2014,KATHUA,64,Basohli,GEN,DARSHAN KUMAR,M,GEN,40,IND,508,5
S09,Jammu & Kashmir,12,2014,KATHUA,64,Basohli,GEN,RANGIL SINGH,M,GEN,68,JKPDP,502,6
S09,Jammu & Kashmir,12,2014,KATHUA,64,Basohli,GEN,None of the Above,NULL,NULL,NULL,NOTA,462,7
S09,Jammu & Kashmir,12,2014,KATHUA,64,Basohli,GEN,ROMESH CHANDER GUPTA,M,GEN,52,JKNPP,431,8
S09,Jammu & Kashmir,12,2014,KATHUA,64,Basohli,GEN,PARVEZ AHMED REZA,M,GEN,57,IND,360,9
S09,Jammu & Kashmir,12,2014,KATHUA,64,Basohli,GEN,KHADAM HUSSAIN,M,GEN,41,BSP,261,10
S09,Jammu & Kashmir,12,2014,KATHUA,64,Basohli,GEN,SHAMS DEEN,M,GEN,49,IND,206,11
S09,Jammu & Kashmir,12,2014,KATHUA,64,Basohli,GEN,JAGDISH CHANDER,M,GEN,70,IND,159,12
S09,Jammu & Kashmir,12,2014,KATHUA,64,Basohli,GEN,CHARAN DASS,M,GEN,44,IND,100,13
S09,Jammu & Kashmir,12,2014,KATHUA,65,Kathua,GEN,RAJIV JASROTIA,M,GEN,41,BJP,35670,1
S09,Jammu & Kashmir,12,2014,KATHUA,65,Kathua,GEN,SOM RAJ MAJOTRA,M,SC,62,BSP,28864,2
S09,Jammu & Kashmir,12,2014,KATHUA,65,Kathua,GEN,CHARANJIT SINGH,M,GEN,61,IND,13242,3
S09,Jammu & Kashmir,12,2014,KATHUA,65,Kathua,GEN,JATINDER SINGH ALIAS BABU SINGH,M,GEN,55,INC,7195,4
S09,Jammu & Kashmir,12,2014,KATHUA,65,Kathua,GEN,SUBASH CHANDER,M,GEN,65,JKPDP,1305,5
S09,Jammu & Kashmir,12,2014,KATHUA,65,Kathua,GEN,ROBIN RAMKRISHAN ALIAS ROBIN SHARMA,M,GEN,34,IND,1088,6
S09,Jammu & Kashmir,12,2014,KATHUA,65,Kathua,GEN,MANOJ KUMAR,M,SC,39,CPI,760,7
S09,Jammu & Kashmir,12,2014,KATHUA,65,Kathua,GEN,KISHOR KUMAR,M,GEN,56,JKN,702,8
S09,Jammu & Kashmir,12,2014,KATHUA,65,Kathua,GEN,BALBIR SINGH,M,GEN,31,JKNPP,505,9
S09,Jammu & Kashmir,12,2014,KATHUA,65,Kathua,GEN,S. JAMIT SINGH,M,GEN,52,IND,411,10
S09,Jammu & Kashmir,12,2014,KATHUA,65,Kathua,GEN,NARESH KUMAR SHARMA,M,GEN,41,IND,386,11
S09,Jammu & Kashmir,12,2014,KATHUA,65,Kathua,GEN,None of the Above,NULL,NULL,NULL,NOTA,272,12
S09,Jammu & Kashmir,12,2014,KATHUA,65,Kathua,GEN,GURNAM SINGH,M,GEN,43,AJKMP,227,13
S09,Jammu & Kashmir,12,2014,KATHUA,65,Kathua,GEN,KASTURI LAL,M,GEN,60,BMUP,212,14
S09,Jammu & Kashmir,12,2014,KATHUA,65,Kathua,GEN,SUDESH KUMAR,M,SC,37,IND,201,15
S09,Jammu & Kashmir,12,2014,KATHUA,65,Kathua,GEN,HARISH CHANDER SHARMA,M,GEN,61,IND,165,16
S09,Jammu & Kashmir,12,2014,KATHUA,66,Billawar,GEN,DR. NIRMAL KUMAR SINGH,M,GEN,58,BJP,43447,1
S09,Jammu & Kashmir,12,2014,KATHUA,66,Billawar,GEN,DR. MANOHAR LAL SHARMA,M,GEN,48,INC,25472,2
S09,Jammu & Kashmir,12,2014,KATHUA,66,Billawar,GEN,SANJEEV KHAJURIA,M,GEN,54,JKN,3084,3
S09,Jammu & Kashmir,12,2014,KATHUA,66,Billawar,GEN,NARESH KUMAR,M,SC,30,BSP,834,4
S09,Jammu & Kashmir,12,2014,KATHUA,66,Billawar,GEN,None of the Above,NULL,NULL,NULL,NOTA,414,5
S09,Jammu & Kashmir,12,2014,KATHUA,66,Billawar,GEN,MAHMOOD HUSSAIN,M,GEN,47,IND,388,6
S09,Jammu & Kashmir,12,2014,KATHUA,66,Billawar,GEN,RAVINDER SINGH,M,GEN,44,JKNPP,352,7
S09,Jammu & Kashmir,12,2014,KATHUA,66,Billawar,GEN,JATINDER SINGH,M,GEN,55,JKPDP,344,8
S09,Jammu & Kashmir,12,2014,KATHUA,66,Billawar,GEN,SHAM LAL GUPTA,M,GEN,51,IND,192,9
S09,Jammu & Kashmir,12,2014,KATHUA,67,Hira Nagar,SC,KULDEEP RAJ,M,SC,41,BJP,55399,1
S09,Jammu & Kashmir,12,2014,KATHUA,67,Hira Nagar,SC,GIRDHARI LAL CHALOTRA,M,SC,75,INC,16115,2
S09,Jammu & Kashmir,12,2014,KATHUA,67,Hira Nagar,SC,BANSI LAL KANDLEY,M,SC,51,IND,3158,3
S09,Jammu & Kashmir,12,2014,KATHUA,67,Hira Nagar,SC,PURAN CHAND,M,SC,48,BSP,1917,4
S09,Jammu & Kashmir,12,2014,KATHUA,67,Hira Nagar,SC,CHANDU RAM,M,SC,69,JKN,1057,5
S09,Jammu & Kashmir,12,2014,KATHUA,67,Hira Nagar,SC,SURAJ PARKASH,M,SC,61,JKPDP,992,6
S09,Jammu & Kashmir,12,2014,KATHUA,67,Hira Nagar,SC,RAVAIL SINGH,M,SC,36,IND,639,7
S09,Jammu & Kashmir,12,2014,KATHUA,67,Hira Nagar,SC,None of the Above,NULL,NULL,NULL,NOTA,434,8
S09,Jammu & Kashmir,12,2014,KATHUA,67,Hira Nagar,SC,JAGDISH RAJ,M,SC,43,JKNPP,407,9
S09,Jammu & Kashmir,12,2014,SAMBA,68,Samba(SC),SC,DEVINDER KUMAR MANYAL,M,SC,45,BJP,34075,1
S09,Jammu & Kashmir,12,2014,SAMBA,68,Samba(SC),SC,YASH PAUL KUNDAL,M,SC,43,JKNPP,11957,2
S09,Jammu & Kashmir,12,2014,SAMBA,68,Samba(SC),SC,SUBHASH CHANDER,M,SC,59,INC,9063,3
S09,Jammu & Kashmir,12,2014,SAMBA,68,Samba(SC),SC,SUNNY SANGRAL,M,SC,30,JKPDP,2971,4
S09,Jammu & Kashmir,12,2014,SAMBA,68,Samba(SC),SC,SOM NATH,M,SC,54,BSP,2779,5
S09,Jammu & Kashmir,12,2014,SAMBA,68,Samba(SC),SC,SATWANT KAUR,F,SC,51,JKN,2220,6
S09,Jammu & Kashmir,12,2014,SAMBA,68,Samba(SC),SC,None of the Above,NULL,NULL,NULL,NOTA,524,7
S09,Jammu & Kashmir,12,2014,SAMBA,68,Samba(SC),SC,VIJAY KUMAR ATRI,M,SC,62,NCP,310,8
S09,Jammu & Kashmir,12,2014,SAMBA,68,Samba(SC),SC,DARSHAN KUMAR,M,SC,44,BMUP,296,9
S09,Jammu & Kashmir,12,2014,SAMBA,69,Vijay pur,GEN,CHANDER PARKASH,M,GEN,59,BJP,38607,1
S09,Jammu & Kashmir,12,2014,SAMBA,69,Vijay pur,GEN,SURJIT SINGH SLATHIA,M,GEN,59,JKN,26435,2
S09,Jammu & Kashmir,12,2014,SAMBA,69,Vijay pur,GEN,MANJIT SINGH,M,GEN,51,INC,15761,3
S09,Jammu & Kashmir,12,2014,SAMBA,69,Vijay pur,GEN,HARMESH SINGH SLATHIA,M,GEN,58,JKPDP,3480,4
S09,Jammu & Kashmir,12,2014,SAMBA,69,Vijay pur,GEN,RAJ SINGH,M,GEN,55,IND,1108,5
S09,Jammu & Kashmir,12,2014,SAMBA,69,Vijay pur,GEN,JAGDISH RAJ,M,GEN,57,BSP,629,6
S09,Jammu & Kashmir,12,2014,SAMBA,69,Vijay pur,GEN,RAJAN JAMWAL,M,GEN,49,IND,543,7
S09,Jammu & Kashmir,12,2014,SAMBA,69,Vijay pur,GEN,RAJESH KUMAR PARGOTRA,M,GEN,43,JKNPP,513,8
S09,Jammu & Kashmir,12,2014,SAMBA,69,Vijay pur,GEN,AJAD HUSSAIN,M,ST,49,IND,512,9
S09,Jammu & Kashmir,12,2014,SAMBA,69,Vijay pur,GEN,SANJEEV KUMAR,M,SC,27,IND,347,10
S09,Jammu & Kashmir,12,2014,SAMBA,69,Vijay pur,GEN,KULDEEP KUMAR,M,GEN,54,IND,310,11
S09,Jammu & Kashmir,12,2014,SAMBA,69,Vijay pur,GEN,None of the Above,NULL,NULL,NULL,NOTA,263,12
S09,Jammu & Kashmir,12,2014,SAMBA,69,Vijay pur,GEN,BAHADUR SINGH CHOWDHARY,M,GEN,63,IND,176,13
S09,Jammu & Kashmir,12,2014,SAMBA,69,Vijay pur,GEN,JEET RAM,M,SC,64,BMUP,104,14
S09,Jammu & Kashmir,12,2014,SAMBA,69,Vijay pur,GEN,KAMAL KISHORE,M,GEN,27,HJP,69,15
S09,Jammu & Kashmir,12,2014,JAMMU,70,Nagrota,GEN,DEVENDER SINGH RANA,M,GEN,49,JKN,23678,1
S09,Jammu & Kashmir,12,2014,JAMMU,70,Nagrota,GEN,NAND KISHORE,M,GEN,46,BJP,19630,2
S09,Jammu & Kashmir,12,2014,JAMMU,70,Nagrota,GEN,RAKESH WAZIR,M,GEN,42,BSP,6422,3
S09,Jammu & Kashmir,12,2014,JAMMU,70,Nagrota,GEN,SHIV DEV SINGH,M,GEN,62,INC,4853,4
S09,Jammu & Kashmir,12,2014,JAMMU,70,Nagrota,GEN,CH HUSSAIN ALI WAFFA,M,ST,56,JKPDP,4049,5
S09,Jammu & Kashmir,12,2014,JAMMU,70,Nagrota,GEN,NAZAKAT ALI KHATANA,M,ST,42,IND,616,6
S09,Jammu & Kashmir,12,2014,JAMMU,70,Nagrota,GEN,None of the Above,NULL,NULL,NULL,NOTA,594,7
S09,Jammu & Kashmir,12,2014,JAMMU,70,Nagrota,GEN,VILAKSHANA SINGH,M,GEN,35,JKNPP,286,8
S09,Jammu & Kashmir,12,2014,JAMMU,70,Nagrota,GEN,KAMAL KUMAR,M,GEN,30,IND,179,9
S09,Jammu & Kashmir,12,2014,JAMMU,70,Nagrota,GEN,RIAZ AHMED,M,ST,58,JPC,151,10
S09,Jammu & Kashmir,12,2014,JAMMU,70,Nagrota,GEN,ABDUL GANI,M,ST,51,JSM(P),118,11
S09,Jammu & Kashmir,12,2014,JAMMU,70,Nagrota,GEN,BANSI LAL,M,GEN,49,AJKMP,95,12
S09,Jammu & Kashmir,12,2014,JAMMU,71,Gandhi Nagar,GEN,KAVINDER GUPTA,M,GEN,55,BJP,56679,1
S09,Jammu & Kashmir,12,2014,JAMMU,71,Gandhi Nagar,GEN,RAMAN BHALLA,M,GEN,52,INC,39902,2
S09,Jammu & Kashmir,12,2014,JAMMU,71,Gandhi Nagar,GEN,AMRIK SINGH,M,GEN,57,JKPDP,9815,3
S09,Jammu & Kashmir,12,2014,JAMMU,71,Gandhi Nagar,GEN,SURINDER SINGH BUNTY,M,GEN,43,JKN,1099,4
S09,Jammu & Kashmir,12,2014,JAMMU,71,Gandhi Nagar,GEN,RAVINDER SINGH PAPPU,M,GEN,45,BSP,1080,5
S09,Jammu & Kashmir,12,2014,JAMMU,71,Gandhi Nagar,GEN,KULDEEP SINGH,M,GEN,50,IND,526,6
S09,Jammu & Kashmir,12,2014,JAMMU,71,Gandhi Nagar,GEN,None of the Above,NULL,NULL,NULL,NOTA,523,7
S09,Jammu & Kashmir,12,2014,JAMMU,71,Gandhi Nagar,GEN,GOURAV KAPOOR,M,GEN,28,NCP,414,8
S09,Jammu & Kashmir,12,2014,JAMMU,71,Gandhi Nagar,GEN,MADHU BALA,F,GEN,40,IND,277,9
S09,Jammu & Kashmir,12,2014,JAMMU,71,Gandhi Nagar,GEN,ANITA KUMARI,F,GEN,43,JKNPP,180,10
S09,Jammu & Kashmir,12,2014,JAMMU,71,Gandhi Nagar,GEN,PRABODH CHANDER SHARMA,M,GEN,67,IND,143,11
S09,Jammu & Kashmir,12,2014,JAMMU,71,Gandhi Nagar,GEN,KANCHAN SHARMA,F,GEN,45,BHBP,124,12
S09,Jammu & Kashmir,12,2014,JAMMU,72,Jammu East,GEN,RAJESH GUPTA,M,GEN,45,BJP,21776,1
S09,Jammu & Kashmir,12,2014,JAMMU,72,Jammu East,GEN,VIKRAM MALHOTRA,M,GEN,38,INC,9082,2
S09,Jammu & Kashmir,12,2014,JAMMU,72,Jammu East,GEN,BHARAT CHOWDHARY,M,GEN,31,JKPDP,3072,3
S09,Jammu & Kashmir,12,2014,JAMMU,72,Jammu East,GEN,SANJEEV GUPTA,M,GEN,43,IND,430,4
S09,Jammu & Kashmir,12,2014,JAMMU,72,Jammu East,GEN,BIMLA LUTHRA,F,GEN,61,JKN,261,5
S09,Jammu & Kashmir,12,2014,JAMMU,72,Jammu East,GEN,KASTURI LAL GUPTA,M,GEN,62,IND,240,6
S09,Jammu & Kashmir,12,2014,JAMMU,72,Jammu East,GEN,RAJESH GONDHI,M,GEN,40,JKNPP,136,7
S09,Jammu & Kashmir,12,2014,JAMMU,72,Jammu East,GEN,None of the Above,NULL,NULL,NULL,NOTA,129,8
S09,Jammu & Kashmir,12,2014,JAMMU,72,Jammu East,GEN,AJAY JAGOTRA,M,GEN,37,IND,112,9
S09,Jammu & Kashmir,12,2014,JAMMU,72,Jammu East,GEN,MAHESH CHANDER PADHA,M,GEN,47,IND,60,10
S09,Jammu & Kashmir,12,2014,JAMMU,73,Jammu West,GEN,SAT PAUL SHARMA,M,GEN,53,BJP,69626,1
S09,Jammu & Kashmir,12,2014,JAMMU,73,Jammu West,GEN,SURINDER SINGH SHINGARI,M,GEN,44,INC,18997,2
S09,Jammu & Kashmir,12,2014,JAMMU,73,Jammu West,GEN,DHARAMVEER SINGH,M,GEN,49,JKN,4733,3
S09,Jammu & Kashmir,12,2014,JAMMU,73,Jammu West,GEN,SARV DAMAN BHASIN,M,GEN,67,JKPDP,2419,4
S09,Jammu & Kashmir,12,2014,JAMMU,73,Jammu West,GEN,MOHINDER KUMAR,M,GEN,65,BSP,523,5
S09,Jammu & Kashmir,12,2014,JAMMU,73,Jammu West,GEN,DR. ANIL KUMAR DHAR,M,GEN,50,IND,446,6
S09,Jammu & Kashmir,12,2014,JAMMU,73,Jammu West,GEN,SANJAY GUPTA,M,GEN,46,IND,378,7
S09,Jammu & Kashmir,12,2014,JAMMU,73,Jammu West,GEN,None of the Above,NULL,NULL,NULL,NOTA,359,8
S09,Jammu & Kashmir,12,2014,JAMMU,73,Jammu West,GEN,RAJINDER SINGH BLORIA,M,GEN,66,NCP,254,9
S09,Jammu & Kashmir,12,2014,JAMMU,73,Jammu West,GEN,KANWARJEET,M,SC,47,IND,220,10
S09,Jammu & Kashmir,12,2014,JAMMU,73,Jammu West,GEN,GHANI SHAM,M,GEN,43,RKSP,158,11
S09,Jammu & Kashmir,12,2014,JAMMU,73,Jammu West,GEN,SAWTANTER BHARAT BAKSHI,M,GEN,63,IND,113,12
S09,Jammu & Kashmir,12,2014,JAMMU,73,Jammu West,GEN,NEERAJ GUPTA,M,GEN,39,JKNPP,110,13
S09,Jammu & Kashmir,12,2014,JAMMU,73,Jammu West,GEN,ARUN KUMAR SAWHNEY,M,GEN,53,IND,87,14
S09,Jammu & Kashmir,12,2014,JAMMU,73,Jammu West,GEN,VIJAY KUMAR VERMA,M,GEN,48,IND,78,15
S09,Jammu & Kashmir,12,2014,JAMMU,73,Jammu West,GEN,UDAY CHAND,M,GEN,62,DGPP,73,16
S09,Jammu & Kashmir,12,2014,JAMMU,74,Bishnah,GEN,KAMAL VERMA,M,GEN,53,JKN,29380,1
S09,Jammu & Kashmir,12,2014,JAMMU,74,Bishnah,GEN,ASHWANI KUMAR SHARMA,M,GEN,54,BJP,26394,2
S09,Jammu & Kashmir,12,2014,JAMMU,74,Bishnah,GEN,FAQIR CHAND,M,SC,58,JKPDP,8112,3
S09,Jammu & Kashmir,12,2014,JAMMU,74,Bishnah,GEN,GULCHAIN SINGH CHARAK,M,GEN,73,INC,3272,4
S09,Jammu & Kashmir,12,2014,JAMMU,74,Bishnah,GEN,BHARAT BUSHAN,M,SC,38,BSP,1668,5
S09,Jammu & Kashmir,12,2014,JAMMU,74,Bishnah,GEN,None of the Above,NULL,NULL,NULL,NOTA,490,6
S09,Jammu & Kashmir,12,2014,JAMMU,74,Bishnah,GEN,GHANSHAM SHARMA,M,GEN,55,JKNPP,473,7
S09,Jammu & Kashmir,12,2014,JAMMU,74,Bishnah,GEN,VICKY KUMAR DOGRA,M,SC,29,BMUP,248,8
S09,Jammu & Kashmir,12,2014,JAMMU,74,Bishnah,GEN,KRISHAN KUMAR DIGRA,M,SC,60,NCP,223,9
S09,Jammu & Kashmir,12,2014,JAMMU,74,Bishnah,GEN,RAM PAL KHAJURIA,M,GEN,63,IND,185,10
S09,Jammu & Kashmir,12,2014,JAMMU,74,Bishnah,GEN,BIMLA DEVI MOTTAN,F,SC,61,SP,142,11
