ST_CODE,ST_NAME,PC_NO,PC_NAME,CANDIDATE,CANDIDATE_SEX,CANDIDATE_AGE,CANDIDATE_CATEGORY,PARTY,VOTES
S11,Kerala,,Alappuzha,Adv.Shanimol Osman,F,52,GEN,INC,435496
S11,Kerala,,Alappuzha,Dr.K.S.Radhakrishnan,M,64,GEN,BJP,187729
S11,Kerala,,Alappuzha,Varkala Raj,M,57,GEN,PDP,1689
S11,Kerala,,Alappuzha,Adv.Prasanthbhim,M,33,SC,BSP,2431
S11,Kerala,,Alappuzha,Vayalar Rajeevan,M,46,SC,IND,696
S11,Kerala,,Alappuzha,K.S.Shan,M,36,GEN,SDPI,3595
S11,Kerala,,Alappuzha,A.Akhilesh,M,38,SC,APoI,1782
S11,Kerala,,Alappuzha,Satheesh Shenoi,M,37,GEN,IND,783
S11,Kerala,,Alappuzha,Thahir,M,36,GEN,IND,571
S11,Kerala,,Mavelikkara,Aji Pathanapuram,M,34,SC,IND,602
S11,Kerala,,Mavelikkara,K.Bimalji,M,41,SC,SUCI(C),1450
S11,Kerala,,Mavelikkara,Kodikunnil Suresh,M,56,SC,INC,440415
S11,Kerala,,Mavelikkara,Chittayam Gopakumar,M,53,SC,CPI,379277
S11,Kerala,,Mavelikkara,Thazhava Sahadevan,M,64,SC,BDJS,133546
S11,Kerala,,Mavelikkara,Usha Kottarakkara,F,47,SC,IND,1620
S11,Kerala,,Mavelikkara,Kuttan Kattachira,M,62,SC,IND,1982
S11,Kerala,,Mavelikkara,Thollur Rajagopalan,M,48,SC,BSP,3864
S11,Kerala,,Mavelikkara,Ajayakumar,M,40,SC,IND,1211
S11,Kerala,,Mavelikkara,Raghavan R,M,70,SC,IND,1314
S11,Kerala,,Pathanamthitta,Veena George,F,42,GEN,CPM,336684
S11,Kerala,,Pathanamthitta,Binu Baby,M,43,GEN,SUCI(C),622
S11,Kerala,,Pathanamthitta,K Surendran,M,49,GEN,BJP,297396
S11,Kerala,,Pathanamthitta,Ratheesh Choorakodu,M,34,SC,IND,594
S11,Kerala,,Pathanamthitta,Shibu Parakkadavan,M,46,GEN,BSP,3814
S11,Kerala,,Pathanamthitta,Anto Antony,M,62,GEN,INC,380927
S11,Kerala,,Pathanamthitta,Veena V,F,29,GEN,IND,1809
S11,Kerala,,Pathanamthitta,Jose George,M,42,GEN,APoI,1355
S11,Kerala,,Kollam,Twinkle Prabhakaran,F,41,GEN,SUCI(C),1319
S11,Kerala,,Kollam,Adv.K.V.Sabu,M,57,GEN,BJP,103339
S11,Kerala,,Kollam,N.K.Premachandran,M,58,GEN,RSP,499677
S11,Kerala,,Kollam,Saji Kollam,M,30,SC,IND,2629
S11,Kerala,,Kollam,K.N.Balagopal,M,55,GEN,CPM,350821
S11,Kerala,,Kollam,N.Jayarajan,M,58,SC,IND,830
S11,Kerala,,Kollam,Suni Kalluvathukkal,M,42,SC,IND,1708
S11,Kerala,,Kollam,Dr.Sreekumar.J,M,48,GEN,IND,1150
S11,Kerala,,Kollam,Nagaraj.G,M,42,GEN,IND,632
S11,Kerala,,Attingal,Dr.A.Sampath,M,56,GEN,CPM,342748
S11,Kerala,,Attingal,Adv.Adoor Prakash,M,63,GEN,INC,380995
S11,Kerala,,Attingal,Maheen Thevarupara,M,31,GEN,IND,1084
S11,Kerala,,Attingal,Anitha,F,34,GEN,IND,436
S11,Kerala,,Attingal,Sobhasurendran,F,49,GEN,BJP,248081
S11,Kerala,,Attingal,B Devadathan,M,70,GEN,IND,268
S11,Kerala,,Attingal,Satheesh Kumar,M,38,GEN,IND,2179
S11,Kerala,,Attingal,Shailaja Navaikulam,F,34,SC,IND,2146
S11,Kerala,,Attingal,Attingal Ajith Kumar,M,51,SC,IND,781
S11,Kerala,,Attingal,Manoj M Poovakkadu,M,30,SC,IND,1004
S11,Kerala,,Attingal,Ajamal Ismail,M,36,GEN,SDPI,5429
S11,Kerala,,Attingal,Irinjayam Suresh,M,45,GEN,IND,412
S11,Kerala,,Attingal,Sunil Soman,M,49,GEN,IND,5433
S11,Kerala,,Attingal,Vipinlal Palode,M,30,SC,BSP,4068
S11,Kerala,,Attingal,Prakash G Veena Bhavan,M,59,GEN,IND,402
S11,Kerala,,Attingal,Ramsagar.P,M,48,GEN,IND,1568
S11,Kerala,,Attingal,K.G.Mohanan,M,59,GEN,IND,1146
S11,Kerala,,Attingal,K.Vivekanandhan,M,71,GEN,IND,668
S11,Kerala,,Attingal,Prakash S Karikkattuvila,M,48,GEN,IND,355
S11,Kerala,,Thiruvananthapuram,S Mini,F,44,GEN,SUCI(C),664
S11,Kerala,,Thiruvananthapuram,Kummanam Rajasekharan,M,66,GEN,BJP,316142
S11,Kerala,,Thiruvananthapuram,Nandhavanam Suseelan,M,66,GEN,IND,465
S11,Kerala,,Thiruvananthapuram,C.Divakaran,M,76,GEN,CPI,258556
S11,Kerala,,Thiruvananthapuram,Christopher Shaju Paliyode,M,43,GEN,IND,345
S11,Kerala,,Thiruvananthapuram,Dr.Shashi Tharoor,M,63,GEN,INC,416131
S11,Kerala,,Thiruvananthapuram,Pandalam Keralavarmaraja,M,77,GEN,PNP,1695
S11,Kerala,,Thiruvananthapuram,Gopakumar Oorupoika,M,44,SC,IND,339
S11,Kerala,,Thiruvananthapuram,Mithra Kumar G,M,58,GEN,IND,3521
S11,Kerala,,Thiruvananthapuram,Johny Thampy,M,54,GEN,IND,267
S11,Kerala,,Thiruvananthapuram,Vishnu S Ambadi,M,34,GEN,IND,1822
S11,Kerala,,Thiruvananthapuram,Jain Wilson,M,59,GEN,IND,199
S11,Kerala,,Thiruvananthapuram,B.Devadathan,M,70,GEN,IND,258
S11,Kerala,,Thiruvananthapuram,T Sasi,M,72,SC,IND,1007
S11,Kerala,,Thiruvananthapuram,Kiran Kumar.S.K,M,36,SC,BSP,2535
S11,Kerala,,Thiruvananthapuram,Binu.D,M,42,SC,IND,604
S11,Kerala,,Thiruvananthapuram,M.S Subi,M,34,GEN,IND,1050
S12,Madhya Pradesh,,Morena,Narendra Singh Tomar,M,61,GEN,BJP,541689
S12,Madhya Pradesh,,Morena,Ramniwas Rawat,M,59,GEN,INC,428348
S12,Madhya Pradesh,,Morena,Tofeek Khan,M,48,GEN,IND,4780
S12,Madhya Pradesh,,Morena,Pawan Kumar Goyal,M,44,GEN,SWAJANPA,968
S12,Madhya Pradesh,,Morena,Sanju Sharma,F,34,GEN,SHS,2509
S12,Madhya Pradesh,,Morena,Kartar Singh Bhadana,M,61,GEN,BSP,129380
S12,Madhya Pradesh,,Morena,Dr.Randhir Singh Ruhal,M,61,GEN,RaNP,930
S12,Madhya Pradesh,,Morena,Dhara Singh,M,42,GEN,PSPL,952
S12,Madhya Pradesh,,Morena,Mehabub Khan,M,34,GEN,IND,661
S12,Madhya Pradesh,,Morena,Tejpal Singh Rawat,M,30,GEN,IND,1936
S12,Madhya Pradesh,,Morena,Rajesh Singh Bhadoria [Bhure],M,26,GEN,ARK,933
S12,Madhya Pradesh,,Morena,Munna,M,55,GEN,IND,2696
S12,Madhya Pradesh,,Morena,Sonu Agarwal,M,38,GEN,IND,599
S12,Madhya Pradesh,,Morena,Patiram Shakya,M,43,SC,RPI(A),1121
S12,Madhya Pradesh,,Morena,Ramlakhan Meena,M,28,GEN,RKSP,1431
S12,Madhya Pradesh,,Morena,Narendra Singh,M,33,SC,RPIR,825
S12,Madhya Pradesh,,Morena,Ashok Rajoriya,M,46,GEN,VSP,4294
S12,Madhya Pradesh,,Morena,Bhante Sangh Ratan,M,48,GEN,BHAPRAP,800
S12,Madhya Pradesh,,Morena,Bajuddeen Baj,M,80,GEN,IND,1921
S12,Madhya Pradesh,,Morena,Sumit Misra,M,43,GEN,IND,945
S12,Madhya Pradesh,,Morena,Dheeraj Singh Mavai,M,49,GEN,IND,2137
S12,Madhya Pradesh,,Morena,Laxmi Baghel,F,44,GEN,IND,651
S12,Madhya Pradesh,,Morena,Rajveer,M,47,GEN,IND,894
S12,Madhya Pradesh,,Morena,Prabhu Singh,M,37,SC,IND,2332
S12,Madhya Pradesh,,Morena,Vivek,M,27,GEN,HND,1460
S12,Madhya Pradesh,,Bhind,Sandhya Ray,F,45,SC,BJP,527694
S12,Madhya Pradesh,,Bhind,Dileep Kumar Dohare (Advocat),M,31,SC,APoI,2929
S12,Madhya Pradesh,,Bhind,Vijay Singh Patwa,M,39,SC,AIFB,1082
S12,Madhya Pradesh,,Bhind,Kishori Lal Shakya,M,66,SC,BMUP,1716
S12,Madhya Pradesh,,Bhind,Babu Ram Jamor,M,67,SC,BSP,66613
S12,Madhya Pradesh,,Bhind,Manohar Lal Patwa (Lalu Kori),M,30,SC,JANADIP,978
S12,Madhya Pradesh,,Bhind,Om Prakash Shakya,M,51,SC,HND,5735
S12,Madhya Pradesh,,Bhind,Devashish,M,28,SC,INC,327809
S12,Madhya Pradesh,,Bhind,Harkisor Kori,M,60,SC,IND,1726
S12,Madhya Pradesh,,Bhind,Ashok Singh,M,27,SC,IND,1161
S12,Madhya Pradesh,,Bhind,Jitendra Singh,M,31,SC,IND,1547
S12,Madhya Pradesh,,Bhind,Roop Singh,M,41,SC,BHAPRAP,816
S12,Madhya Pradesh,,Bhind,Madan Chhilwar,M,45,SC,PSPL,1097
S12,Madhya Pradesh,,Bhind,Umesh Garg,M,46,SC,IND,2181
S12,Madhya Pradesh,,Bhind,Rajesh Kumar Jatav,M,40,SC,IND,4993
S12,Madhya Pradesh,,Bhind,Ram Naresh Jatav,M,38,SC,IND,3645
S12,Madhya Pradesh,,Bhind,Dharm Singh Bhargav,M,53,SC,IND,2438
S12,Madhya Pradesh,,Bhind,Brikhbhan Dohare,M,26,SC,IND,1897
S12,Madhya Pradesh,,Gwalior,Comrade Sunil Gopal,M,46,GEN,SUCI(C),1394
S12,Madhya Pradesh,,Gwalior,Vivek Narayan Shejwalkar,M,71,GEN,BJP,627250
S12,Madhya Pradesh,,Gwalior,Sobran Singh,M,60,GEN,IND,1297
S12,Madhya Pradesh,,Gwalior,Ashok Singh,M,56,GEN,INC,480408
S12,Madhya Pradesh,,Gwalior,Brij Mohan,M,26,GEN,PSPL,1008
S12,Madhya Pradesh,,Gwalior,Mamta Balveer Singh Kushwah,F,50,GEN,BSP,44677
S12,Madhya Pradesh,,Gwalior,Ashok Khan,M,44,GEN,IND,3981
S12,Madhya Pradesh,,Gwalior,Nandkishor Shau,M,62,GEN,PSJP,1204
S12,Madhya Pradesh,,Gwalior,Jitendra Jain And Akash,M,31,GEN,BHAPRAP,1105
S12,Madhya Pradesh,,Gwalior,Geeta Rani Kushwah,F,54,GEN,PPID,5566
S12,Madhya Pradesh,,Gwalior,Pran Singh Pal,M,55,GEN,RSOSP,2226
S12,Madhya Pradesh,,Gwalior,Deepak Kumar Bansal (Rangwale),M,54,GEN,IND,4984
S12,Madhya Pradesh,,Gwalior,Hanumant Singh,M,37,GEN,AABHAP,1953
S12,Madhya Pradesh,,Gwalior,Sugreev Singh Kushwah,M,53,GEN,JANADIP,1251
S12,Madhya Pradesh,,Gwalior,Keshav Ray Chaudhary,M,61,GEN,IND,2737
S12,Madhya Pradesh,,Gwalior,Vishnu Kant Sharma,M,38,GEN,RRP,1113
S12,Madhya Pradesh,,Gwalior,Narayan Namdev,M,57,GEN,APoI,2279
S12,Madhya Pradesh,,Gwalior,Govind Singh,M,51,GEN,IND,6320
S12,Madhya Pradesh,,Guna,Manish Shrivastav,M,39,GEN,SUCI(C),1667
S12,Madhya Pradesh,,Guna,Chandr Kumar Shrivastava (Chandu),M,45,GEN,IND,1945
S12,Madhya Pradesh,,Guna,Dhakad Lokendra Singh Rajpoot,M,41,GEN,BSP,37530
S12,Madhya Pradesh,,Guna,Ajay Singh Kushwah,M,44,GEN,IND,1423
S12,Madhya Pradesh,,Guna,O.P.Bheya,M,57,GEN,IND,3553
S12,Madhya Pradesh,,Guna,Jyotiraditya M.Scindia,M,48,GEN,INC,488500
S12,Madhya Pradesh,,Guna,Bhoopendra Singh Chauhan (Bablu Raja),M,50,GEN,IND,2471
S12,Madhya Pradesh,,Guna,Harbhajan Singh Rajpoot Ad.,M,60,GEN,IND,6118
S12,Madhya Pradesh,,Guna,"Krishna Pal Singh ""Dr.K.P.Yadav""",M,43,GEN,BJP,614049
S12,Madhya Pradesh,,Guna,Rekha Bai,F,33,GEN,AABHAP,1519
S12,Madhya Pradesh,,Guna,Santosh Yadav,M,45,GEN,PSPL,1042
S12,Madhya Pradesh,,Guna,Bhan Singh,M,40,ST,IND,1723
S12,Madhya Pradesh,,Guna,Amit Khare,M,27,SC,APoI,4480
S12,Madhya Pradesh,,Sagar,Rajkumar Yadav,M,47,GEN,BSP,20363
S12,Madhya Pradesh,,Sagar,Moh.Khurram Qureshi,M,52,GEN,IND,1736
S12,Madhya Pradesh,,Sagar,Ramnaresh Tiwari (Ramjee),M,34,GEN,SGUP,1340
S12,Madhya Pradesh,,Sagar,Vinay Sen,M,39,GEN,BSCP,1645
S12,Madhya Pradesh,,Sagar,Kamal Khatik,M,63,SC,PSPL,6363
S12,Madhya Pradesh,,Sagar,Rajbahadur Singh,M,51,GEN,BJP,646231
S12,Madhya Pradesh,,Sagar,Prabhu Singh Thakur,M,65,GEN,INC,340689
S12,Madhya Pradesh,,Sagar,"Devendra Jain "" Milan""",M,73,GEN,IND,4024
S12,Madhya Pradesh,,Sagar,"Mahendra Singh Patel ""Barual""",M,51,GEN,IND,3454
S12,Madhya Pradesh,,Sagar,Kanchhedilal Kushwah,M,43,GEN,IND,2597
S12,Madhya Pradesh,,Tikamgarh,Dr Virendra Kumar,M,65,SC,BJP,672248
S12,Madhya Pradesh,,Tikamgarh,R.D.Prajapati,M,56,SC,SP,42585
S12,Madhya Pradesh,,Tikamgarh,N.R.Prajapati,M,48,SC,ANRP,2360
S12,Madhya Pradesh,,Tikamgarh,Ahirwar Shripat Shikshak,M,47,SC,PHRC,9906
S12,Madhya Pradesh,,Tikamgarh,R.B.Prajapati Advocate,M,39,SC,IND,5938
S12,Madhya Pradesh,,Tikamgarh,Surjeet Chadar,M,33,SC,BSCP,2100
S12,Madhya Pradesh,,Tikamgarh,Ahirwar Kiran,F,47,SC,INC,324189
S12,Madhya Pradesh,,Tikamgarh,"Kamta Prasad Kori ""K.P.""",M,51,SC,PSPL,2068
S12,Madhya Pradesh,,Tikamgarh,Shobha Valmiki,M,72,SC,IND,7935
S12,Madhya Pradesh,,Tikamgarh,Narayan Das Jatav,M,41,SC,MPJVP,1831
S12,Madhya Pradesh,,Tikamgarh,Jitendra Banshkar,M,33,SC,IND,2186
S12,Madhya Pradesh,,Tikamgarh,Suresh Kori,M,52,SC,IND,7371
S12,Madhya Pradesh,,Tikamgarh,"Shriram Nagar ""Shikshak""",M,59,SC,SPAKP,2225
S12,Madhya Pradesh,,Tikamgarh,Pramod Prajapati,M,30,SC,IND,3171
S12,Madhya Pradesh,,Damoh,Prahalad Singh Patel,M,59,GEN,BJP,704524
S12,Madhya Pradesh,,Damoh,"Jittu Khare ""Badal""",M,34,GEN,BSP,45848
S12,Madhya Pradesh,,Damoh,Pratap Singh,M,57,GEN,INC,351113
S12,Madhya Pradesh,,Damoh,Man Singh Lodhi,M,46,GEN,BSCP,8317
S12,Madhya Pradesh,,Damoh,Kamlesh Asati,M,46,GEN,IND,3048
S12,Madhya Pradesh,,Damoh,Thakurdas Patel (T.D.Patel),M,61,GEN,PSPL,9505
S12,Madhya Pradesh,,Damoh,Sharada Parsad Patel,M,71,GEN,PSPU,2304
S12,Madhya Pradesh,,Damoh,Anant Lal Basor,M,71,SC,IND,2538
S12,Madhya Pradesh,,Damoh,Manu Singh Maravi,M,49,GEN,GGP,3509
S12,Madhya Pradesh,,Damoh,Vikas Nagvanshi,M,41,GEN,BHAPRAP,1499
S12,Madhya Pradesh,,Damoh,Devi Yadav,M,48,GEN,IND,4607
S12,Madhya Pradesh,,Damoh,Prahlad Patel,M,34,GEN,IND,10837
S12,Madhya Pradesh,,Damoh,Prahlad Bhaiya,M,27,GEN,IND,5499
S12,Madhya Pradesh,,Damoh,Richa Purshottam Choubey (Hariom),F,41,GEN,SPAKP,1912
S12,Madhya Pradesh,,Damoh,Manvendra Singh Bittu Bhaiya,M,27,GEN,HND,1510
S12,Madhya Pradesh,,Khajuraho,Maharani Kavita Singh Natiraja,F,39,GEN,INC,318753
S12,Madhya Pradesh,,Khajuraho,Veer Singh Patel,M,39,GEN,SP,40077
S12,Madhya Pradesh,,Khajuraho,V.D.Sharma (Vishnu Datt Sharma),M,49,GEN,BJP,811135
S12,Madhya Pradesh,,Khajuraho,Meena/Lalit Raikwar,F,44,GEN,IND,12450
S12,Madhya Pradesh,,Khajuraho,Jagdesh Kumar Patel,M,33,GEN,AKBHAD,4223
S12,Madhya Pradesh,,Khajuraho,Giriraj Kishor (Raju) Poddar,M,58,GEN,IND,2953
S12,Madhya Pradesh,,Khajuraho,Vinod Kumar,M,31,GEN,IND,5941
S12,Madhya Pradesh,,Khajuraho,Narendra Pandey (Ram Ji),M,45,GEN,IND,2942
S12,Madhya Pradesh,,Khajuraho,Rajkumar,M,56,GEN,IND,11691
S12,Madhya Pradesh,,Khajuraho,Manish Mishra,M,34,GEN,RTAMP,1965
S12,Madhya Pradesh,,Khajuraho,Ashwani Kumar Dubey,M,48,GEN,SABHP,10554
S12,Madhya Pradesh,,Khajuraho,Abdul Imran,M,35,GEN,IND,3305
S12,Madhya Pradesh,,Khajuraho,Parwat Singh,M,27,GEN,IND,3970
S12,Madhya Pradesh,,Khajuraho,Desh Pal Patel,M,41,GEN,APoI,5884
S12,Madhya Pradesh,,Khajuraho,Advocate Rakesh Kumar Shukla,M,52,GEN,AIFB,2154
S12,Madhya Pradesh,,Khajuraho,Bhoopat Kumar Adiwasi,M,25,ST,IND,6999
S12,Madhya Pradesh,,Khajuraho,Sant Kumar Sharma,M,40,GEN,SGUP,2481
S12,Madhya Pradesh,,Satna,Ganesh Singh,M,56,GEN,BJP,588753
S12,Madhya Pradesh,,Satna,Rajaram Tripathi,M,66,GEN,INC,357280
S12,Madhya Pradesh,,Satna,Acche Lal Kushawaha,M,62,GEN,BSP,109961
S12,Madhya Pradesh,,Satna,Ramkushal Kewat,M,41,GEN,BMVSP,1311
S12,Madhya Pradesh,,Satna,Shashank Singh Baghel,M,26,GEN,SPAKP,2450
S12,Madhya Pradesh,,Satna,Ram Nivas Sen,M,58,GEN,RPI(A),1533
S12,Madhya Pradesh,,Satna,Nasir Khan,M,66,GEN,IND,5639
S12,Madhya Pradesh,,Satna,Nand Kishor Prajapati,M,40,SC,PPID,6964
S12,Madhya Pradesh,,Satna,Mhendra Singh,M,69,GEN,BSCP,1227
S12,Madhya Pradesh,,Satna,Munni Kranti,F,54,ST,IND,3600
S12,Madhya Pradesh,,Satna,Dr.Suresh Prasad Tripathi,M,62,GEN,IND,921
S12,Madhya Pradesh,,Satna,Babu Lal,M,36,SC,IND,6806
S12,Madhya Pradesh,,Satna,Vipin Singh Tiwari,M,35,GEN,SMARTIP,3893
S12,Madhya Pradesh,,Satna,Ram Vishwas Pal,M,52,GEN,RSPS,2164
S12,Madhya Pradesh,,Satna,Ashok Vishwakarma,M,37,GEN,IND,4220
S12,Madhya Pradesh,,Satna,Phouji Sandip Baba,M,45,GEN,IND,849
S12,Madhya Pradesh,,Satna,Dr.Rajendra Tripathi,M,52,GEN,BHJMP,1055
S12,Madhya Pradesh,,Satna,"Mahesh Sahu ""Pappu""",M,52,GEN,ABHM,3081
S12,Madhya Pradesh,,Satna,Surendra Pandey Kuwan,M,68,GEN,IND,2564
S12,Madhya Pradesh,,Satna,Mohd.Jibrail,M,51,GEN,IND,5259
S12,Madhya Pradesh,,Satna,Manoraj Dwivedi,M,41,GEN,JAC,1482
S12,Madhya Pradesh,,Rewa,Girijesh Singh Senger,M,49,GEN,CPM,10423
S12,Madhya Pradesh,,Rewa,Shiv Kumar Mishra,M,50,GEN,SGUP,3860
S12,Madhya Pradesh,,Rewa,Janardan Mishra,M,62,GEN,BJP,583769
S12,Madhya Pradesh,,Rewa,"Siddharth Tiwari ""Raj""",M,34,GEN,INC,270961
S12,Madhya Pradesh,,Rewa,Vikash Singh Patel,M,36,GEN,BSP,91109
S12,Madhya Pradesh,,Rewa,Sunit Pandey 'Sumit',M,28,GEN,AVIRP,5555
S12,Madhya Pradesh,,Rewa,Ram Gopal Singh Patel,M,57,GEN,PPID,4982
S12,Madhya Pradesh,,Rewa,Mahendra Kumar Tiwari,M,62,GEN,KSRP,2426
S12,Madhya Pradesh,,Rewa,Badri Prasad Kushwaha,M,63,GEN,AKBHAD,2656
S12,Madhya Pradesh,,Rewa,Siyasharan Kevat,M,63,GEN,RsAD,5696
S12,Madhya Pradesh,,Rewa,Ram Kalesh Saket,M,33,SC,IND,828
S12,Madhya Pradesh,,Rewa,Dr.Arun Kumar Satnami,M,35,SC,BMUP,3756
S12,Madhya Pradesh,,Rewa,Arun Gautam,M,45,GEN,SJPT,1672
S12,Madhya Pradesh,,Rewa,Chhotu Kol,M,32,ST,JNSMP,1158
S12,Madhya Pradesh,,Rewa,Akhilesh Saket,M,38,SC,IND,4798
S12,Madhya Pradesh,,Rewa,Babulal Kol,M,42,ST,AVVP,1325
S12,Madhya Pradesh,,Rewa,Subhranshu Dwivedi - Padari,M,41,GEN,KPOI,2583
S12,Madhya Pradesh,,Rewa,Shakuntala Mishra,F,53,GEN,SPAKP,3719
S12,Madhya Pradesh,,Rewa,Sushil Mishra (Sabake Maharaj),M,51,GEN,IND,1401
S12,Madhya Pradesh,,Rewa,Devendra Kumar Mishra,M,48,GEN,IND,1907
S12,Madhya Pradesh,,Rewa,Sanat Kumar,M,42,GEN,IND,866
S12,Madhya Pradesh,,Rewa,Reeta Tripathi,F,38,GEN,BSCP,3032
S12,Madhya Pradesh,,Rewa,Brahm Datta Mishra,M,56,GEN,IND,1878
S12,Madhya Pradesh,,Sidhi,Gyani Jaiswal,M,35,GEN,SADSP,6368
S12,Madhya Pradesh,,Sidhi,Com.Sanjay Namdeo,M,39,GEN,CPI,27651
S12,Madhya Pradesh,,Sidhi,Ramdas Shah Mulnivasi,M,65,GEN,PPID,6182
S12,Madhya Pradesh,,Sidhi,Ajay Arjun Singh,M,63,GEN,INC,411818
S12,Madhya Pradesh,,Sidhi,Shyam Lal Vaishya,M,47,GEN,BSCP,10440
S12,Madhya Pradesh,,Sidhi,Riti Pathak,F,41,GEN,BJP,698342
S12,Madhya Pradesh,,Sidhi,Nirmala Dr.H.L.Prajapati,F,45,SC,ABGP,5589
S12,Madhya Pradesh,,Sidhi,Ramraj Yadav,M,65,GEN,IND,1120
S12,Madhya Pradesh,,Sidhi,Ram Rahees Kol,M,40,ST,CPIM,3848
S12,Madhya Pradesh,,Sidhi,Dharmendra Singh Baghel,M,37,GEN,IND,6856
S12,Madhya Pradesh,,Sidhi,Fatte Bahadur Singh Markam,M,63,ST,GGP,17032
S12,Madhya Pradesh,,Sidhi,Ramawatar Vishwakarma,M,63,GEN,IND,1350
S12,Madhya Pradesh,,Sidhi,Ram Lal Panika,M,48,ST,BSP,26540
S12,Madhya Pradesh,,Sidhi,"Shrawan Kumar Dwivedi ""Samajwadi""",M,41,GEN,IND,1968
S12,Madhya Pradesh,,Sidhi,Lalta Prasad Jayswal,M,35,GEN,IND,2846
S12,Madhya Pradesh,,Sidhi,Ramvishal Pal,M,49,GEN,RSOSP,5135
S12,Madhya Pradesh,,Sidhi,Dileep Kumar Shukla,M,34,GEN,IND,15555
S12,Madhya Pradesh,,Sidhi,Lalan,M,40,GEN,IND,1887
S12,Madhya Pradesh,,Sidhi,Dheerendra Kumar,M,28,ST,IND,1956
S12,Madhya Pradesh,,Sidhi,"Ramadhar Gupta ""Mai Ke Lal""",M,58,GEN,SPAKP,6097
S12,Madhya Pradesh,,Sidhi,Ram Kumar Jaysval,M,82,GEN,IND,2071
S12,Madhya Pradesh,,Sidhi,Anup Singh Sengar,M,41,GEN,SGUP,5058
S12,Madhya Pradesh,,Sidhi,Rakesh Kumar Patel,M,44,GEN,IND,5327
S12,Madhya Pradesh,,Sidhi,Ram Kripal Bashor,M,41,SC,RPI(A),2529
S12,Madhya Pradesh,,Sidhi,Ashish Kumar Singh Chauhan,M,35,GEN,SHS,2447
S12,Madhya Pradesh,,Sidhi,Ramsahay Sahu,M,49,GEN,IND,1066
S12,Madhya Pradesh,,Shahdol,Manna Singh,M,60,ST,IND,10604
S12,Madhya Pradesh,,Shahdol,Pramila Singh,F,50,ST,INC,344644
S12,Madhya Pradesh,,Shahdol,Bahan Keshkali Kol,F,31,ST,CPI,33695
S12,Madhya Pradesh,,Shahdol,Vimal Singh Korche,M,27,ST,GGP,16789
S12,Madhya Pradesh,,Shahdol,Himadri Singh,F,32,ST,BJP,747977
S12,Madhya Pradesh,,Shahdol,Narayan Singh Uike,M,33,ST,IND,7509
S12,Madhya Pradesh,,Shahdol,Mohdal Singh Pav,M,65,ST,BSP,20598
S12,Madhya Pradesh,,Shahdol,Kamla Prasad Baiga,M,37,ST,BSCP,11514
S12,Madhya Pradesh,,Shahdol,Jhamaklal,M,67,ST,IND,4941
S12,Madhya Pradesh,,Shahdol,Durga Mosi,F,30,ST,IND,8026
S12,Madhya Pradesh,,Shahdol,Lakshyapat Singh,M,48,ST,PPID,4544
S12,Madhya Pradesh,,Shahdol,Gokul Singh,M,42,ST,IND,3637
S12,Madhya Pradesh,,Shahdol,Meera Singh,F,47,ST,cvgrp,3353
S12,Madhya Pradesh,,Jabalpur,Shahnaj Bee Ansari,F,42,GEN,SMARTIP,1912
S12,Madhya Pradesh,,Jabalpur,Ad.Ramraj Ram,M,78,SC,BSP,12873
S12,Madhya Pradesh,,Jabalpur,Chandra Prakash Bhatnagar,M,56,GEN,AVIRP,780
S12,Madhya Pradesh,,Jabalpur,Shukhdev Dahiya,M,56,SC,BJSPP,1392
S12,Madhya Pradesh,,Jabalpur,Devendra Kumar Yadav,M,35,GEN,PSPL,595
S12,Madhya Pradesh,,Jabalpur,Rakesh Singh,M,56,GEN,BJP,826454
S12,Madhya Pradesh,,Jabalpur,Ram Dayal Prajapat,M,37,GEN,IND,1176
S12,Madhya Pradesh,,Jabalpur,Bhushan Prasad Shukla,M,57,GEN,BSCP,1355
S12,Madhya Pradesh,,Jabalpur,Ashok Singh Lodhi,M,55,GEN,IND,1169
S12,Madhya Pradesh,,Jabalpur,Dhanuk,M,50,SC,IND,2665
S12,Madhya Pradesh,,Jabalpur,Pt.Vivek Krishna Tankha,M,63,GEN,INC,371710
S12,Madhya Pradesh,,Jabalpur,"Vinay Kumar Jain ""Vinnu Bhaiyya""",M,52,GEN,IND,1068
S12,Madhya Pradesh,,Jabalpur,Kuldeep Ahirwar,M,44,SC,RPI(A),4116
S12,Madhya Pradesh,,Jabalpur,Laxminarayan Jagannath Singh Lodhi,M,63,GEN,IND,828
S12,Madhya Pradesh,,Jabalpur,Rakesh Singh S/O Baljor Singh,M,30,GEN,IND,7392
S12,Madhya Pradesh,,Jabalpur,Dr.Dhai Akshar,M,50,SC,IND,4315
S12,Madhya Pradesh,,Jabalpur,Rakesh Singh S/O Nathuram,M,42,GEN,IND,9487
S12,Madhya Pradesh,,Jabalpur,Amjad Khan,M,38,GEN,IND,992
S12,Madhya Pradesh,,Jabalpur,Mahu Singh Paraste,M,43,ST,GGP,3446
S12,Madhya Pradesh,,Jabalpur,Engr.Rupram Singh,M,63,GEN,IND,2702
S12,Madhya Pradesh,,Jabalpur,Shri Lal Markam (Bade Shri),M,30,ST,IND,803
S12,Madhya Pradesh,,Jabalpur,Gulab Singh (Vivek),M,48,ST,IND,2241
S12,Madhya Pradesh,,Mandla,Bharat Singh Poosam,M,40,ST,IND,15626
