ST_NAME,PC_NAME,PC_NO,CANDIDATE,PARTY,VOTES
Karnataka,Belgaum,2,ASHOK P HANAJI,IND,679
Karnataka,Belgaum,2,ASHPAKAHMAD USTAD,IND,634
Karnataka,Belgaum,2,NOTA,NOTA,5726
Karnataka,Bellary,9,E. TUKARAM,INC,730845
Karnataka,Bellary,9,B. SREERAMULU,BJP,631853
Karnataka,Bellary,9,VALMIKI KRISHNAPPA,BSP,5911
Karnataka,Bellary,9,C. CHANNAVEERA,OTH,3797
Karnataka,Bellary,9,CONDUCTOR PAMPAPATHI,IND,2460
Karnataka,Bellary,9,VEERESH,IND,1870
Karnataka,Bellary,9,A. DEVADAS,OTH,1741
Karnataka,Bellary,9,MANJUNATHA GOSAL,OTH,1322
Karnataka,Bellary,9,ARUN.S.HIREHAL,IND,1282
Karnataka,Bellary,9,G. SWAMY,OTH,944
Karnataka,Bellary,9,NOTA,NOTA,7889
Karnataka,Bidar,7,SAGAR ESHWAR KHANDRE,INC,666317
Karnataka,Bidar,7,BHAGWANTH KHUBA,BJP,537442
Karnataka,Bidar,7,AMBADAS SOPANRAO HULSURE,OTH,5302
Karnataka,Bidar,7,PUTARAJ,BSP,4554
Karnataka,Bidar,7,DR. DINKAR MORE,IND,4116
Karnataka,Bidar,7,SRI ROPH ABDUL GANI,IND,3104
Karnataka,Bidar,7,SHIVRAJ ADIVEPPA SATWAR,IND,3079
Karnataka,Bidar,7,RAMVILAS RAMULALJI NAVANDAR,IND,2694
Karnataka,Bidar,7,RIYAZ AHMED,IND,1711
Karnataka,Bidar,7,MOHD. SHAFEEQ UR RAHAMAN,OTH,1694
Karnataka,Bidar,7,JAIRAJ KASHAPPA BUKKA ADVOCATE,IND,1493
Karnataka,Bidar,7,BALBHEEM UNNE,IND,1470
Karnataka,Bidar,7,WASEEMUDDIN,IND,1170
Karnataka,Bidar,7,MAHESH GORNALKAR,OTH,981
Karnataka,Bidar,7,DILIP KADWAD,IND,798
Karnataka,Bidar,7,GOPAL M.P. GARAMPALLI,IND,767
Karnataka,Bidar,7,RAMESH J CHAVAN,OTH,472
Karnataka,Bidar,7,RAMCHANDRA NARAYAN KACHAVE,OTH,472
Karnataka,Bidar,7,NOTA,NOTA,4686
Karnataka,Bijapur,4,RAMESH JIGAJINAGI,BJP,672781
Karnataka,Bijapur,4,RAJU ALAGUR.,INC,595552
Karnataka,Bijapur,4,GANAPATI  RATHOD (HANJAGI),OTH,7691
Karnataka,Bijapur,4,BHOVI TARABAI,IND,4353
Karnataka,Bijapur,4,RAMJI YAMANAPPA BUDDHAPRIYA,OTH,2426
Karnataka,Bijapur,4,NAGAJYOTI.B.N.,OTH,2392
Karnataka,Bijapur,4,RAJAKUMAR APPANNA HONNAKATTI,OTH,1794
Karnataka,Bijapur,4,JITENDRA.ASHOK. KAMBLE,OTH,1623
Karnataka,Bijapur,4,NOTA,NOTA,7502
Karnataka,Chamarajanagar,22,SUNIL BOSE,INC,751671
Karnataka,Chamarajanagar,22,BALARAJ.S,BJP,562965
Karnataka,Chamarajanagar,22,M.KRISHNA MURTHY,BSP,15903
Karnataka,Chamarajanagar,22,C.M.KRISHNA,OTH,8089
Karnataka,Chamarajanagar,22,G.D.RAJAGOPAL (H.D.KOTE),IND,3954
Karnataka,Chamarajanagar,22,SUMA.S,OTH,3826
Karnataka,Chamarajanagar,22,MAHADEVASWAMY B M (PAMPI),IND,3421
Karnataka,Chamarajanagar,22,H.K.SWAMY HARADANAHALLI,IND,3208
Karnataka,Chamarajanagar,22,PATAS PRADEEP KUMAR.M,IND,1986
Karnataka,Chamarajanagar,22,KADAMBA. NAA. AMBARISH,IND,1743
Karnataka,Chamarajanagar,22,NINGARAJU.S,OTH,1411
Karnataka,Chamarajanagar,22,KANDALLI MAHESH,OTH,1252
Karnataka,Chamarajanagar,22,NINGARAJ.G,IND,1247
Karnataka,Chamarajanagar,22,PRASANNA KUMAR.B,OTH,978
Karnataka,Chamarajanagar,22,NOTA,NOTA,8143
Karnataka,Chikkballapur,27,DR.K.SUDHAKAR,BJP,822619
Karnataka,Chikkballapur,27,M.S. RAKSHA RAMAIAH,INC,659159
Karnataka,Chikkballapur,27,MUNIVENKATAPPA M.P,CPM,4557
Karnataka,Chikkballapur,27,MAHADEV. P,BSP,4440
Karnataka,Chikkballapur,27,RAJANNA,IND,3764
Karnataka,Chikkballapur,27,RAJA REDDY,IND,3381
Karnataka,Chikkballapur,27,KALAVATHI. N,OTH,2744
Karnataka,Chikkballapur,27,VALASAPALLI UTAPPA,IND,2162
Karnataka,Chikkballapur,27,VENKATESHMURTHY.V,OTH,2020
Karnataka,Chikkballapur,27,D. SUDHAKARA,IND,1689
Karnataka,Chikkballapur,27,SUDHAKAR. N,IND,1591
Karnataka,Chikkballapur,27,G N RAVI,IND,1465
Karnataka,Chikkballapur,27,BHASKAR ANKALAMADUGU SHIVAREDDY,IND,1367
Karnataka,Chikkballapur,27,CHANDRASHEKAR. H.C,IND,1282
Karnataka,Chikkballapur,27,MOHITH NARASIMHAMURTHY,IND,1229
Karnataka,Chikkballapur,27,V.N. NARASIMHAMURTHY VADIGERE,IND,1218
Karnataka,Chikkballapur,27,G.N. VENKATESH B.A.L.L.B,IND,1207
Karnataka,Chikkballapur,27,DEVARAJ CORONA WARRIOR,IND,1177
Karnataka,Chikkballapur,27,G SUBRAMANI SHETTY,OTH,872
Karnataka,Chikkballapur,27,DR. M.R. RANGANATHA,IND,857
Karnataka,Chikkballapur,27,NAGESH. S,OTH,850
Karnataka,Chikkballapur,27,T.R. NARAYANA RAO,OTH,762
Karnataka,Chikkballapur,27,"C.V.  LOKESH GOWDA, B.E",IND,701
Karnataka,Chikkballapur,27,D. CHINNAPPA,IND,619
Karnataka,Chikkballapur,27,SANDESH.G,IND,594
Karnataka,Chikkballapur,27,NASURULLA,IND,583
Karnataka,Chikkballapur,27,K. VENKATESH,IND,474
Karnataka,Chikkballapur,27,T VENKATA SIVUDU,IND,440
Karnataka,Chikkballapur,27,G N. KODANDAREDDY,IND,401
Karnataka,Chikkballapur,27,NOTA,NOTA,6596
Karnataka,Chikkodi,1,PRIYANKA SATISH JARKIHOLI,INC,713461
Karnataka,Chikkodi,1,ANNASAHEB SHANKAR JOLLE,BJP,622627
Karnataka,Chikkodi,1,KALLOLIKAR SHAMBHU KRISHNA,IND,25466
Karnataka,Chikkodi,1,SAMMED SARADAR VARDHAMANE,IND,5353
Karnataka,Chikkodi,1,SHRENIK ANNASAHEB JANGATE,IND,5181
Karnataka,Chikkodi,1,APPASAHEB SHRIPATI KURANE,OTH,4654
Karnataka,Chikkodi,1,VILAS MANNUR,IND,4150
Karnataka,Chikkodi,1,SATTEPPA DASHARATH KALELI,OTH,1319
Karnataka,Chikkodi,1,YASIN SHIRAJUDDIN PATAKI,IND,1281
Karnataka,Chikkodi,1,KASHINATH KALLAPPA KURANI,IND,1108
Karnataka,Chikkodi,1,MAHESH ASHOK KASAR,IND,1009
Karnataka,Chikkodi,1,MOHAN GURAPPA MOTANNAVAR,IND,946
Karnataka,Chikkodi,1,KUMAR SAMBHAJI DONGARE,OTH,941
Karnataka,Chikkodi,1,PAVANKUMAR BABURAV MALAGE,OTH,666
Karnataka,Chikkodi,1,DR|| KADAYYA HIREMATH (SWAMIJI),IND,647
Karnataka,Chikkodi,1,BHIMASEN DATTU SANADI,IND,619
Karnataka,Chikkodi,1,GAJANAN L. PUJARI,IND,600
Karnataka,Chikkodi,1,JITENDRA SUBHASH NERLE,IND,457
Karnataka,Chikkodi,1,NOTA,NOTA,2608
Karnataka,Chitradurga,18,GOVIND MAKTHAPPA KARJOL,BJP,684890
Karnataka,Chitradurga,18,B.N.CHANDRAPPA,INC,636769
Karnataka,Chitradurga,18,ASHOKA CHAKRAVARTHI,BSP,7705
Karnataka,Chitradurga,18,NARASIMHARAJU. C.N.,OTH,4950
Karnataka,Chitradurga,18,SRINIVASAPURADA SRINIVASABABU PAVAGADA,IND,4548
Karnataka,Chitradurga,18,"B. VENKATESHA, SHILPI",IND,4201
Karnataka,Chitradurga,18,MANJUNATHA SWAMY T,IND,2676
Karnataka,Chitradurga,18,BHUTHARAJA. V.S.,IND,2397
Karnataka,Chitradurga,18,RAGHU KUMAR .S,IND,2337
Karnataka,Chitradurga,18,RAMESH NAIK .T.,OTH,2206
Karnataka,Chitradurga,18,NAGARAJAPPA,IND,1679
Karnataka,Chitradurga,18,K  NARASHIMAMURTHY,IND,1397
Karnataka,Chitradurga,18,SUDHAKARA .R,IND,1211
Karnataka,Chitradurga,18,TULASI.H,IND,1082
Karnataka,Chitradurga,18,GANESH.,IND,1093
Karnataka,Chitradurga,18,SHABAREESH.,OTH,1018
Karnataka,Chitradurga,18,SUJATHA .D.,OTH,1014
Karnataka,Chitradurga,18,DR M.P. DARAKESWARAIAH,IND,992
Karnataka,Chitradurga,18,AMRUTH RAJA.,IND,834
Karnataka,Chitradurga,18,B.T. RAMASUBBAIAH,OTH,720
Karnataka,Chitradurga,18,NOTA,NOTA,3190
Karnataka,Dakshina Kannada,17,CAPTAIN BRIJESH CHOWTA,BJP,764132
Karnataka,Dakshina Kannada,17,PADMARAJ.R.POOJARY,INC,614924
Karnataka,Dakshina Kannada,17,KANTHAPPA ALANGAR,BSP,4232
Karnataka,Dakshina Kannada,17,DURGA PRASAD,OTH,2592
Karnataka,Dakshina Kannada,17,SUPREETH KUMAR POOJARY  KATEEL,IND,1901
Karnataka,Dakshina Kannada,17,MAXIM PINTO,IND,1690
Karnataka,Dakshina Kannada,17,PRAJAAKEEYA MANOHARA,OTH,971
Karnataka,Dakshina Kannada,17,DEEPAK RAJESH COELHO,IND,976
Karnataka,Dakshina Kannada,17,RANJINI. M,OTH,776
Karnataka,Dakshina Kannada,17,NOTA,NOTA,23576
Karnataka,Davanagere,13,DR. PRABHA MALLIKARJUN,INC,633059
Karnataka,Davanagere,13,GAYITHRI SIDDESHWARA,BJP,606965
Karnataka,Davanagere,13,G.B.VINAY KUMAR,IND,42907
Karnataka,Davanagere,13,T.JABEENA AAPA,IND,5128
Karnataka,Davanagere,13,D. HANUMANTHAPPA,BSP,4475
Karnataka,Davanagere,13,TASLIM BANU,IND,4141
Karnataka,Davanagere,13,T.CHANDRU,IND,3043
Karnataka,Davanagere,13,G.M.GAYITRI SIDDESHI,IND,2464
Karnataka,Davanagere,13,PARAVEEJ.H,IND,1869
Karnataka,Davanagere,13,ESHWARA SHENGA,OTH,1430
Karnataka,Davanagere,13,A.K.GANESH,IND,1055
Karnataka,Davanagere,13,M.C.SREENIVAS,OTH,973
Karnataka,Davanagere,13,SYED ZABIULLA.K,IND,844
Karnataka,Davanagere,13,ANABERU THIPPESWAMY,OTH,849
Karnataka,Davanagere,13,SALEEM S,IND,799
Karnataka,Davanagere,13,MOHAMED HAYATH.M,IND,722
Karnataka,Davanagere,13,ABDUL NAZEER AHAMMED,IND,652
Karnataka,Davanagere,13,RASHEED KHAN,IND,600
Karnataka,Davanagere,13,M.G.SRIKANTH,OTH,561
Karnataka,Davanagere,13,M.P. KHALANDAR,OTH,539
Karnataka,Davanagere,13,PEDDAPPA S,IND,508
Karnataka,Davanagere,13,G.M.BARKATH ALI BASHA,IND,471
Karnataka,Davanagere,13,K.S. VEERBHADRAPPA,OTH,475
Karnataka,Davanagere,13,VEERESH.S (LION VEERESH),OTH,458
Karnataka,Davanagere,13,DODDESH.H.S,OTH,440
Karnataka,Davanagere,13,BARKATH ALI,IND,411
Karnataka,Davanagere,13,MANJU. MARIKOPPA,IND,378
Karnataka,Davanagere,13,RUDRESHA.K.H,OTH,348
Karnataka,Davanagere,13,RAVINAIK. B,IND,320
Karnataka,Davanagere,13,MAHABUB BASHA,IND,308
Karnataka,Davanagere,13,NOTA,NOTA,3176
Karnataka,Dharwad,11,PRALHAD JOSHI,BJP,716231
Karnataka,Dharwad,11,VINOD ASOOTI,INC,618907
Karnataka,Dharwad,11,SHAKEELAHMAD.D.MULLA,IND,5872
Karnataka,Dharwad,11,S. S. PATIL,IND,5161
Karnataka,Dharwad,11,RAJU ANANTSA NAIKWADI,IND,3601
Karnataka,Dharwad,11,JAVEED AHAMED BELGAUMKAR.,OTH,3558
Karnataka,Dharwad,11,SHARANABASAV GONAVAR,OTH,1167
Karnataka,Dharwad,11,BALANAGOUDRA MALLIKARJUNAGOUDA,IND,987
Karnataka,Dharwad,11,TAKAPPA YALLAPPA KALAL,OTH,905
Karnataka,Dharwad,11,BUGADI BASAVALINGAPPA IRAPPA,OTH,800
Karnataka,Dharwad,11,NAGARAJ. KARENNAVAR.,OTH,555
Karnataka,Dharwad,11,PRAVEEN H. H.,IND,548
Karnataka,Dharwad,11,DR. GURAPPA H IMRAPUR,IND,514
Karnataka,Dharwad,11,BANKAPUR SHOUKATALI,OTH,473
Karnataka,Dharwad,11,VINOD DASHARATH GHODKE,OTH,411
Karnataka,Dharwad,11,VENKATESH PRASAD. H,OTH,337
Karnataka,Dharwad,11,MOHAMMED ISMAIL MUKTI,OTH,317
Karnataka,Dharwad,11,NOTA,NOTA,6147
Karnataka,Gulbarga,5,RADHAKRISHNA,INC,652321
Karnataka,Gulbarga,5,DR. UMESH G JADHAV,BJP,625116
Karnataka,Gulbarga,5,HUCHESHWARA WATHAR GOUR,BSP,7888
Karnataka,Gulbarga,5,SUNDAR,IND,3677
Karnataka,Gulbarga,5,JYOTI RAMESH CHAVAN,IND,2805
Karnataka,Gulbarga,5,SHARANAPPA (PINTU),IND,1884
Karnataka,Gulbarga,5,TARABAI BHOVI,IND,1550
Karnataka,Gulbarga,5,RAMESH BHIMSING CHAVAN,IND,1334
Karnataka,Gulbarga,5,ANAND SINNUR,IND,1280
Karnataka,Gulbarga,5,NAGENDRA RAO,OTH,1226
Karnataka,Gulbarga,5,S.M.SHARMA,OTH,1144
Karnataka,Gulbarga,5,RAJKUMAR,OTH,709
Karnataka,Gulbarga,5,VIJAY JADHAV,OTH,560
Karnataka,Gulbarga,5,B. VIJAYKUMAR CHINCHANSOORKAR,OTH,554
Karnataka,Gulbarga,5,NOTA,NOTA,8429
Karnataka,Hassan,16,SHREYAS. M. PATEL,INC,672988
Karnataka,Hassan,16,PRAJWAL REVANNA,JD(S),630339
Karnataka,Hassan,16,GANGADHAR BAHUJAN,BSP,12173
Karnataka,Hassan,16,DEVARAJ M.Y,OTH,6057
Karnataka,Hassan,16,H D REVANNA,OTH,4272
Karnataka,Hassan,16,BASAVARAJU J.D (EX-ARMY),IND,4063
Karnataka,Hassan,16,SANTHOSH B.N,IND,3449
Karnataka,Hassan,16,HEMANTH GAVEESH,IND,3281
Karnataka,Hassan,16,PRATHAPA K.A,OTH,3250
Karnataka,Hassan,16,S.K. NINGARAJA,OTH,1730
Karnataka,Hassan,16,B.N. SURESHA (SURESHGOWDA),IND,1418
Karnataka,Hassan,16,SIDDABHOVI,IND,987
Karnataka,Hassan,16,SHIVARAJ. B,OTH,848
Karnataka,Hassan,16,R.G. SATHISHA RAMEDEVARAPURA,IND,869
Karnataka,Hassan,16,K.R. GANGADHARAPPA,IND,742
Karnataka,Hassan,16,NOTA,NOTA,8541
Karnataka,Haveri,10,BASAVARAJ BOMMAI,BJP,705538
Karnataka,Haveri,10,ANANDSWAMY GADDADEVARMATH,INC,662025
Karnataka,Haveri,10,SUNANDA KARIYAPPA SHIRHATTI,IND,4707
Karnataka,Haveri,10,KHAJAMOHIDDIN GUDAGERI,OTH,3401
Karnataka,Haveri,10,GANGADHAR BADIGER,OTH,2270
Karnataka,Haveri,10,RUDRAPPA BASAPPA KUMBAR,IND,1356
Karnataka,Haveri,10,BASAVARAJ B HADI,IND,1071
Karnataka,Haveri,10,PRAJAKEEYA SACHINKUMAR KARJEKANNAVAR,OTH,1072
Karnataka,Haveri,10,DR. G H IMRAPUR,IND,953
Karnataka,Haveri,10,JAGADISH YALLAPPA BANKAPURA,IND,674
Karnataka,Haveri,10,TANU CHIKKANNA YADAV,OTH,636
Karnataka,Haveri,10,H K NARASIMHAPPA,OTH,446
Karnataka,Haveri,10,VISHWANATH SHEERI,OTH,401
Karnataka,Haveri,10,RASHEEDA BEGUM,OTH,397
Karnataka,Haveri,10,NOTA,NOTA,10865
Karnataka,Kolar,28,M. MALLESH BABU,JD(S),691481
Karnataka,Kolar,28,K V GOWTHAM,INC,620093
Karnataka,Kolar,28,SUMAN H N,IND,6487
Karnataka,Kolar,28,HOLUR SRINIVASA,IND,6163
Karnataka,Kolar,28,S B SURESHA,BSP,4732
Karnataka,Kolar,28,K R DEVARAJA,OTH,4597
Karnataka,Kolar,28,DR M. VENKATASWAMY,IND,3354
Karnataka,Kolar,28,R RANJITHKUMAR,IND,2118
Karnataka,Kolar,28,S N NARAYANASWAMY V,IND,1985
Karnataka,Kolar,28,D GOPALAKRISHNA,OTH,1669
Karnataka,Kolar,28,DEVARAJA A ALUSURUDINNE,OTH,1354
Karnataka,Kolar,28,M S BADARINARAYANA,IND,1116
Karnataka,Kolar,28,MAHESH A V,OTH,1065
Karnataka,Kolar,28,THIMMARAYAPPA,OTH,864
Karnataka,Kolar,28,R RAJENDRA,IND,751
Karnataka,Kolar,28,M MUNIGANGAPPA,IND,604
Karnataka,Kolar,28,M  C HALLI VENU,OTH,521
Karnataka,Kolar,28,KRISHNAIAH N,IND,443
Karnataka,Kolar,28,NOTA,NOTA,5831
Karnataka,Koppal,8,K. RAJASHEKAR BASAVARAJ HITNAL,INC,663511
Karnataka,Koppal,8,DR . BASAVARAJ. K. SHARANAPPA,BJP,617154
Karnataka,Koppal,8,MALLIKARJUN HADAPAD,IND,7314
Karnataka,Koppal,8,SHANKARA,BSP,7043
Karnataka,Koppal,8,KARADI BASAVARAJ,IND,5877
Karnataka,Koppal,8,RUKMINI,IND,5282
Karnataka,Koppal,8,SURESH. GOUDA MUNDINAMANE,IND,4642
Karnataka,Koppal,8,NAGARAJ KALAL,IND,1994
Karnataka,Koppal,8,KALAPPA YACHRAPPA BADIGER VISHWAKARMA,IND,1982
Karnataka,Koppal,8,PA.YA. GANESH,IND,1895
Karnataka,Koppal,8,HANAMESH . S . H. SHAKHAPUR,IND,1248
Karnataka,Koppal,8,KAREEMPASHA GACHCHINMANI.,IND,1238
Karnataka,Koppal,8,ANNOJI RAO. G,OTH,1117
Karnataka,Koppal,8,SHARANAPPA,OTH,1106
Karnataka,Koppal,8,NIRUPADI K GOMARSI,OTH,900
Karnataka,Koppal,8,RAMZANBEE,OTH,806
Karnataka,Koppal,8,D DURGA PRASAD BYATARAYANAJI,OTH,799
Karnataka,Koppal,8,C. SHARANA BASAPPA,OTH,776
Karnataka,Koppal,8,IMAMSAB JANGLISAB MULLA,IND,733
Karnataka,Koppal,8,NOTA,NOTA,3519
Karnataka,Mandya,20,H.D. KUMARASWAMY,JD(S),851881
Karnataka,Mandya,20,VENKATARAMANE GOWDA (STAR CHANDRU),INC,567261
Karnataka,Mandya,20,CHANDAN GOWDA. K,IND,12394
Karnataka,Mandya,20,SHIVASHANKARA. S,BSP,6964
Karnataka,Mandya,20,RAMAIAH. D,IND,3810
Karnataka,Mandya,20,RANJITHA. N,IND,2909
Karnataka,Mandya,20,CHANDRASHEKARA. K.R (CHANDRU KEELARA),OTH,1476
Karnataka,Mandya,20,BUDAYYA. B.P,OTH,1370
Karnataka,Mandya,20,LOKESHA. S (AARYA LOKESH),OTH,1163
Karnataka,Mandya,20,BEERESH. C.T (SAINIKA BEERESH),IND,931
Karnataka,Mandya,20,N.BASAVARAJU,IND,843
Karnataka,Mandya,20,H.D. REVANNA,OTH,590
Karnataka,Mandya,20,CHANNAMAYIGOWDA,IND,497
Karnataka,Mandya,20,S.ARVIND,IND,442
Karnataka,Mandya,20,NOTA,NOTA,7736
Karnataka,Mysore,21,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,BJP,795503
Karnataka,Mysore,21,M. LAKSHMANA,INC,656241
Karnataka,Mysore,21,RANGASWAMY. M,IND,4306
Karnataka,Mysore,21,KADAMBA NAA AMBARISH,OTH,4080
Karnataka,Mysore,21,A. S. SATHISH,IND,3746
Karnataka,Mysore,21,RAMAMURTHY. M,IND,3605
Karnataka,Mysore,21,RAJU,IND,1949
Karnataka,Mysore,21,PRAJAKEEYA LEELA SHIVAKUMAR,OTH,1754
Karnataka,Mysore,21,COMRADE SUNIL T. R,OTH,1560
Karnataka,Mysore,21,H. K. KRISHNA,OTH,1489
Karnataka,Mysore,21,HARISH GOWDA,OTH,976
Karnataka,Mysore,21,P. S. YADURAPPA,IND,878
Karnataka,Mysore,21,AMBEDKAR. C. J,IND,835
Karnataka,Mysore,21,DARSHAN K PONNETI,IND,764
Karnataka,Mysore,21,M. S. PRAVEEN,OTH,740
Karnataka,Mysore,21,CHRISTOPHER RAJ KUMAR,IND,544
Karnataka,Mysore,21,DR. H. M. NANJUNDASWAMY,OTH,523
Karnataka,Mysore,21,A. G. RAMACHANDRA RAO,OTH,490
Karnataka,Mysore,21,NOTA,NOTA,4490
Karnataka,Raichur,6,G. KUMAR NAIK.,INC,670966
Karnataka,Raichur,6,RAJA AMARESHWARA NAIK.,BJP,591185
Karnataka,Raichur,6,S. NARASANNA GOUDA NAYAKA,BSP,9289
Karnataka,Raichur,6,BASAVA PRABHU. MEDA,OTH,5181
Karnataka,Raichur,6,AMARESH,IND,4465
Karnataka,Raichur,6,YALLAMMA DALAPATHI,IND,3634
Karnataka,Raichur,6,MEDHAR SHAMRAO,OTH,2640
Karnataka,Raichur,6,RAMALINGAPPA,OTH,2409
Karnataka,Raichur,6,NOTA,NOTA,9850
Karnataka,Shimoga,14,B.Y.RAGHAVENDRA,BJP,778721
Karnataka,Shimoga,14,GEETHA SHIVARAJKUMAR,INC,535006
Karnataka,Shimoga,14,K. S. ESHWARAPPA,IND,30050
Karnataka,Shimoga,14,BANDI,IND,7266
Karnataka,Shimoga,14,RAVIKUMARA N.,IND,4552
Karnataka,Shimoga,14,POOJA N. ANNAIAH,IND,3457
Karnataka,Shimoga,14,A.D. SHIVAPPA,BSP,2779
Karnataka,Shimoga,14,N. V. NAVEEN KUMAR,IND,1993
Karnataka,Shimoga,14,ARUNA KANAHALLI,OTH,1478
Karnataka,Shimoga,14,E.H. NAYAK,IND,954
Karnataka,Shimoga,14,JOHN BENNY,IND,867
Karnataka,Shimoga,14,GANESH. B (BELLI),IND,747
Karnataka,Shimoga,14,D.S. ESHWARAPPA,IND,695
Karnataka,Shimoga,14,KUNAJE MANJUNATHA GOWDA,IND,683
Karnataka,Shimoga,14,S.K PRABHU,OTH,617
Karnataka,Shimoga,14,SHIVARUDRAIAH SWAMY,IND,599
Karnataka,Shimoga,14,IMTIYAZ A. ATTAR,IND,442
Karnataka,Shimoga,14,MOHAMMED YUSUF KHAN,OTH,404
Karnataka,Shimoga,14,G. JAYADEVA,IND,368
Karnataka,Shimoga,14,CHANDRASHEKAR. H C,IND,357
Karnataka,Shimoga,14,P. SRIPATHI. BHAT,IND,344
Karnataka,Shimoga,14,SANDESH SHETTY. A,IND,293
Karnataka,Shimoga,14,H SURESH POOJARI,IND,220
Karnataka,Shimoga,14,NOTA,NOTA,4332
Karnataka,Tumkur,19,V. SOMANNA,BJP,720946
Karnataka,Tumkur,19,S.P. MUDDAHANUMEGOWDA,INC,545352
Karnataka,Tumkur,19,J.K. SAMI,IND,6775
Karnataka,Tumkur,19,RAJASIMHA J. N.,BSP,5554
Karnataka,Tumkur,19,S.N. SWAMY,OTH,4591
Karnataka,Tumkur,19,RANGANATHA. R.S,IND,3132
Karnataka,Tumkur,19,MALLIKARJUNAIAH,IND,1880
Karnataka,Tumkur,19,SIDDARAMEGOWDA T. B,IND,1646
Karnataka,Tumkur,19,PRADEEP KUMAR DODDAMUDDEGOWDA,OTH,1618
Karnataka,Tumkur,19,H.L. MOHAN KUMAR,IND,893
Karnataka,Tumkur,19,PRAKASH. R.A. JAIN,IND,863
Karnataka,Tumkur,19,NEELAKANTESHA. H S,IND,719
Karnataka,Tumkur,19,R. PUSHPA,IND,629
Karnataka,Tumkur,19,B. DEVARAJ,IND,499
Karnataka,Tumkur,19,R. NARAYANAPPA,IND,507
Karnataka,Tumkur,19,DR. H.B.M. HIREMATH,OTH,477
Karnataka,Tumkur,19,KAPANIGOWDA.,IND,471
Karnataka,Tumkur,19,BASAVARAJU. H.R,OTH,439
Karnataka,Tumkur,19,NOTA,NOTA,6460
Karnataka,Udupi Chikmagalur,15,KOTA SRINIVAS POOJARY,BJP,732234
Karnataka,Udupi Chikmagalur,15,K. JAYAPRAKASH HEGDE,INC,473059
Karnataka,Udupi Chikmagalur,15,K.T. RADHAKRISHNA,BSP,5417
Karnataka,Udupi Chikmagalur,15,SUDHEER KANCHAN MARAKALA,IND,2286
Karnataka,Udupi Chikmagalur,15,SACHIN B.K,OTH,1333
Karnataka,Udupi Chikmagalur,15,M. K. DAYANANDA,OTH,1069
Karnataka,Udupi Chikmagalur,15,VIJAY KUMAR M. G,IND,956
Karnataka,Udupi Chikmagalur,15,SUPREETH KUMAR POOJARY KATEEL,OTH,690
Karnataka,Udupi Chikmagalur,15,SHABAREESH,OTH,565
Karnataka,Udupi Chikmagalur,15,L. RANGANATH GOWDA,OTH,540
Karnataka,Udupi Chikmagalur,15,NOTA,NOTA,11269
Karnataka,Uttara Kannada,12,VISHWESHWAR HEGDE KAGERI,BJP,782495
Karnataka,Uttara Kannada,12,DR. ANJALI NIMBALKAR,INC,445067
Karnataka,Uttara Kannada,12,RAJSHEKHAR. SHANKAR. HINDALAGI.,IND,5397
Karnataka,Uttara Kannada,12,GANAPATI HEGDE,OTH,4472
Karnataka,Uttara Kannada,12,NIRANJAN UDAYSINH SIRDESAI,IND,4169
Karnataka,Uttara Kannada,12,NAGARAJ. ANANT. SHIRALI.,IND,2882
Karnataka,Uttara Kannada,12,CHIDANAND  HANUMANTHAPPA HARIJAN,IND,1721
Karnataka,Uttara Kannada,12,PRAJAAKEEYA SUNIL,OTH,1566
Karnataka,Uttara Kannada,12,VINAYAK NAIK,OTH,1263
Karnataka,Uttara Kannada,12,K. P. PATIL,IND,956
Karnataka,Uttara Kannada,12,KRISHNA BALEGAR,IND,920
Karnataka,Uttara Kannada,12,ARAVIND GOWDA,IND,904
Karnataka,Uttara Kannada,12,AVINASH. NARAYAN. PATIL.,IND,773
Karnataka,Uttara Kannada,12,NOTA,NOTA,10176
Kerala,Alappuzha,15,K. C VENUGOPAL,INC,404560
Kerala,Alappuzha,15,A. M ARIFF,CPM,341047
Kerala,Alappuzha,15,SOBHA SURENDRAN,BJP,299648
Kerala,Alappuzha,15,MURALEEDHARAN KONCHERILLAM,BSP,1626
Kerala,Alappuzha,15,ARJUNAN,OTH,1319
Kerala,Alappuzha,15,VAYALAR RAJEEVAN,OTH,675
Kerala,Alappuzha,15,ADV.K.M SHAJAHAN,IND,682
Kerala,Alappuzha,15,SHAJAHAN V.A.     S/O ABDUL AZEES,IND,576
Kerala,Alappuzha,15,SATHEESH SHENOI,IND,482
Kerala,Alappuzha,15,JAYAKRISHNAN P,IND,385
Kerala,Alappuzha,15,JYOTHI ABRAHAM,IND,338
Kerala,Alappuzha,15,NOTA,NOTA,7365
Kerala,Alathur,9,K.RADHAKRISHNAN,CPM,403447
Kerala,Alathur,9,RAMYA HARIDAS,INC,383336
Kerala,Alathur,9,DR T N SARASU,BJP,188230
Kerala,Alathur,9,HARI ARUMBIL,BSP,2871
Kerala,Alathur,9,KRISHNANKUTTY KUNISSERY,IND,2351
Kerala,Alathur,9,NOTA,NOTA,12033
Kerala,Attingal,19,ADV ADOOR PRAKASH,INC,328051
Kerala,Attingal,19,V JOY,CPM,327367
Kerala,Attingal,19,V  MURALEEDHARAN,BJP,311779
Kerala,Attingal,19,SURABHI S,BSP,4524
